league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_2,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_85,pinnacle_corners_under_85
Brasileirão_Série_A_2026,2026,6,Chapecoense,Grêmio,2026-03-16 23:00:00,1,1,2,4,5,9,3,3,0,0,1,4,10,9,11,13,15,8,35,65,Arena Condá,"Rua Clevelândia, Bairro Centro, Chapecó, Santa Catarina",3,3,2.93,3.15,2.11,1.3,1.93,3.12,1.67,2.05,1.36,1.77,2.9,2.19,1.36,2.88,2.88,1.44,2,1,1,0,0,0,2,-1,0,75,0,19307,2,1,1,2,3,3,3,6,2,1,1,2,3,3,1,20,24,66,111,0.91,1.29,2.2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,12,18,1,9,16,1,8,9,75,100,50,75,1.17,0.33,2.0,0.0,1.25,1.4,25,0,1.57,0.91,2.48,9,True,True,False,False,False,False,True,3.45,3.04,2.41,,,1.28,3.24,1.91,1.69,2.23,2.86,1.45,1.38,3.16,,
Brasileirão_Série_A_2026,2026,7,Palmeiras,Botafogo,2026-03-18 22:00:00,2,1,3,6,1,7,1,3,0,1,6,3,13,3,19,6,12,12,52,48,Allianz Parque,"Rua Turiaçu 1840, Perdizes, São Paulo, São Paulo",1,5,1.55,4.26,6.89,1.21,1.8,2.9,1.8,1.91,1.42,1.6,2.88,2.06,1.33,2.6,3.04,1.44,3,1,0,1,1,2,1,619,0,59,0,-1,2,1,3,1,3,0,4,3,0,1,1,3,1,4,1,35,37,80,85,1.87,0.87,2.73,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,25,16,1,13,13,1,5,13,59,59,59,75,3.0,1.0,3.0,0.0,2.17,0.75,42,42,1.59,0.81,2.4,9,True,True,True,False,False,False,True,4.17,1.54,6.75,,,1.26,3.04,1.83,1.91,1.94,2.74,1.48,1.36,3.31,,
Brasileirão_Série_A_2026,2026,7,Bahia,Bragantino,2026-03-18 22:00:00,2,0,2,7,7,14,3,1,0,0,9,3,6,12,15,15,14,14,57,43,Arena Fonte Nova,"Rua Lions Club, Nazaré, Salvador, Bahia",3,1,1.85,3.6,4.2,1.31,1.92,3.31,1.73,2.04,1.37,1.89,2.68,2.05,1.4,2.95,3.0,1.42,2,2,0,0,0,0,2,626,0,67,0,-1,2,1,4,0,3,7,4,10,0,0,3,1,0,4,1,46,42,97,86,1.91,1.46,3.37,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,13,15,1,16,15,1,8,5,0,84,25,67,1.6,1.4,1.0,1.33,2.2,1.33,100,17,1.68,2.06,3.74,10,True,True,False,False,False,False,False,3.81,1.68,5.62,1.70,2.12,1.33,3.45,2.00,1.97,1.88,3.02,1.41,1.41,3.04,,
Brasileirão_Série_A_2026,2026,7,Atlético PR,Cruzeiro,2026-03-18 22:30:00,2,1,3,4,6,10,2,3,0,0,4,2,4,9,8,11,26,18,48,52,,,2,3,2.05,3.05,3.15,1.32,2.08,3.54,1.8,1.91,1.31,1.62,2.83,2.15,1.43,2.9,2.62,1.35,3,2,0,0,1,1,2,622,0,42,0,-1,2,1,2,4,2,2,6,4,1,2,1,1,3,2,1,31,17,93,91,1.02,0.97,1.99,1,0,1,0,0,0,1,1,2,0,0,1,0,0,1,20,13,1,19,26,1,9,10,59,75,42,84,2.4,0.2,1.5,0.33,1.4,0.5,42,25,1.6,1.36,2.96,10,True,True,True,False,False,False,True,3.26,2.19,3.70,,,1.39,4.08,2.25,1.93,1.92,3.31,1.36,1.46,2.80,,
Brasileirão_Série_A_2026,2026,7,Mirassol,Coritiba,2026-03-18 23:00:00,0,1,1,7,2,9,2,2,0,0,6,4,15,10,21,14,9,12,69,31,Estádio José Maria de Campos Maia,"Avenida Lauro Luchesi 2650, Centro, Mirassol, São Paulo",2,2,1.65,3.85,5.6,1.32,2.0,3.5,1.96,1.75,1.28,1.58,2.95,2.22,1.4,2.85,2.73,1.37,1,0,0,0,1,1,0,627,0,84,0,-1,2,1,2,0,5,2,2,7,1,0,1,2,1,3,1,80,40,143,52,2.32,1.44,3.77,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,20,11,1,11,8,1,8,14,84,100,67,100,0.83,2.0,1.67,2.33,1.2,1.67,17,0,1.97,1.0,2.97,10,True,False,False,False,False,False,False,3.63,1.68,6.06,,,1.38,3.94,2.20,2.09,1.79,3.19,1.38,1.44,2.90,,
Brasileirão_Série_A_2026,2026,7,Atlético Mineiro,São Paulo,2026-03-18 23:00:00,1,0,1,4,1,5,1,1,0,0,4,3,9,9,13,12,16,17,29,71,,,1,1,2.42,3.0,3.12,1.42,2.25,4.0,1.88,1.82,1.48,1.68,2.7,2.06,1.42,3.22,2.62,1.3,1,0,0,1,0,1,0,620,0,67,0,36830,2,1,3,1,1,0,4,1,0,0,1,1,0,2,1,31,50,64,126,1.32,1.34,2.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,25,1,17,16,1,8,6,50,67,34,84,2.2,1.33,1.67,2.33,0.83,2.67,50,33,1.34,0.82,2.16,11,True,False,False,False,False,False,False,3.08,2.38,3.47,1.72,2.07,1.41,4.31,2.34,1.95,1.90,3.44,1.34,1.49,2.71,1.48,2.50
Brasileirão_Série_A_2026,2026,7,Santos,Internacional,2026-03-19 00:30:00,1,2,3,3,8,11,4,3,0,0,2,6,9,11,11,17,5,10,61,39,Estádio Urbano Caldeira,"Rue Princesa Isabel 77, Vila Belmiro, Santos, São Paulo",4,3,2.3,3.18,2.9,1.23,1.85,2.8,1.62,2.15,1.36,1.66,2.72,2.09,1.3,2.62,2.65,1.44,3,0,0,1,2,3,0,630,0,84,0,-1,2,1,0,4,3,4,4,7,1,0,3,3,1,6,1,60,42,101,94,1.27,1.8,3.07,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,14,23,1,11,6,1,5,9,17,84,50,100,1.83,1.6,1.67,0.67,1.0,0.33,84,17,1.12,1.66,2.78,11,True,True,True,False,False,False,True,3.32,2.14,3.78,1.70,2.09,1.28,3.26,1.94,1.72,2.18,,,,,,
Brasileirão_Série_A_2026,2026,7,Vasco da Gama,Fluminense,2026-03-19 00:30:00,3,2,5,5,5,10,2,0,0,0,6,5,10,9,16,14,8,8,52,48,,,2,0,3.88,3.1,2.15,1.4,2.2,4.2,1.88,1.83,1.45,1.93,2.56,1.98,1.4,3.15,2.7,1.31,5,0,1,3,1,4,1,625,0,67,0,-1,2,1,1,2,4,3,3,7,1,0,1,0,1,1,1,56,27,108,88,1.84,1.43,3.27,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,13,16,1,10,9,1,5,13,33,84,17,84,1.67,1.0,1.33,1.33,0.83,2.17,67,17,2.59,1.75,4.34,10,True,True,True,True,True,False,True,3.24,3.67,2.21,,,1.44,4.44,2.39,2.03,1.83,,,,,,
Brasileirão_Série_A_2026,2026,7,Grêmio,Vitória,2026-03-19 22:00:00,2,0,2,4,5,9,1,3,0,0,4,1,10,7,14,8,14,17,43,57,Arena do Grêmio,"Bairro Humaitá, Porto Alegre, Rio Grande do Sul",1,3,1.83,3.3,4.5,1.27,2.02,3.3,1.83,1.95,1.52,1.87,2.39,1.87,1.4,2.85,2.73,1.37,2,1,0,1,0,1,1,616,0,100,0,20206,2,1,4,2,0,3,6,3,0,0,1,3,0,4,1,39,41,91,98,1.45,0.88,2.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,12,1,17,15,1,6,5,59,100,67,84,2.2,0.4,2.33,0.5,1.33,1.4,42,0,1.74,0.83,2.57,10,True,True,False,False,False,False,False,3.45,1.85,4.94,,,1.39,3.93,2.19,2.01,1.85,3.23,1.37,1.45,2.85,,
Brasileirão_Série_A_2026,2026,7,Flamengo,Remo,2026-03-19 23:00:00,3,0,3,7,2,9,2,2,0,0,3,1,8,6,11,7,14,10,65,35,,,2,2,1.08,7.0,17.0,1.11,1.4,2.14,2.18,1.62,1.29,1.51,3.15,2.48,1.22,2.05,3.98,1.72,3,1,0,2,0,2,1,612,0,42,0,62075,2,1,3,2,4,0,5,4,1,1,1,1,2,2,1,56,32,152,88,1.33,0.75,2.08,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,16,9,1,11,14,1,7,5,17,84,17,84,2.5,0.33,2.0,0.33,2.0,0.5,84,17,1.81,1.38,3.19,9,True,True,True,False,False,False,False,8.55,1.14,21.67,1.48,2.52,1.13,2.12,1.43,2.37,1.61,,,,,,
Brasileirão_Série_A_2026,2026,7,Chapecoense,Corinthians,2026-03-20 00:30:00,0,0,0,6,4,10,3,4,0,0,4,4,10,9,14,13,16,11,36,64,Arena Condá,"Rua Clevelândia, Bairro Centro, Chapecó, Santa Catarina",3,4,3.34,3.2,2.2,1.34,2.25,4.0,1.99,1.85,1.37,1.8,2.83,2.15,1.4,2.88,2.47,1.31,0,0,0,0,0,0,0,-1,0,84,0,-1,2,1,0,0,6,4,0,10,2,3,1,1,5,2,1,29,47,61,116,1.37,1.45,2.82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,22,1,11,18,1,11,8,34,84,67,100,1.17,1.2,1.67,1.67,1.2,1.33,67,17,1.35,0.68,2.03,9,False,False,False,False,False,False,False,3.14,3.47,2.35,,,1.40,4.24,2.32,1.93,1.92,,,,,,
Brasileirão_Série_A_2026,2026,8,Bragantino,Botafogo,2026-03-21 19:00:00,1,2,3,11,6,17,2,3,0,0,6,3,12,5,18,8,10,8,59,41,,,2,3,1.92,3.45,3.93,1.34,2.05,3.3,1.84,1.98,1.47,2.06,2.5,1.95,1.42,2.88,2.65,1.36,3,1,1,0,1,1,2,615,0,67,0,-1,2,1,3,1,8,5,4,13,1,1,1,2,2,3,1,59,33,89,51,1.98,0.95,2.93,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,21,19,1,9,11,1,6,12,50,67,17,84,1.4,1.0,1.33,0.0,1.14,0.6,50,33,1.33,0.83,2.16,9,True,True,True,False,False,False,True,3.50,1.93,4.30,,,1.36,3.81,2.12,1.91,1.94,3.14,1.39,1.48,2.74,,
Brasileirão_Série_A_2026,2026,8,Fluminense,Atlético Mineiro,2026-03-21 21:30:00,1,0,1,3,2,5,5,5,0,0,4,5,10,9,14,14,17,14,56,44,,,5,5,1.53,3.6,5.75,1.34,2.31,3.9,1.99,1.74,1.49,1.79,2.5,1.95,1.47,3.0,2.5,1.3,1,1,0,0,0,0,1,617,0,50,0,-1,2,1,2,1,1,1,3,2,2,2,3,3,4,6,1,23,34,113,89,1.34,1.48,2.83,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,22,1,15,18,1,7,9,50,67,17,50,3.0,0.5,3.0,0.0,1.86,1.14,50,33,1.76,1.16,2.92,10,True,False,False,False,False,False,False,3.56,1.68,6.28,,,1.42,4.20,2.33,2.22,1.70,3.35,1.35,1.47,2.76,,
Brasileirão_Série_A_2026,2026,8,São Paulo,Palmeiras,2026-03-22 00:00:00,0,1,1,10,1,11,3,5,0,0,0,2,3,4,3,6,13,21,63,37,Morumbí,"Praca Roberto Gomes Pedrosa 1, Morumbi, São Paulo",3,5,2.72,2.9,2.82,1.4,2.04,4.0,1.85,1.85,1.42,1.7,2.85,2.25,1.51,3.1,2.39,1.32,1,0,1,0,0,0,1,619,0,67,0,54210,2,1,2,1,8,0,3,8,1,2,2,3,3,5,1,70,21,148,88,0.72,0.69,1.41,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,18,16,1,21,13,1,4,6,67,100,34,67,2.4,2.0,3.0,1.33,2.29,2.29,34,0,1.63,1.25,2.88,10,True,False,False,False,False,False,False,3.03,2.74,2.95,1.60,2.25,1.40,4.18,2.32,1.92,1.92,3.29,1.36,1.47,2.79,,
Brasileirão_Série_A_2026,2026,8,Atlético PR,Coritiba,2026-03-22 19:00:00,2,0,2,7,4,11,0,2,0,1,4,1,2,3,6,4,10,9,53,47,,,0,4,1.94,3.25,4.0,1.41,2.23,4.0,1.89,1.75,1.42,1.57,2.63,2.02,1.4,3.22,2.47,1.34,2,1,0,1,0,1,1,622,0,59,0,-1,2,1,6,0,1,4,6,5,0,1,0,2,1,2,1,40,21,93,60,0.96,0.48,1.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,20,1,10,11,1,4,2,59,71,59,88,2.4,2.0,2.0,2.5,1.67,1.86,42,29,1.41,1.11,2.52,10,True,True,False,False,False,False,False,3.21,1.99,4.54,,,1.43,4.36,2.36,2.05,1.81,3.45,1.33,1.50,2.68,,
Brasileirão_Série_A_2026,2026,8,Remo,Bahia,2026-03-22 19:00:00,4,1,5,5,9,14,2,0,0,0,10,3,6,8,16,11,13,10,38,62,Estádio Estadual Jornalista Edgar Augusto Proença,"Rodovia Augusto Montenegro 3101, Mangueirão, Belém, Pará",2,0,3.3,3.15,2.2,1.22,1.85,3.35,1.65,2.11,1.34,1.75,3.0,2.26,1.4,2.8,2.73,1.43,5,1,1,3,0,3,2,2594,0,50,0,-1,2,1,3,5,2,4,8,6,1,0,1,0,1,1,1,28,47,70,96,1.91,1.25,3.16,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,16,20,1,10,14,1,10,3,33,67,50,100,1.2,2.4,0.67,3.0,0.43,2.33,67,34,1.41,0.95,2.36,10,True,True,True,True,True,False,True,3.25,3.00,2.55,,,1.33,3.60,2.06,1.80,2.07,3.06,1.40,1.42,2.99,,
Brasileirão_Série_A_2026,2026,8,Cruzeiro,Santos,2026-03-22 19:00:00,0,0,0,6,0,6,0,2,0,0,3,1,5,4,8,5,19,14,60,40,Estádio Governador Magalhães Pinto,"Avenida Antonio Abrahão Carã 1001, Pampulhas, Belo Horizonte, Minas Gerais",0,2,1.73,3.75,5.0,1.3,1.95,3.18,1.79,1.88,1.33,1.64,3.16,2.39,1.4,2.75,2.77,1.39,0,0,0,0,0,0,0,-1,0,100,0,43252,2,1,1,0,5,0,1,5,0,1,0,1,1,1,1,41,19,112,80,1.03,0.54,1.56,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,26,22,1,16,18,1,7,10,84,100,50,100,1.2,0.4,0.67,0.33,0.43,0.86,17,0,1.58,1.71,3.29,10,False,False,False,False,False,False,False,3.73,1.70,5.55,1.52,2.43,1.35,3.69,2.08,2.06,1.81,3.07,1.40,1.42,2.99,,
Brasileirão_Série_A_2026,2026,8,Vasco da Gama,Grêmio,2026-03-22 19:00:00,2,1,3,0,2,2,3,1,0,0,5,3,5,6,10,9,9,3,37,63,Estádio Club de Regatas Vasco da Gama,"Rua Gal Almério de Moura 131, Bairro Vasco da Gama, Rio de Janeiro, Rio de Janeiro",3,1,1.94,3.39,4.0,1.3,1.91,3.25,1.72,2.0,1.47,1.8,2.48,1.94,1.39,2.8,2.77,1.41,3,2,1,0,0,0,3,625,0,71,0,20650,2,1,0,0,0,2,0,2,1,0,2,1,1,3,1,51,48,93,121,1.35,1.14,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,18,27,1,4,11,1,6,11,42,88,17,71,1.67,0.33,1.75,0.33,1.14,1.57,59,13,2.4,1.04,3.44,11,True,True,True,False,False,False,True,3.41,1.90,4.63,1.72,2.05,1.28,3.21,1.92,1.76,2.13,,,,,1.46,2.56
Brasileirão_Série_A_2026,2026,8,Internacional,Chapecoense,2026-03-22 21:30:00,2,0,2,4,4,8,2,2,0,1,7,0,7,10,14,10,15,6,48,52,,,2,3,1.39,5.0,5.8,1.2,1.62,2.57,1.85,1.85,1.28,1.6,3.22,2.44,1.26,2.31,3.34,1.57,2,1,0,1,0,1,1,630,0,42,0,16783,2,1,2,1,2,3,3,5,0,0,2,3,0,5,1,43,41,102,94,1.69,0.94,2.62,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,10,26,1,8,16,1,9,9,17,67,17,50,0.83,0.33,0.0,0.5,0.71,1.17,84,34,2.0,0.63,2.63,9,True,True,False,False,False,False,False,4.92,1.41,7.97,1.48,2.49,1.23,2.75,1.69,2.00,1.85,,,,,,
Brasileirão_Série_A_2026,2026,8,Vitória,Mirassol,2026-03-22 21:30:00,1,0,1,4,5,9,3,3,0,0,6,3,7,11,13,14,15,8,40,60,Estádio Manoel Barradas,"Rua Artêmio Castro Valente 1, Bairro Nossa Senhora da Vitória, Salvador, Bahia",3,3,2.6,3.1,2.79,1.42,2.07,4.33,1.95,1.82,1.44,1.7,2.6,2.0,1.48,3.15,2.47,1.34,1,1,0,0,0,0,1,610,0,42,0,-1,2,1,1,1,3,4,2,7,1,1,2,2,2,4,1,40,67,93,100,1.53,1.58,3.11,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,22,27,1,8,18,1,9,4,42,75,42,84,2.4,0.25,2.0,0.5,1.17,1.0,59,25,1.42,1.2,2.62,10,True,False,False,False,False,False,False,3.08,2.70,2.95,1.84,1.95,1.45,4.53,2.44,2.02,1.85,3.45,1.33,1.51,2.67,1.48,2.52
Brasileirão_Série_A_2026,2026,8,Corinthians,Flamengo,2026-03-22 23:30:00,1,1,2,6,2,8,2,3,0,1,2,2,11,8,13,10,21,13,54,46,Arena Corinthians,"Avenida Miguel Inácio Curi, 111, Vila Carmosina, Itaquera, São Paulo, São Paulo",2,5,3.25,3.12,2.36,1.48,2.35,4.75,1.97,1.7,1.57,1.91,2.28,1.81,1.54,3.4,2.36,1.27,2,1,1,0,0,0,2,-1,0,50,0,-1,2,1,3,1,3,1,4,4,0,2,2,2,2,4,1,8,2,120,74,1.04,0.8,1.83,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,18,16,1,13,21,1,7,7,67,100,50,67,0.8,1.4,1.0,2.0,1.29,2.17,34,0,1.36,1.46,2.82,9,True,True,False,False,False,False,True,3.10,3.49,2.36,2.01,1.79,1.51,5.07,2.60,2.13,1.76,,,,,1.61,2.25
Brasileirão_Série_A_2026,2026,5,Atlético PR,Botafogo,2026-03-29 22:30:00,4,1,5,1,8,9,2,3,0,0,8,3,3,9,11,12,13,11,46,54,,,2,3,2.0,3.4,3.84,1.31,2.1,3.8,1.85,1.83,1.44,1.69,2.7,2.02,1.4,2.9,2.7,1.36,5,2,1,2,0,2,3,622,0,63,0,22625,2,1,1,2,0,6,3,6,1,1,1,2,2,3,1,24,27,90,95,1.44,1.17,2.61,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,15,20,1,13,15,1,11,4,63,75,50,88,2.4,1.0,2.25,0.75,1.86,1.0,38,25,1.3,0.86,2.16,9,True,True,True,True,True,False,True,3.28,2.05,4.12,,,1.40,4.15,2.27,,,3.36,1.35,1.47,2.77,,
Brasileirão_Série_A_2026,2026,9,Botafogo,Mirassol,2026-04-01 22:30:00,3,2,5,2,8,10,3,3,0,0,5,4,6,15,11,19,14,14,35,65,Estádio Nilton Santos,"Rua Arquias Cordeiro, Engenho de Dentro, Rio de Janeiro",3,3,2.18,3.4,3.1,1.34,2.08,3.44,1.9,1.91,1.46,1.8,2.43,1.97,1.39,2.8,2.77,1.36,5,2,1,1,1,2,3,615,0,17,0,6781,2,1,1,1,1,7,2,8,0,2,3,1,2,4,1,23,64,59,141,1.21,1.95,3.16,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,14,17,1,13,14,1,12,2,67,67,42,75,2.0,0.25,1.5,0.33,0.86,0.86,34,34,0.95,1.32,2.27,9,True,True,True,True,True,False,True,3.34,2.41,3.14,1.87,1.93,1.36,3.96,2.17,,,3.22,1.37,1.45,2.87,1.50,2.48
Brasileirão_Série_A_2026,2026,9,Internacional,São Paulo,2026-04-01 22:30:00,1,1,2,2,11,13,1,1,0,0,4,3,2,12,6,15,18,15,34,66,,,1,1,2.1,3.0,3.2,1.37,2.11,3.65,1.8,1.94,1.43,1.78,2.56,2.0,1.43,2.94,2.93,1.35,2,1,0,0,1,1,1,-1,0,38,0,14780,2,1,2,6,0,5,8,5,0,0,1,1,0,2,1,27,60,73,125,0.86,1.6,2.46,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,13,13,1,15,18,1,10,5,25,50,13,75,0.83,1.33,0.75,1.75,1.0,2.0,75,50,1.93,0.95,2.88,11,True,True,False,False,False,False,True,3.21,2.23,3.66,1.79,2.00,1.39,4.23,2.29,,,,,,,1.48,2.55
Brasileirão_Série_A_2026,2026,9,Bahia,Atlético PR,2026-04-01 23:00:00,3,0,3,3,1,4,2,2,0,0,5,4,2,8,7,12,15,19,52,48,Arena Fonte Nova,"Rua Lions Club, Nazaré, Salvador, Bahia",2,2,1.9,3.2,3.85,1.35,2.07,3.73,1.97,1.81,1.4,1.86,2.73,2.08,1.41,3.05,2.69,1.33,3,2,0,1,0,1,2,626,0,67,0,29316,2,1,2,1,1,0,3,1,2,1,0,1,3,1,1,27,48,78,103,1.0,1.39,2.39,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,12,20,1,19,15,1,11,1,17,84,50,100,1.6,0.8,1.67,1.33,2.0,2.0,84,17,1.76,1.04,2.8,10,True,True,True,False,False,False,False,3.71,1.79,4.81,1.68,2.12,,,,,,3.11,1.39,1.44,2.91,,
Brasileirão_Série_A_2026,2026,9,Cruzeiro,Vitória,2026-04-01 23:00:00,3,0,3,5,6,11,1,3,0,0,6,1,5,3,11,4,15,12,59,41,Estádio Governador Magalhães Pinto,"Avenida Antonio Abrahão Carã 1001, Pampulhas, Belo Horizonte, Minas Gerais",1,3,1.45,3.7,5.7,1.36,2.02,3.38,2.0,1.68,1.38,1.82,2.8,2.13,1.38,3.17,2.69,1.38,3,3,0,0,0,0,3,613,0,71,0,23907,2,1,5,3,0,3,8,3,0,1,1,2,1,3,1,56,45,114,80,1.53,0.66,2.19,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,15,17,1,12,15,1,2,6,42,88,46,88,1.2,0.4,0.75,0.33,0.5,1.43,59,13,1.44,0.85,2.29,10,True,True,True,False,False,False,False,4.13,1.53,7.23,1.65,2.18,1.33,3.57,2.01,,,3.00,1.41,1.40,3.05,,
Brasileirão_Série_A_2026,2026,9,Coritiba,Vasco da Gama,2026-04-01 23:30:00,1,1,2,3,4,7,2,1,0,0,4,2,14,9,18,11,11,11,65,35,Estádio Major Antônio Couto Pereira,"Rua Ubaldino do Amaral 37, Bairro Alto da Glória, Curitiba, Paraná",2,1,2.73,3.05,2.88,1.41,2.4,4.35,1.88,1.71,1.51,1.84,2.47,1.9,1.52,3.42,2.36,1.26,2,0,1,1,0,1,1,-1,0,50,0,27224,2,1,1,3,2,1,4,3,0,0,2,1,0,3,1,44,29,120,75,1.74,1.05,2.79,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,21,10,1,11,11,1,5,9,50,50,34,67,1.0,0.6,1.0,0.33,1.63,1.38,50,50,1.07,1.43,2.5,10,True,True,False,False,False,False,True,2.96,2.84,2.90,1.91,1.89,1.53,5.08,2.65,,,3.42,1.34,1.56,2.53,1.51,2.45
Brasileirão_Série_A_2026,2026,9,Fluminense,Corinthians,2026-04-02 00:30:00,3,1,4,8,10,18,1,5,0,1,10,4,10,8,20,12,10,13,61,39,,,1,6,1.77,3.4,4.92,1.4,2.2,4.2,2.08,1.67,1.52,2.13,2.02,1.62,1.44,2.88,2.5,1.31,4,2,0,1,1,2,2,617,0,50,0,24701,2,1,3,2,5,8,5,13,0,1,1,5,1,6,1,49,32,74,84,2.31,1.27,3.58,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,9,1,13,10,1,4,6,25,50,25,63,3.0,1.2,3.0,1.5,2.0,1.25,75,50,1.65,0.87,2.52,10,True,True,True,True,False,False,True,3.35,1.85,5.13,2.15,1.67,1.42,4.49,2.36,,,3.42,1.34,1.50,2.70,1.70,2.12
Brasileirão_Série_A_2026,2026,9,Santos,Remo,2026-04-02 22:00:00,2,0,2,7,4,11,4,2,0,0,3,4,4,7,7,11,17,14,58,42,Estádio Urbano Caldeira,"Rue Princesa Isabel 77, Vila Belmiro, Santos, São Paulo",4,2,1.65,3.9,5.25,1.32,1.97,3.12,1.87,1.8,1.29,1.51,3.2,2.42,1.38,2.77,2.9,1.42,2,1,0,1,0,1,1,611,0,63,0,-1,2,1,3,4,4,0,7,4,1,1,3,1,2,4,1,52,37,99,98,1.04,1.25,2.29,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,18,23,1,14,17,1,7,4,50,88,38,75,1.83,0.33,1.25,0.25,0.88,0.75,50,13,1.16,1.22,2.38,11,True,True,False,False,False,False,False,3.74,1.66,5.97,1.48,2.55,1.35,3.69,2.07,,,3.05,1.40,1.41,2.99,,
