season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,league,date
2024-2025,6,0,3,3,4,5,9,2,0,0,0,3,8,2,3,5,11,10,10,33,67,Estádio do Bessa Século XXI (Porto),,2,0,11.0,5.6,1.23,1.22,1.95,2.88,2.25,1.57,1.4,1.66,2.63,2.04,1.33,2.5,3.25,1.5,3,0,2,0,1,1,2,1727118900,78,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,1,32,61,73,110,0.77,1.7,2.47,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,12,19,-1,-1,-1,1,7,5,0,50,0,50,Boavista FC,Benfica,0.35,2.12,0.5,0.5,1.0,2.0,100,50,1.15,1.37,2.52,34,True,True,True,False,False,False,False,,6.91,88%,20%,Liga_Portugal,2024-09-23 19:15:00
2024-2025,7,0,0,0,8,4,12,1,4,0,0,5,4,3,5,8,9,12,22,68,32,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,1,4,1.6,3.7,5.3,1.27,1.94,3.14,1.95,1.8,1.41,1.71,2.6,1.97,1.4,3.0,2.75,1.36,0,0,0,0,0,0,0,1727620200,-1,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,3,2,3,1,73,32,113,68,1.39,1.08,2.47,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,27,26,-1,-1,-1,1,6,10,0,50,0,100,Famalicão,CD Nacional,1.65,0.59,2.33,0.33,1.83,0.67,100,50,1.01,1.08,2.09,34,False,False,False,False,False,False,False,,6.55,32%,19%,Liga_Portugal,2024-09-29 14:30:00
2024-2025,7,0,0,0,6,3,9,4,2,0,0,2,3,9,6,11,9,15,11,61,39,Estádio Clube Desportivo das Aves (Vila das Aves),,4,2,1.95,3.7,3.7,1.25,1.83,3.3,1.75,2.0,1.25,1.42,3.4,2.55,1.4,2.75,2.75,1.4,0,0,0,0,0,0,0,1727723700,-1,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,3,1,60,20,116,83,1.28,0.93,2.21,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,30,22,-1,-1,-1,1,4,13,17,50,0,50,AVS,Farense,0.88,0.94,2.33,0.0,1.17,0.0,84,50,1.13,1.1,2.23,34,False,False,False,False,False,False,False,,,,,Liga_Portugal,2024-09-30 19:15:00
2024-2025,7,4,0,4,8,2,10,2,2,0,1,7,0,11,3,18,3,17,7,57,43,Estádio Do Dragão (Porto),,2,3,1.11,7.5,16.0,1.16,1.5,2.15,2.2,1.62,1.4,1.64,2.65,2.08,1.25,2.2,3.75,1.62,4,0,0,4,0,4,0,1727629200,82,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,3,1,0,4,1,1,75,20,119,55,2.17,0.34,2.51,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,17,11,-1,-1,-1,1,6,17,50,67,33,84,Porto,FC Arouca,2.47,1.0,3.0,1.0,2.5,1.0,50,34,2.25,1.02,3.27,34,True,True,True,True,False,False,False,,5.75,33%,0%,Liga_Portugal,2024-09-29 17:00:00
2024-2025,7,1,0,1,3,0,3,4,3,0,0,4,2,8,2,12,4,11,9,57,43,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",4,3,1.61,3.67,5.8,1.33,2.12,3.6,2.2,1.62,1.62,2.0,2.1,1.68,1.44,3.25,2.63,1.33,1,1,0,0,0,0,1,1727638200,1028,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,1,2,4,3,1,44,15,92,92,1.36,0.52,1.88,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,1,26,24,-1,-1,-1,1,3,12,33,50,50,67,Santa Clara,Boavista FC,1.88,1.06,2.0,1.33,2.0,0.83,67,50,0.98,0.83,1.81,34,True,False,False,False,False,False,False,,9.22,94%,75%,Liga_Portugal,2024-09-29 19:30:00
2024-2025,7,2,1,3,2,7,9,3,3,0,0,3,2,1,9,4,11,27,20,37,63,Estádio José Gomes (Amadora),,3,3,2.6,3.25,2.45,1.45,2.12,4.5,2.0,1.8,1.53,1.87,2.28,1.8,1.49,3.4,2.5,1.28,3,2,0,0,1,1,2,1727533800,15804,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,3,0,6,1,27,37,79,99,0.67,1.11,1.78,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,1,16,27,-1,-1,-1,1,10,1,84,84,17,84,Estrela Amadora,Moreirense FC,1.12,0.82,0.33,1.0,0.33,1.33,17,17,1.2,1.13,2.33,34,True,True,True,False,False,False,True,,6.91,47%,0%,Liga_Portugal,2024-09-28 14:30:00
2024-2025,7,0,3,3,1,14,15,2,0,0,0,1,4,4,8,5,12,13,8,30,70,Estádio António Coimbra da Mota (Estoril),,2,0,13.5,7.2,1.19,1.11,1.42,2.1,2.05,1.7,1.49,1.8,2.38,1.86,1.22,2.1,4.0,1.67,3,0,2,0,1,1,2,1727464500,114,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,1,15,78,54,138,0.5,1.61,2.11,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,9,12,-1,-1,-1,1,12,4,67,67,50,84,GD Estoril Praia,Sporting CP,1.47,2.24,1.33,3.0,1.0,3.0,34,34,0.85,1.91,2.76,34,True,True,True,False,False,False,False,,14.97,72%,20%,Liga_Portugal,2024-09-27 19:15:00
2024-2025,7,4,0,4,4,5,9,0,2,0,0,9,4,8,6,17,10,13,10,53,47,Estádio Municipal de Braga (Braga),,0,2,1.43,4.56,6.69,1.2,1.69,2.75,1.95,1.8,1.34,1.56,2.88,2.23,1.33,2.5,3.25,1.5,4,2,0,2,0,2,2,1727638200,172,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,43,38,88,74,2.01,1.19,3.2,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,18,14,-1,-1,-1,1,9,13,33,84,34,50,Sporting Braga,Rio Ave FC,1.88,0.71,1.33,0.0,1.83,1.17,67,17,1.4,0.62,2.02,34,True,True,True,True,False,False,False,,0.47,54%,0%,Liga_Portugal,2024-09-29 19:30:00
2024-2025,7,5,1,6,11,2,13,1,2,0,0,6,2,8,5,14,7,10,6,50,50,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",1,2,1.14,6.75,14.0,1.14,1.42,2.12,2.05,1.7,1.41,1.66,2.63,2.02,1.22,2.1,4.0,1.67,6,2,1,3,0,3,3,1727551800,78,0,33,0,58965,-1,1,-1,-1,-1,-1,-1,-1,1,2,0,0,3,0,1,60,24,117,62,1.74,0.76,2.5,0,0,0,0,0,0,1,1,0,1,-1,-1,0,1,1,8,22,-1,-1,-1,1,10,10,50,67,17,67,Benfica,Gil Vicente,2.59,0.82,3.0,0.67,2.17,1.17,50,33,2.12,0.75,2.87,34,True,True,True,True,True,True,True,,14.97,49%,0%,Liga_Portugal,2024-09-28 19:30:00
2024-2025,7,1,1,2,7,9,16,2,0,0,0,2,4,7,7,9,11,13,9,37,63,Estádio Municipal de Rio Maior (Rio Maior),,2,0,4.1,3.35,1.79,1.42,2.35,4.33,2.0,1.73,1.3,1.52,3.05,2.3,1.5,3.3,2.4,1.28,2,1,0,0,1,1,1,1727542800,-1,0,17,0,2631,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,24,62,62,123,0.88,1.43,2.32,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,1,19,18,-1,-1,-1,1,18,6,17,50,0,33,Casa Pia,Vitória Guimarães,1.65,1.29,1.0,2.0,1.17,2.0,84,50,1.14,1.28,2.42,34,True,True,False,False,False,False,True,,5.7,66%,100%,Liga_Portugal,2024-09-28 17:00:00
2024-2025,8,1,0,1,5,4,9,4,3,0,0,1,2,8,4,9,6,16,11,50,50,Estádio de São Lúis (Faro),,4,3,2.55,3.55,2.38,1.29,1.73,3.3,1.8,1.95,1.44,1.72,2.5,1.96,1.44,3.0,2.63,1.36,1,0,0,1,0,1,0,1728225000,4866,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,4,1,0,0,0,0,0.92,0.66,1.58,0,1,0,0,0,1,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,17,84,Farense,GD Estoril Praia,0.65,1.24,0.0,0.67,0.14,0.86,50,50,1.07,0.76,1.83,34,True,False,False,False,False,False,False,,8.05,88%,40%,Liga_Portugal,2024-10-06 14:30:00
2024-2025,8,3,0,3,0,8,8,2,1,0,0,1,1,2,4,3,5,14,15,44,56,Estádio Cidade de Barcelos (Barcelos),,2,1,1.92,3.48,4.13,1.3,1.85,3.34,1.95,1.8,1.43,1.72,2.55,1.95,1.44,3.25,2.63,1.33,3,2,0,1,0,1,2,1728138600,183,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,1,0,0,0,0,0.38,0.77,1.15,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,50,17,50,Gil Vicente,Estrela Amadora,1.18,0.59,1.67,0.33,1.0,0.71,84,50,1.32,0.8,2.12,34,True,True,True,False,False,False,False,,11.3,97%,100%,Liga_Portugal,2024-10-05 14:30:00
2024-2025,8,1,1,2,11,7,18,4,3,0,0,7,3,5,2,12,5,18,13,46,54,Estádio do Rio Ave Futebol Clube (Vila do Conde),,4,3,2.6,3.3,2.6,1.36,1.9,4.5,1.95,1.8,1.47,1.77,2.4,1.89,1.5,3.5,2.5,1.29,2,0,0,1,1,2,0,1728069300,-1,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,4,1,36,48,97,113,1.52,0.89,2.41,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,1,22,23,-1,-1,-1,1,4,5,50,50,17,84,Rio Ave FC,Famalicão,1.53,1.12,2.33,1.33,1.0,1.71,50,50,1.28,0.95,2.23,34,True,True,False,False,False,False,True,,4.61,88%,40%,Liga_Portugal,2024-10-04 19:15:00
2024-2025,0,1,0,1,1,7,8,0,3,0,0,2,5,5,3,7,8,10,13,45,55,,,0,3,2.03,3.6,3.6,1.26,1.81,4.05,2.0,1.75,1.48,1.79,2.4,1.87,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,1728138600,174,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,1,2,1,1,0,0,0,0,0.74,1.24,1.99,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,50,50,Moreirense FC,Santa Clara,1.53,1.47,1.67,2.0,1.14,2.14,50,17,0.95,0.95,1.9,34,True,False,False,False,False,False,False,,8.01,93%,100%,Liga_Portugal,2024-10-05 14:30:00
2024-2025,8,2,0,2,5,3,8,1,2,0,0,4,3,9,2,13,5,9,10,80,20,Estádio José Alvalade (Lisboa),,1,2,1.14,9.65,13.75,1.07,1.4,2.01,2.25,1.57,1.47,1.76,2.4,1.9,1.2,2.0,4.33,1.73,2,1,0,1,0,1,1,1728156600,114,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,1,0,0,0,0,1.8,0.66,2.46,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,34,50,Sporting CP,Casa Pia,2.59,1.0,3.0,1.33,3.0,1.14,50,17,1.97,0.94,2.91,34,True,True,False,False,False,False,False,,10.36,80%,75%,Liga_Portugal,2024-10-05 19:30:00
2024-2025,8,2,2,4,6,5,11,5,5,0,0,2,3,5,3,7,6,14,16,54,46,,,5,5,1.44,4.0,6.4,1.26,1.89,3.08,2.05,1.7,1.38,1.63,2.7,2.08,1.36,2.75,3.0,1.4,4,1,0,1,2,3,1,1728225000,-1,0,29,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,3,3,2,5,5,1,0,0,0,0,0.93,0.81,1.74,0,2,0,2,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,46,29,71,Vitória Guimarães,Boavista FC,1.88,1.06,2.0,1.0,1.86,0.71,54,54,1.06,0.75,1.81,34,True,True,True,True,False,False,True,,7,93%,97%,Liga_Portugal,2024-10-06 14:30:00
2024-2025,8,0,2,2,4,11,15,2,4,0,0,1,7,0,5,1,12,12,9,33,67,Estádio da Madeira (Funchal (Ilha da Madeira)),,2,4,9.0,5.75,1.24,1.08,1.42,1.94,1.8,1.95,1.35,1.6,3.1,2.25,1.22,2.1,4.0,1.67,2,0,0,0,2,2,0,1734627600,78,0,34,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,2,3,3,1,19,47,51,68,0.28,1.58,1.86,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,1,22,28,1,8,10,1,10,2,33,84,33,67,CD Nacional,Benfica,1.41,2.12,1.67,1.83,0.92,2.46,67,17,1.23,1.56,2.79,34,True,True,False,False,False,False,False,,18.41,87%,40%,Liga_Portugal,2024-12-19 17:00:00
2024-2025,8,1,1,2,5,7,12,3,2,0,0,1,3,7,6,8,9,6,9,47,53,Estádio Municipal de Arouca (Arouca),,3,2,2.22,3.77,2.99,1.25,1.9,3.3,1.8,1.95,1.43,1.7,2.55,1.98,1.4,2.75,2.75,1.4,2,1,0,0,1,1,1,1728147600,-1,0,34,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,1,0,0,0,0,0.92,1.04,1.96,0,1,0,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,50,100,FC Arouca,AVS,1.24,0.71,1.0,0.0,0.86,1.14,34,34,0.72,0.84,1.56,34,True,True,False,False,False,False,True,,9.22,79%,40%,Liga_Portugal,2024-10-05 17:00:00
2024-2025,8,2,1,3,1,5,6,2,2,0,0,1,2,3,10,4,12,14,6,45,55,Estádio Do Dragão (Porto),,2,2,1.64,4.01,4.85,1.16,1.65,2.45,1.7,2.05,1.4,1.68,2.63,2.02,1.3,2.5,3.4,1.5,3,1,0,1,1,2,1,1728243000,82,0,13,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,1,0,0,0,0,0.57,1.3,1.87,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,67,13,42,Porto,Sporting Braga,2.47,2.0,3.0,2.33,2.57,2.0,46,34,2.23,1.38,3.61,34,True,True,True,False,False,False,True,,8.05,100%,100%,Liga_Portugal,2024-10-06 19:30:00
2024-2025,9,0,5,5,2,3,5,2,1,0,0,0,2,2,2,2,4,8,11,40,60,Estádio Clube Desportivo das Aves (Vila das Aves),,2,1,9.0,5.0,1.3,1.22,1.65,3.1,2.2,1.62,1.55,1.88,2.25,1.78,1.33,2.63,3.25,1.44,5,0,4,0,1,1,4,1730146500,82,0,13,0,-1,2,1,0,0,0,1,0,1,1,0,1,1,1,2,1,0,0,0,0,0.32,0.9,1.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,63,17,29,AVS,Porto,0.88,1.71,2.0,2.0,1.13,2.63,84,38,1.17,1.02,2.19,34,True,True,True,True,True,False,False,,,,,Liga_Portugal,2024-10-28 20:15:00
2024-2025,9,2,1,3,6,4,10,3,5,0,0,3,1,9,5,12,6,16,17,33,67,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",3,5,1.83,3.29,4.44,1.47,2.2,4.75,2.05,1.7,1.6,1.98,2.14,1.7,1.53,3.5,2.38,1.29,3,2,1,0,0,0,3,1729885500,1028,0,38,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,4,1,7,1,28,54,66,103,1.17,0.85,2.02,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,1,16,25,-1,-1,-1,1,6,9,38,63,38,75,Santa Clara,Gil Vicente,1.88,0.82,2.25,0.5,1.88,1.25,63,38,1.07,0.75,1.82,34,True,True,True,False,False,False,True,,8.86,99%,21%,Liga_Portugal,2024-10-25 19:45:00
2024-2025,9,4,1,5,6,9,15,4,2,0,0,5,4,5,7,10,11,19,14,34,66,Estádio António Coimbra da Mota (Estoril),,4,2,2.87,3.2,2.4,1.44,2.1,4.5,1.95,1.8,1.47,1.77,2.43,1.89,1.5,3.4,2.5,1.3,5,2,1,2,0,2,3,1729953000,164,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,3,1,33,45,70,100,1.22,1.31,2.53,0,1,0,0,0,1,1,1,0,0,-1,-1,0,0,1,18,14,-1,-1,-1,1,9,8,50,50,38,75,GD Estoril Praia,FC Arouca,1.47,1.0,1.0,0.75,0.75,0.88,50,50,0.76,0.85,1.61,34,True,True,True,True,True,False,True,,14.97,83%,75%,Liga_Portugal,2024-10-26 14:30:00
2024-2025,9,0,3,3,4,8,12,1,1,0,0,1,13,4,9,5,22,7,10,37,63,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,1,1,7.5,4.6,1.34,1.25,1.76,3.1,2.2,1.62,1.7,2.12,1.98,1.61,1.33,2.63,3.25,1.44,3,0,0,0,3,3,0,1729971000,114,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,28,67,60,120,0.59,2.78,3.37,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,24,-1,-1,-1,1,9,3,50,75,38,88,Famalicão,Sporting CP,1.65,2.24,2.0,3.0,1.63,3.0,50,25,1.1,1.83,2.93,34,True,True,True,False,False,False,False,,2.57,95%,70%,Liga_Portugal,2024-10-26 19:30:00
2024-2025,0,2,0,2,10,3,13,1,2,0,0,6,2,7,1,13,3,12,12,72,28,,,1,2,1.34,4.66,6.63,1.2,1.55,2.3,1.95,1.8,1.21,1.4,3.44,2.48,1.29,2.25,3.5,1.57,2,1,0,1,0,1,1,1730043000,172,0,38,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,1,86,20,158,58,1.88,0.48,2.36,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,21,24,-1,-1,-1,1,4,11,38,75,13,50,Sporting Braga,Farense,1.88,0.94,1.75,0.25,1.75,0.5,63,25,1.55,1.05,2.6,34,True,True,False,False,False,False,False,,5.37,74%,9%,Liga_Portugal,2024-10-27 15:30:00
2024-2025,9,2,2,4,3,4,7,2,3,0,0,2,3,5,4,7,7,17,17,39,61,Estádio José Gomes (Amadora),,2,3,4.57,3.41,1.81,1.42,2.23,4.33,2.05,1.7,1.38,1.62,2.7,2.1,1.5,3.4,2.5,1.3,4,1,1,1,1,2,2,1730061000,-1,0,38,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,2,1,4,1,31,57,66,104,0.81,1.07,1.89,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,1,28,27,-1,-1,-1,1,7,7,38,63,25,63,Estrela Amadora,Vitória Guimarães,1.12,1.29,1.0,1.75,0.63,1.75,63,38,1.07,1.32,2.39,34,True,True,True,True,False,False,True,,10.36,77%,20%,Liga_Portugal,2024-10-27 20:30:00
2024-2025,9,0,2,2,4,3,7,1,3,0,0,3,8,5,7,8,15,17,14,50,50,Estádio do Bessa Século XXI (Porto),,1,3,3.3,3.2,2.08,1.5,2.43,5.0,2.05,1.7,1.68,2.12,2.0,1.61,1.53,3.75,2.38,1.25,2,0,1,0,1,1,1,1729962000,174,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,2,1,43,28,128,76,1.05,1.71,2.75,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,27,20,-1,-1,-1,1,7,10,67,67,29,84,Boavista FC,Moreirense FC,0.35,0.82,0.33,0.75,0.75,1.38,34,34,1.02,1.13,2.15,34,True,True,False,False,False,False,False,,3.44,77%,20%,Liga_Portugal,2024-10-26 17:00:00
2024-2025,9,5,0,5,8,2,10,1,1,0,0,14,0,8,3,22,3,12,10,62,38,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",1,1,1.19,7.14,15.02,1.14,1.42,2.2,2.1,1.67,1.34,1.58,2.85,2.18,1.25,2.1,3.75,1.67,5,3,0,2,0,2,3,1730052000,78,0,38,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,1,90,17,132,50,3.01,0.32,3.33,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,1,25,23,-1,-1,-1,1,4,9,63,75,63,75,Benfica,Rio Ave FC,2.59,0.71,3.0,0.0,2.29,1.0,38,25,2.03,0.76,2.79,34,True,True,True,True,True,False,False,,12.66,80%,20%,Liga_Portugal,2024-10-27 18:00:00
2024-2025,9,1,0,1,7,7,14,3,3,1,0,5,6,7,13,12,19,17,12,43,57,Estádio Municipal de Rio Maior (Rio Maior),,5,3,2.1,3.3,3.6,1.36,2.25,3.75,1.95,1.8,1.44,1.73,2.5,1.94,1.44,3.25,2.63,1.33,1,1,0,0,0,0,1,1729878300,4810,0,38,0,1004,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,3,0,7,1,27,49,87,103,1.31,1.97,3.28,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,18,-1,-1,-1,1,17,5,13,50,0,63,Casa Pia,CD Nacional,1.65,0.59,1.0,0.5,1.0,0.71,88,50,1.07,1.08,2.15,34,True,False,False,False,False,False,False,,8.68,85%,26%,Liga_Portugal,2024-10-25 17:45:00
2024-2025,10,2,2,4,3,2,5,3,3,0,0,5,2,3,5,8,7,14,19,47,53,Estádio do Rio Ave Futebol Clube (Vila do Conde),,3,3,2.06,3.11,3.76,1.44,2.33,4.5,2.0,1.75,1.33,1.63,2.73,2.09,1.5,3.5,2.5,1.29,4,2,2,0,0,0,4,1730561400,-1,0,38,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,1,34,32,112,92,1.12,0.83,1.94,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,1,23,21,-1,-1,-1,1,11,8,25,63,0,63,Rio Ave FC,Casa Pia,1.53,1.0,2.0,1.0,0.89,1.22,75,38,1.34,0.87,2.21,34,True,True,True,True,False,False,True,,6.91,56%,0%,Liga_Portugal,2024-11-02 15:30:00
2024-2025,10,4,0,4,9,5,14,0,2,0,0,9,5,4,4,13,9,7,9,69,31,Estádio Do Dragão (Porto),,0,2,1.15,7.9,18.0,1.14,1.42,2.17,2.15,1.62,1.3,1.5,3.05,2.35,1.22,2.14,3.7,1.67,4,2,0,2,0,2,2,1730665800,82,0,33,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,61,34,128,63,1.9,1.16,3.07,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,20,8,-1,-1,-1,1,3,7,53,63,10,55,Porto,GD Estoril Praia,2.47,1.24,3.0,0.5,2.67,1.0,48,38,1.9,0.73,2.63,34,True,True,True,True,False,False,False,,5.75,64%,0%,Liga_Portugal,2024-11-03 20:30:00
2024-2025,10,5,1,6,12,2,14,0,4,0,0,8,6,5,3,13,9,14,15,64,36,Estádio José Alvalade (Lisboa),,0,4,1.11,11.0,21.0,1.07,1.28,1.85,2.38,1.53,1.41,1.66,2.63,2.02,1.17,1.8,5.0,1.91,6,3,1,2,0,2,4,1730492100,114,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,3,0,1,3,1,1,51,28,77,65,1.75,1.19,2.94,1,0,1,0,0,0,1,1,0,0,-1,-1,0,1,1,13,11,-1,-1,-1,1,9,10,38,75,38,63,Sporting CP,Estrela Amadora,2.59,0.59,3.0,0.25,3.0,0.67,63,25,1.93,0.8,2.73,34,True,True,True,True,True,True,True,,5.75,86%,20%,Liga_Portugal,2024-11-01 20:15:00
2024-2025,10,2,0,2,2,6,8,4,7,0,0,4,6,2,5,6,11,15,14,34,66,Estádio da Madeira (Funchal (Ilha da Madeira)),,4,7,3.3,3.2,2.25,1.45,2.2,4.75,2.0,1.75,1.7,2.1,2.05,1.62,1.5,3.5,2.5,1.29,2,2,0,0,0,0,2,1730751300,163,0,42,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,3,5,3,8,1,18,63,55,131,0.79,1.58,2.38,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,1,14,19,-1,-1,-1,1,12,5,59,88,42,59,CD Nacional,Santa Clara,1.41,1.47,1.0,1.5,0.63,2.0,42,13,1.09,1.02,2.11,34,True,True,False,False,False,False,False,,6.91,86%,20%,Liga_Portugal,2024-11-04 20:15:00
