season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_corners_over_85,date
2016-2017,20,0,0,0,2,7,9,4,3,0,0,2,4,3,5,5,9,21,16,50,50,SKODA Xanthi Arena,"Kimmeria Xanthis, Pigadia",4,3,4.35,3.18,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1486912500,-1,0,21,0,1959,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,3,0,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,48,32,58,Xanthi,PAOK,1.93,1.67,1.67,1.9,1.68,2.0,74,52,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 15:15:00
2016-2017,20,3,3,6,3,10,13,3,3,0,0,7,9,4,3,11,12,16,24,54,46,Dimotiko Stadio Perivolion,"Eleftherias, Perivolia",3,3,2.17,3.11,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,1,1,2,4,1486912500,-1,0,56,0,1458,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,2,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,73,17,67,Platanias,PAS Giannina,1.87,1.0,2.0,1.33,1.47,1.42,56,28,0.0,0.0,0.0,30,True,True,True,True,True,True,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 15:15:00
2016-2017,20,4,0,4,5,1,6,0,1,0,0,9,3,9,2,18,5,14,14,64,36,Stadio Apóstolos Nikolaidis,"Leoforos Alexandras, Ampelokipi, Athens",0,1,1.43,4.37,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,4,0,4,0,1486920600,960,0,45,0,4049,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,67,28,56,Panathinaikos,Panaitolikos,2.61,0.53,2.22,0.67,1.68,1.16,56,33,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 17:30:00
2016-2017,20,2,2,4,3,3,6,6,2,0,1,5,5,3,3,8,8,20,13,43,57,Kaftanzoglio Stadio,"Aghiou Dimitriou, Thessaloníki",6,3,6.0,3.59,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1487007000,-1,0,62,0,1118,-1,1,-1,-1,-1,-1,-1,-1,1,1,5,2,2,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,74,21,59,Iraklis,AEK Athens,1.13,1.5,0.8,1.0,0.68,1.53,58,27,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-13 17:30:00
2016-2017,21,2,1,3,2,3,5,2,3,0,1,5,3,3,3,8,6,8,22,47,53,Stadio Peristeriou,"93 Giannitson, Peristeri, Athens",2,4,2.45,2.99,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1487422800,1109,0,37,0,545,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,63,5,74,Atromitos,Xanthi,1.33,1.27,1.11,1.7,1.3,1.65,69,37,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 13:00:00
2016-2017,21,1,0,1,6,4,10,0,2,0,0,4,3,11,7,15,10,11,16,48,52,Stadio Zosimades,"18 Fotis Tzavella, Ioannina",0,2,1.61,3.58,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1487430900,1098,0,30,0,1813,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,55,20,50,PAS Giannina,Kerkyra,1.4,0.67,1.5,0.7,1.4,1.1,65,45,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 15:15:00
2016-2017,21,0,5,5,7,3,10,3,2,0,0,3,8,6,11,9,19,13,10,48,52,Stadio Theodoros Kolokotronis,"Liagora, Tripoli",3,2,4.25,3.04,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,0,1,1,4,1487439000,960,0,45,0,1825,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,60,25,65,Asteras Tripolis,Panathinaikos,1.27,1.28,1.6,1.2,1.0,1.75,75,40,0.0,0.0,0.0,30,True,True,True,True,True,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 17:30:00
2016-2017,21,1,0,1,4,3,7,4,0,0,1,6,3,4,4,10,7,12,11,59,41,Stadio Néas Smírnis,"1 Ioannou Chrisostomou, Néa Smírni, Athens",4,2,1.48,4.14,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1487509200,1110,0,28,0,2017,-1,1,-1,-1,-1,-1,-1,-1,0,1,4,0,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,78,22,67,Panionios,Iraklis,1.61,0.8,1.89,0.56,1.9,0.7,67,22,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 13:00:00
2016-2017,21,4,0,4,3,4,7,1,2,0,0,6,5,5,6,11,11,10,11,61,39,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",1,2,1.12,9.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1487517300,106,0,39,0,4979,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,33,67,PAOK,Veria,2.22,0.33,2.11,0.56,1.95,0.65,50,33,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 15:15:00
2016-2017,21,1,2,3,6,6,12,3,4,0,0,7,6,12,3,19,9,7,18,51,49,Stadio Panetolikou,"Nikitara, Agrinio",3,4,2.53,2.99,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1487517300,1105,0,35,0,1727,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,3,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,70,20,55,Panaitolikos,Platanias,1.53,0.93,1.6,1.0,1.1,1.45,55,30,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 15:15:00
2016-2017,21,1,0,1,5,3,8,5,5,0,1,5,3,3,3,8,6,19,19,50,50,Olympiako Stadio Spyros Louis,"37 Kifissias Avenue, Maroussi, Athens",5,6,2.93,3.08,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1487525400,1101,0,32,0,28046,-1,1,-1,-1,-1,-1,-1,-1,2,4,3,2,6,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,69,21,53,AEK Athens,Olympiakos Piraeus,2.11,1.8,2.0,2.22,1.5,2.55,59,32,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 17:30:00
2016-2017,21,2,1,3,9,5,14,5,5,1,1,5,5,4,3,9,8,18,20,49,51,AEL Arena,", Larissa",6,6,2.32,3.04,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1487611800,1106,0,30,0,1540,-1,1,-1,-1,-1,-1,-1,-1,1,2,5,4,3,9,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,65,15,65,Larissa,Levadiakos,1.53,0.4,1.3,0.2,0.85,0.7,60,35,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-20 17:30:00
2016-2017,22,3,0,3,4,3,7,3,2,0,0,7,4,3,9,10,13,21,16,51,49,Dimotiko Stadio Perivolion,"Eleftherias, Perivolia",3,2,1.91,3.3,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1488027600,1105,0,60,0,1561,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,35,75,Platanias,Asteras Tripolis,1.87,0.6,1.9,0.4,1.52,0.95,40,20,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 13:00:00
2016-2017,22,0,0,0,4,3,7,4,2,0,0,4,6,3,4,7,10,24,17,45,55,Stadio Kerkyras,"K. Georgaki, Corfu",4,2,2.65,2.98,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1488035700,-1,0,40,0,1039,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,1,2,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,75,40,70,Kerkyra,Panaitolikos,1.47,0.53,1.5,0.6,1.05,1.05,70,25,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 15:15:00
2016-2017,22,1,0,1,3,11,14,3,1,0,0,2,4,4,11,6,15,11,16,34,66,SKODA Xanthi Arena,"Kimmeria Xanthis, Pigadia",3,1,3.6,3.14,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1488043800,1099,0,28,0,1730,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,57,33,57,Xanthi,Panathinaikos,1.93,1.28,1.6,1.36,1.57,1.81,77,43,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 17:30:00
2016-2017,22,3,0,3,6,5,11,2,3,0,0,8,2,7,5,15,7,21,19,56,44,Olympiako Stadio Spyros Louis,"37 Kifissias Avenue, Maroussi, Athens",2,3,1.18,7.75,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1488114000,1101,0,44,0,5504,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,2,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,77,29,68,AEK Athens,Larissa,2.11,0.33,2.09,0.4,1.57,0.95,63,23,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 13:00:00
2016-2017,22,1,1,2,2,2,4,3,2,0,0,3,7,3,3,6,10,24,20,43,57,Kaftanzoglio Stadio,"Aghiou Dimitriou, Thessaloníki",3,2,9.21,4.45,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1488122100,-1,0,50,0,3382,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,59,27,55,Iraklis,PAOK,1.13,1.67,0.82,1.82,0.67,2.0,64,41,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 15:15:00
2016-2017,22,2,1,3,1,8,9,3,3,0,0,6,5,4,6,10,11,13,20,41,59,Stadio Levadias,"Agion Theodoron, Levadia",3,3,3.0,3.11,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1488122100,1108,0,65,0,820,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,2,3,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,30,70,Levadiakos,PAS Giannina,1.33,1.0,1.2,1.3,0.67,1.48,50,15,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 15:15:00
2016-2017,22,0,1,1,17,1,18,2,1,0,0,6,4,15,1,21,5,7,15,68,32,Stadio Georgios Karaiskáki,"Poseidonos Avenue, Faliro, Piraeus",2,1,1.31,5.9,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1488130200,1110,0,41,0,17843,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,82,32,73,Olympiakos Piraeus,Panionios,2.67,1.5,2.82,1.91,2.43,1.95,50,18,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 17:30:00
2016-2017,22,0,1,1,2,1,3,4,0,0,0,6,4,5,3,11,7,17,10,52,48,Stadio Verias,"34 Stadiou, Veria",4,0,3.6,3.07,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1488216600,1109,0,46,0,421,-1,1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,78,23,73,Veria,Atromitos,1.13,1.27,0.73,1.45,0.62,1.38,64,23,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-02-27 17:30:00
2016-2017,23,1,1,2,11,5,16,2,1,0,0,10,5,9,3,19,8,17,20,56,44,AEL Arena,", Larissa",2,1,2.68,3.03,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1488632400,-1,0,60,0,1536,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,78,23,69,Larissa,PAS Giannina,1.53,1.0,1.45,1.18,0.91,1.41,55,23,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-04 13:00:00
2016-2017,23,2,0,2,6,1,7,2,5,0,0,4,0,15,3,19,3,13,22,64,36,Stadio Panetolikou,"Nikitara, Agrinio",2,5,1.86,3.39,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1488640500,1103,0,32,0,2188,-1,1,-1,-1,-1,-1,-1,-1,1,4,1,1,5,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,73,14,73,Panaitolikos,Levadiakos,1.53,0.4,1.45,0.18,1.05,0.77,50,27,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-04 15:15:00
2016-2017,23,5,0,5,4,2,6,1,2,0,0,11,4,3,2,14,6,12,12,59,41,Stadio Apóstolos Nikolaidis,"Leoforos Alexandras, Ampelokipi, Athens",1,2,1.14,9.55,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,0,1,4,1488648600,960,0,35,0,4499,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,30,55,Panathinaikos,Veria,2.61,0.33,2.3,0.5,1.73,0.59,50,30,0.0,0.0,0.0,30,True,True,True,True,True,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-04 17:30:00
2016-2017,23,1,0,1,4,5,9,2,1,0,0,6,4,9,8,15,12,14,16,58,42,Stadio Peristeriou,"93 Giannitson, Peristeri, Athens",2,1,1.61,3.75,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1488718800,1109,0,30,0,608,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,65,15,70,Atromitos,Iraklis,1.33,0.8,1.3,0.5,1.45,0.68,65,35,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-05 13:00:00
2016-2017,23,1,0,1,4,4,8,2,4,0,0,3,9,4,2,7,11,14,23,43,57,SKODA Xanthi Arena,"Kimmeria Xanthis, Pigadia",2,4,1.85,3.21,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1488726900,1099,0,27,0,867,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,4,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,55,23,45,Xanthi,Platanias,1.93,0.93,1.73,1.18,1.64,1.59,69,46,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-05 15:15:00
2016-2017,23,1,2,3,5,3,8,3,3,0,0,4,6,13,5,17,11,21,15,53,47,Stadio Theodoros Kolokotronis,"Liagora, Tripoli",3,3,1.68,3.51,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,2,1,1488726900,1100,0,41,0,1296,-1,1,-1,-1,-1,-1,-1,-1,1,3,2,0,4,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,55,23,59,Asteras Tripolis,Kerkyra,1.27,0.67,1.45,0.64,0.91,1.05,64,46,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-05 15:15:00
2016-2017,23,2,0,2,3,9,12,5,2,0,0,7,2,6,8,13,10,23,19,48,52,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",5,2,2.75,3.09,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1488735000,106,0,30,0,26379,-1,1,-1,-1,-1,-1,-1,-1,2,2,3,0,4,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,60,30,65,PAOK,Olympiakos Piraeus,2.22,1.8,2.2,2.0,1.95,2.32,55,40,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-05 17:30:00
2016-2017,23,1,1,2,3,7,10,2,4,0,0,5,3,7,8,12,11,11,23,44,56,Stadio Néas Smírnis,"1 Ioannou Chrisostomou, Néa Smírni, Athens",2,4,3.16,2.97,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1488821400,-1,0,40,0,4979,-1,1,-1,-1,-1,-1,-1,-1,1,3,1,1,4,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,70,20,75,Panionios,AEK Athens,1.61,1.5,2.0,1.0,2.0,1.64,65,30,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-06 17:30:00
2016-2017,24,0,0,0,3,4,7,5,3,0,0,4,3,5,6,9,9,17,14,52,48,Stadio Zosimades,"18 Fotis Tzavella, Ioannina",5,3,1.93,3.24,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1489237200,-1,0,32,0,1741,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,2,3,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,64,23,60,PAS Giannina,Panaitolikos,1.4,0.53,1.64,0.64,1.39,1.13,64,36,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-11 13:00:00
2016-2017,24,1,0,1,7,2,9,1,5,0,1,9,2,10,2,19,4,11,14,54,46,Stadio Néas Smírnis,"1 Ioannou Chrisostomou, Néa Smírni, Athens",1,7,1.44,4.25,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1489245300,1110,0,46,0,1023,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,5,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,82,23,82,Panionios,Larissa,1.61,0.33,1.91,0.36,1.96,0.91,73,18,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2017-03-11 15:15:00
