season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_corners_over_85,date
2019-2020,1,1,0,1,4,7,11,1,3,0,0,4,3,3,6,7,9,6,5,46,54,Stadio Néas Smírnis (Athína (Athens)),,1,3,1.87,3.65,3.75,1.37,2.15,3.95,2.0,1.74,1.4,1.72,2.81,2.0,1.44,3.25,2.62,1.33,1,0,0,1,0,1,0,1591460100,1110,0,46,0,-1,1,1,2,3,2,4,5,6,0,1,1,2,1,3,1,40,47,92,126,1.02,1.13,2.16,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,62,12,62,Panionios,Volos NFC,1.19,0.53,1.0,0.69,0.65,1.04,58,39,1.33,1.05,2.38,33,True,False,False,False,False,False,False,Greece_Super_League,,2.01,69%,40%,,,,,,,,,,,,,,,,,2020-06-06 16:15:00
2019-2020,1,1,0,1,4,4,8,4,4,0,0,3,3,1,2,4,5,1,0,49,51,Xanthi FC Arena (Pigadia),,4,4,2.6,2.8,3.0,1.49,2.5,4.95,2.05,1.69,1.73,2.25,1.98,1.6,1.57,4.0,2.25,1.22,1,0,0,1,0,1,0,1593018000,1099,0,54,0,-1,1,1,2,1,2,3,3,5,0,1,4,3,1,7,1,82,61,120,120,1.07,0.98,2.05,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,61,25,47,Xanthi,Atromitos,1.31,1.06,1.29,1.0,1.11,1.21,54,40,1.43,1.14,2.57,33,True,False,False,False,False,False,False,Greece_Super_League,,5.82,69%,20%,,,,,,,,,,,,,,,,,2020-06-24 17:00:00
2019-2020,1,1,2,3,4,7,11,2,3,0,0,5,6,4,4,9,10,13,15,52,48,AEL Arena (Larissa),,2,3,2.7,2.95,2.75,1.45,2.4,4.6,2.0,1.74,1.83,2.26,1.83,1.57,1.5,3.45,2.45,1.27,3,1,1,0,1,1,2,1591546500,1107,0,50,0,-1,1,1,3,2,1,5,5,6,0,0,2,3,0,5,1,50,54,70,91,1.28,1.45,2.72,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,73,31,77,Larissa,Asteras Tripolis,1.35,0.94,1.38,0.62,1.15,1.15,42,27,1.48,1.28,2.76,33,True,True,True,False,False,False,True,Greece_Super_League,,6.93,60%,40%,,,,,,,,,,,,,,,,,2020-06-07 16:15:00
2019-2020,1,2,0,2,3,7,10,2,2,0,0,4,4,3,9,7,13,2,1,38,62,Dimotiko Athlitiko Kentro Lamias (Lamia),,2,2,2.6,2.9,2.85,1.54,2.65,5.4,2.15,1.65,1.9,2.21,1.8,1.6,1.66,4.0,2.1,1.22,2,1,0,1,0,1,1,1591635600,1104,0,50,0,-1,1,1,1,4,2,3,5,5,0,1,2,1,1,3,1,56,77,102,142,1.14,1.67,2.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,70,23,54,Lamia,Panaitolikos,1.29,0.47,1.31,0.23,1.04,0.65,54,31,1.52,0.99,2.51,33,True,True,False,False,False,False,False,Greece_Super_League,,5.82,69%,20%,,,,,,,,,,,,,,,,,2020-06-08 17:00:00
2019-2020,3,3,1,4,7,1,8,2,4,0,0,7,2,8,3,15,5,2,0,59,41,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",2,4,1.15,7.5,14.0,1.15,1.51,2.3,2.2,1.61,1.53,2.1,2.35,1.66,1.25,2.25,3.6,1.57,4,0,0,3,1,4,0,1592674200,106,0,54,0,-1,1,1,0,1,7,0,1,7,0,1,2,3,1,5,1,140,39,145,87,2.44,0.75,3.19,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,79,32,72,PAOK,OFI,2.06,0.44,2.29,0.57,2.14,1.21,36,22,2.04,1.35,3.39,36,True,True,True,True,False,False,True,Greece_Super_League,,5.82,39%,20%,,,,,,,,,,,,,,,,,2020-06-20 17:30:00
2019-2020,3,2,2,4,5,4,9,3,2,0,0,8,4,6,3,14,7,2,1,53,47,Olympiako Stadio Spyros Louis (Athína (Athens)),,3,2,1.35,4.85,7.75,1.32,2.0,3.55,2.3,1.56,1.72,1.72,2.0,2.0,1.36,3.0,2.88,1.33,4,0,0,2,2,4,0,1592677800,-1,0,61,0,-1,1,1,3,2,2,2,5,4,0,0,3,2,0,5,1,62,64,98,112,1.89,1.2,3.09,1,1,1,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,79,40,64,AEK Athens,Aris,2.0,0.89,2.21,0.79,1.96,1.32,47,22,1.7,1.48,3.18,36,True,True,True,True,False,False,True,Greece_Super_League,,3.6,50%,20%,,,,,,,,,,,,,,,,,2020-06-20 18:30:00
2019-2020,3,3,0,3,2,4,6,2,5,0,0,5,4,3,8,8,12,0,1,47,53,Stadio Georgios Karaiskáki (Pireás (Piraeus)),,2,5,1.36,4.65,7.75,1.32,2.0,3.6,2.35,1.54,1.9,2.34,1.8,1.6,1.43,3.05,2.7,1.34,3,2,0,1,0,1,2,1592764200,116,0,43,0,-1,1,1,2,3,0,1,5,1,0,3,2,2,3,4,1,38,51,100,122,1.14,1.42,2.56,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,72,32,64,Olympiakos Piraeus,Panathinaikos,2.72,1.33,2.86,1.36,2.57,1.64,68,29,2.05,1.41,3.46,36,True,True,True,False,False,False,False,Greece_Super_League,,2.06,44%,20%,,,,,,,,,,,,,,,,,2020-06-21 18:30:00
2019-2020,2,1,0,1,2,5,7,1,3,0,0,5,3,7,6,12,9,-1,-1,48,52,Panthessaliko Stadio (Volos),,1,3,3.5,3.25,2.05,1.4,2.25,4.25,2.0,1.74,1.72,2.0,2.0,1.75,1.53,3.52,2.5,1.3,1,1,0,0,0,0,1,1592064900,5199,0,39,0,-1,1,1,1,3,1,2,4,3,0,2,1,1,2,2,1,77,72,91,96,1.66,1.3,2.96,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,58,19,46,Volos NFC,Xanthi,1.38,0.88,1.38,1.0,1.0,1.15,58,42,1.3,0.93,2.23,33,True,False,False,False,False,False,False,Greece_Super_League,,6.93,57%,20%,,,,,,,,,,,,,,,,,2020-06-13 16:15:00
2019-2020,2,1,1,2,5,3,8,2,3,0,0,4,2,3,1,7,3,-1,-1,60,40,Stadio Peristeriou (Athína (Athens)),,2,3,1.77,3.25,4.85,1.44,2.35,4.5,2.15,1.65,1.68,2.16,2.06,1.65,1.5,3.44,2.59,1.31,2,1,1,0,0,0,2,1592065800,-1,0,39,0,-1,1,1,1,3,4,0,4,4,1,1,1,2,2,3,1,69,46,114,95,1.23,0.68,1.91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,70,38,66,Atromitos,Lamia,1.47,0.81,1.46,0.77,1.23,1.11,66,31,1.34,0.9,2.24,33,True,True,False,False,False,False,True,Greece_Super_League,,3.58,50%,40%,,,,,,,,,,,,,,,,,2020-06-13 16:30:00
2019-2020,2,0,0,0,3,3,6,4,2,0,0,8,2,6,10,14,12,1,4,70,30,Stadio Theodoros Kolokotronis (Tripoli),,4,2,1.62,3.7,5.3,1.35,2.1,3.8,2.05,1.71,1.31,1.52,3.2,2.36,1.41,2.94,2.82,1.37,0,0,0,0,0,0,0,1592238600,-1,0,50,0,-1,1,1,2,2,1,1,4,2,1,0,3,2,1,5,1,79,63,116,84,2.02,1.35,3.37,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,92,50,77,Asteras Tripolis,Panionios,1.65,0.59,1.69,0.31,1.22,0.74,42,8,1.39,1.09,2.48,33,False,False,False,False,False,False,False,Greece_Super_League,,11.34,67%,0%,,,,,,,,,,,,,,,,,2020-06-15 16:30:00
2019-2020,2,3,0,3,4,3,7,2,2,0,0,4,4,11,1,15,5,0,2,53,47,Stadio Panetolikou (Agrinio),,2,2,2.0,3.25,3.85,1.41,2.25,4.3,2.0,1.74,1.72,2.26,2.05,1.57,1.46,3.26,2.63,1.34,3,0,0,3,0,3,0,1592240400,1103,0,46,0,-1,1,1,2,2,2,1,4,3,1,1,1,1,2,2,1,95,84,138,122,1.92,1.21,3.13,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,66,27,54,Panaitolikos,Larissa,1.31,0.81,1.08,0.92,0.63,1.11,62,35,1.54,1.12,2.66,33,True,True,True,False,False,False,False,Greece_Super_League,,3.36,60%,20%,,,,,,,,,,,,,,,,,2020-06-15 17:00:00
2019-2020,3,1,1,2,4,2,6,2,6,0,0,3,2,7,7,10,9,0,2,58,42,Stadio Theodoros Kolokotronis (Tripoli),,2,6,2.15,3.0,3.7,1.41,2.25,4.3,1.95,1.77,1.83,2.26,1.83,1.64,1.5,3.2,2.4,1.3,2,1,1,0,0,0,2,1592756100,-1,0,56,0,-1,1,1,2,0,2,2,2,4,1,3,1,3,4,4,1,58,59,106,103,1.27,1.14,2.41,0,0,0,0,0,0,1,1,0,0,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,78,41,63,Asteras Tripolis,Atromitos,1.65,1.06,1.64,1.0,1.21,1.22,44,23,1.43,1.14,2.57,33,True,True,False,False,False,False,True,Greece_Super_League,,7.23,55%,0%,,,,,,,,,,,,,,,,,2020-06-21 16:15:00
2019-2020,3,1,1,2,9,3,12,2,3,1,0,6,3,8,1,14,4,2,0,49,51,Xanthi FC Arena (Pigadia),,4,3,2.3,2.95,3.3,1.56,2.7,5.5,2.25,1.59,2.0,2.63,1.72,1.49,1.65,3.8,2.1,1.22,2,0,0,1,1,2,0,1592757000,-1,0,48,0,-1,1,1,3,1,6,2,4,8,0,2,3,1,2,4,1,90,64,120,118,1.95,0.94,2.9,2,0,1,0,1,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,66,15,51,Xanthi,Panaitolikos,1.31,0.47,1.31,0.21,1.11,0.71,53,34,1.39,1.03,2.42,33,True,True,False,False,False,False,True,Greece_Super_League,,3.36,68%,20%,,,,,,,,,,,,,,,,,2020-06-21 16:30:00
2019-2020,3,3,1,4,4,3,7,4,4,1,2,5,3,10,9,15,12,2,0,57,43,AEL Arena (Larissa),,5,6,2.0,3.1,3.9,1.47,2.4,4.7,2.1,1.69,1.52,1.9,2.53,1.9,1.55,3.4,2.3,1.27,4,1,1,2,0,2,2,1592843400,1106,0,47,0,-1,1,1,0,3,4,0,3,4,2,3,3,3,5,6,1,74,49,104,69,1.83,1.32,3.15,1,1,1,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,72,32,75,Larissa,Volos NFC,1.35,0.53,1.29,0.64,1.07,1.07,40,29,1.47,1.06,2.53,33,True,True,True,True,False,False,True,Greece_Super_League,,2.13,73%,40%,,,,,,,,,,,,,,,,,2020-06-22 16:30:00
2019-2020,3,0,1,1,5,2,7,3,4,1,0,2,2,5,1,7,3,-1,-1,50,50,Dimotiko Athlitiko Kentro Lamias (Lamia),,4,4,2.95,2.95,2.55,1.51,2.6,5.15,2.15,1.65,1.45,1.72,2.75,2.0,1.57,4.0,2.25,1.2,1,0,1,0,0,0,1,1592845200,1110,0,40,0,-1,1,1,2,1,3,1,3,4,0,1,4,3,1,7,1,103,47,168,89,1.35,0.68,2.03,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,72,36,61,Lamia,Panionios,1.29,0.59,1.43,0.36,1.11,0.75,57,29,1.49,1.11,2.6,33,True,False,False,False,False,False,False,Greece_Super_League,,5.82,64%,20%,,,,,,,,,,,,,,,,,2020-06-22 17:00:00
2019-2020,4,2,1,3,4,6,10,4,4,0,0,4,9,3,7,7,16,12,14,45,55,Stadio Néas Smírnis (Athína (Athens)),,4,4,2.5,2.95,3.0,1.57,2.8,5.65,2.25,1.59,1.57,1.91,2.32,1.79,1.64,3.98,2.2,1.22,3,1,0,1,1,2,1,1593274500,1110,0,33,0,-1,1,1,3,1,1,5,4,6,1,0,3,4,1,7,1,34,43,94,137,0.98,1.96,2.94,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,54,7,47,Panionios,Xanthi,1.19,0.88,1.14,0.93,0.83,1.17,68,47,1.31,0.96,2.27,33,True,True,True,False,False,False,True,Greece_Super_League,,8.3,30%,0%,,,,,,,,,,,,,,,,,2020-06-27 16:15:00
2019-2020,4,0,0,0,2,1,3,4,2,0,0,3,3,10,3,13,6,16,23,56,44,Stadio Thódoros Vardinoyánnis (Iraklio (Heraklion)),,4,2,2.15,3.15,3.4,1.34,2.05,3.7,1.83,1.91,1.75,2.22,2.0,1.58,1.4,3.0,2.75,1.33,0,0,0,0,0,0,0,1593282600,-1,0,42,0,-1,1,1,1,0,1,1,1,2,1,0,3,2,1,5,1,62,62,113,106,1.48,1.05,2.53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,62,24,52,OFI,Panathinaikos,1.56,1.33,1.86,1.27,1.17,1.59,69,38,1.72,1.41,3.13,36,False,False,False,False,False,False,False,Greece_Super_League,,8.05,69%,20%,,,,,,,,,,,,,,,,,2020-06-27 18:30:00
2019-2020,4,0,2,2,9,4,13,4,4,1,0,6,9,2,4,8,13,13,24,59,41,Stadio Harilaou Kleánthis Vikelídis (Thessaloníki),,6,4,3.7,3.4,1.95,1.31,1.95,3.5,1.83,1.91,1.51,1.89,2.56,1.91,1.41,2.91,2.91,1.41,2,0,2,0,0,0,2,1593360900,106,0,54,0,-1,1,1,5,2,4,2,7,6,3,2,2,2,5,4,1,83,44,109,73,1.53,1.77,3.3,0,1,0,0,0,1,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,83,50,79,Aris,PAOK,1.44,2.0,1.86,2.0,1.31,2.17,50,18,1.72,1.59,3.31,36,True,True,False,False,False,False,False,Greece_Super_League,,5.82,51%,20%,,,,,,,,,,,,,,,,,2020-06-28 16:15:00
2019-2020,4,1,1,2,5,3,8,4,6,0,0,3,6,12,3,15,9,14,16,54,46,Stadio Panetolikou (Agrinio),,4,6,1.54,3.8,5.95,1.4,2.25,4.25,2.25,1.59,1.77,2.32,2.05,1.61,1.48,3.2,2.65,1.35,2,1,1,0,0,0,2,1593361800,-1,0,50,0,-1,1,1,2,1,3,2,3,5,1,4,3,2,5,5,1,86,50,107,93,1.77,1.36,3.13,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,71,25,57,Panaitolikos,Asteras Tripolis,1.31,0.94,1.21,0.79,0.72,1.21,54,29,1.57,1.29,2.86,33,True,True,False,False,False,False,True,Greece_Super_League,,1.01,65%,20%,,,,,,,,,,,,,,,,,2020-06-28 16:30:00
2019-2020,4,1,2,3,7,6,13,1,2,0,0,3,6,6,7,9,13,23,20,44,56,Olympiako Stadio Spyros Louis (Athína (Athens)),,1,2,4.35,3.45,1.8,1.34,2.05,3.75,1.95,1.77,1.61,2.05,2.32,1.77,1.43,3.0,2.83,1.39,3,0,2,1,0,1,2,1593369000,116,0,41,0,-1,1,1,1,4,6,2,5,8,1,0,0,2,1,2,1,68,73,109,129,1.28,1.78,3.05,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,65,27,62,AEK Athens,Olympiakos Piraeus,2.0,2.33,2.13,2.29,1.93,2.59,52,35,1.72,1.65,3.37,36,True,True,True,False,False,False,True,Greece_Super_League,,5.32,28%,0%,,,,,,,,,,,,,,,,,2020-06-28 18:30:00
2019-2020,4,0,0,0,4,0,4,1,5,0,0,4,4,4,2,8,6,16,20,55,45,Panthessaliko Stadio (Volos),,1,5,2.9,2.15,3.7,1.59,2.8,5.7,2.2,1.62,1.63,2.08,2.14,1.7,1.76,3.8,1.96,1.23,0,0,0,0,0,0,0,1593448200,-1,0,40,0,-1,1,1,3,0,1,0,3,1,1,0,0,5,1,5,1,59,44,82,67,1.21,0.98,2.19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,65,32,64,Volos NFC,Lamia,1.38,0.81,1.5,0.79,1.03,1.07,68,36,1.32,0.89,2.21,33,False,False,False,False,False,False,False,Greece_Super_League,,4.7,51%,0%,,,,,,,,,,,,,,,,,2020-06-29 16:30:00
2019-2020,4,3,0,3,6,1,7,1,1,0,0,11,4,10,2,21,6,19,11,58,42,Stadio Peristeriou (Athína (Athens)),,1,1,2.0,3.0,4.15,1.43,2.35,4.45,2.0,1.74,1.65,2.12,2.1,1.67,1.54,3.6,2.48,1.29,3,1,0,2,0,2,1,1593450000,1109,0,50,0,-1,1,1,2,1,4,0,3,4,0,0,1,1,0,2,1,52,30,118,95,2.47,0.89,3.36,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,64,36,61,Atromitos,Larissa,1.47,0.81,1.43,0.86,1.17,1.14,57,36,1.33,1.12,2.45,33,True,True,True,False,False,False,False,Greece_Super_League,,4.14,44%,0%,,,,,,,,,,,,,,,,,2020-06-29 17:00:00
2019-2020,5,2,0,2,3,4,7,2,3,0,0,4,2,3,3,7,5,23,13,56,44,Olympiako Stadio Spyros Louis (Athína (Athens)),,2,3,1.71,3.5,4.95,1.32,2.0,3.55,1.91,1.83,1.83,2.38,1.91,1.53,1.38,2.85,2.85,1.38,2,1,0,1,0,1,1,1593620100,960,0,55,0,-1,1,1,2,2,1,2,4,3,2,2,0,1,4,1,1,31,33,77,94,0.95,0.71,1.66,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,72,35,62,Panathinaikos,Aris,1.89,0.89,1.93,0.8,1.57,1.27,52,28,1.49,1.46,2.95,36,True,True,False,False,False,False,False,Greece_Super_League,,7.23,33%,0%,,,,,,,,,,,,,,,,,2020-07-01 16:15:00
2019-2020,5,0,2,2,4,8,12,3,2,0,0,2,5,5,5,7,10,23,18,53,47,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",3,2,2.05,3.35,3.55,1.43,2.35,4.45,2.05,1.71,1.66,2.25,2.1,1.6,1.51,3.32,2.56,1.33,2,0,1,0,1,1,1,1593626400,1101,0,38,0,-1,1,1,0,7,4,1,7,5,1,1,2,1,2,3,1,35,43,77,75,0.84,1.29,2.14,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,55,21,55,PAOK,AEK Athens,2.06,1.83,2.33,1.71,2.2,1.87,60,45,2.07,1.56,3.63,36,True,True,False,False,False,False,False,Greece_Super_League,,4.7,61%,0%,,,,,,,,,,,,,,,,,2020-07-01 18:00:00
2019-2020,5,2,1,3,5,3,8,2,1,0,0,6,3,8,7,14,10,21,11,55,45,Stadio Georgios Karaiskáki (Pireás (Piraeus)),,2,1,1.12,8.0,17.25,1.14,1.49,2.2,2.4,1.51,1.83,2.25,1.83,1.6,1.22,2.1,3.85,1.67,3,1,1,1,0,1,2,1593628200,116,0,54,0,-1,1,1,4,2,1,1,6,2,0,0,2,1,0,3,1,48,27,99,60,1.65,1.04,2.69,1,0,0,0,1,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,90,44,73,Olympiakos Piraeus,OFI,2.72,0.44,2.87,0.53,2.6,1.17,37,10,1.99,1.31,3.3,36,True,True,True,False,False,False,True,Greece_Super_League,,6.53,38%,0%,,,,,,,,,,,,,,,,,2020-07-01 18:30:00
2019-2020,5,4,0,4,3,1,4,4,3,0,0,7,4,4,8,11,12,18,14,55,45,Stadio Theodoros Kolokotronis (Tripoli),,4,3,1.59,3.85,5.35,1.38,2.2,4.1,2.2,1.61,1.63,2.08,2.14,1.7,1.46,3.13,2.72,1.37,4,2,0,2,0,2,2,1593879300,1107,0,57,0,-1,1,1,1,1,2,0,2,2,3,2,1,1,5,2,1,53,63,111,114,1.58,1.5,3.08,1,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,77,37,70,Asteras Tripolis,Volos NFC,1.65,0.53,1.6,0.6,1.2,1.03,47,23,1.42,1.07,2.49,33,True,True,True,True,False,False,False,Greece_Super_League,,13.87,72%,0%,,,,,,,,,,,,,,,,,2020-07-04 16:15:00
2019-2020,5,0,0,0,0,8,8,3,5,1,0,0,2,2,7,2,9,17,16,36,64,Dimotiko Athlitiko Kentro Lamias (Lamia),,4,5,3.65,2.85,2.25,1.71,3.2,6.75,2.55,1.47,1.78,2.33,2.04,1.6,1.77,3.44,2.05,1.31,0,0,0,0,0,0,0,1594053000,-1,0,37,0,-1,1,1,0,3,0,5,3,5,2,4,2,1,6,3,1,39,123,102,167,0.43,1.61,2.04,0,0,0,0,0,0,1,1,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,57,17,50,Lamia,Xanthi,1.29,0.88,1.33,0.87,1.07,1.13,63,44,1.48,1.03,2.51,33,False,False,False,False,False,False,False,Greece_Super_League,,8.01,68%,91%,,,,,,,,,,,,,,,,,2020-07-06 16:30:00
2019-2020,6,2,2,4,3,3,6,6,3,1,1,6,7,3,8,9,15,18,18,41,59,Stadio Thódoros Vardinoyánnis (Iraklio (Heraklion)),,7,4,6.2,4.5,1.43,1.24,1.77,2.95,1.95,1.77,1.8,2.56,1.95,1.45,1.35,2.59,3.2,1.5,4,2,1,0,1,1,3,1593887400,-1,0,44,0,-1,1,1,2,0,1,3,2,4,2,1,5,3,3,8,1,31,81,105,158,1.23,2.03,3.26,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,27,57,OFI,PAOK,1.56,2.0,1.8,2.07,1.13,2.13,60,30,1.7,1.61,3.31,36,True,True,True,True,False,False,True,Greece_Super_League,,4.7,69%,0%,,,,,,,,,,,,,,,,,2020-07-04 18:30:00
2019-2020,6,1,4,5,2,5,7,1,2,0,0,2,11,1,6,3,17,9,17,40,60,Stadio Harilaou Kleánthis Vikelídis (Thessaloníki),,1,2,7.0,5.25,1.35,1.26,1.83,3.15,2.2,1.61,1.59,1.96,2.36,1.85,1.33,2.63,3.23,1.45,5,1,1,0,3,3,2,1593965700,1101,0,40,0,-1,1,1,1,3,1,2,4,3,0,1,1,1,1,2,1,12,47,55,84,0.43,2.18,2.6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,67,47,70,Aris,AEK Athens,1.44,1.83,1.73,1.8,1.23,1.9,64,33,1.7,1.54,3.24,36,True,True,True,True,True,False,True,Greece_Super_League,,5.82,69%,40%,,,,,,,,,,,,,,,,,2020-07-05 16:15:00
2019-2020,6,0,0,0,2,5,7,3,6,0,0,3,2,0,0,3,2,13,17,50,50,Olympiako Stadio Spyros Louis (Athína (Athens)),,3,6,4.85,4.0,1.61,1.29,1.91,3.35,1.95,1.77,1.9,2.57,1.9,1.51,1.38,2.75,3.04,1.45,0,0,0,0,0,0,0,1593973800,-1,0,34,0,-1,1,1,0,3,2,2,3,4,1,2,2,4,3,6,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,60,27,67,Panathinaikos,Olympiakos Piraeus,1.89,2.33,2.0,2.33,1.61,2.61,60,40,1.45,1.66,3.11,36,False,False,False,False,False,False,False,Greece_Super_League,,8.16,54%,20%,,,,,,,,,,,,,,,,,2020-07-05 18:30:00
2019-2020,5,0,0,0,9,4,13,3,2,0,1,4,2,10,5,14,7,19,16,64,36,AEL Arena (Larissa),,3,3,3.25,3.0,2.3,1.42,2.3,4.4,1.95,1.77,1.5,1.83,2.5,1.83,1.5,3.33,2.5,1.3,0,0,0,0,0,0,0,1594053000,-1,0,40,0,-1,1,1,4,3,5,1,7,6,2,2,1,1,4,2,1,76,52,79,65,1.7,0.96,2.66,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,47,80,Larissa,Panionios,1.35,0.59,1.4,0.53,1.1,0.9,40,20,1.49,1.08,2.57,33,False,False,False,False,False,False,False,Greece_Super_League,,4.07,61%,75%,,,,,,,,,,,,,,,,,2020-07-06 16:30:00
