season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_under_85,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_over_85,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_btts_yes,pinnacle_btts_no,date
2023-2024,19,3,0,3,2,3,5,1,2,0,0,8,5,11,1,23,8,13,15,55,45,Stadion HNK Rijeka (Rijeka),,1,2,1.2,6.5,13.0,1.16,1.55,2.4,2.15,1.66,1.52,1.9,2.44,1.9,1.24,2.24,3.7,1.59,3,1,0,2,0,2,1,1702742400,1215,0,34,0,4054,1,1,1,1,1,2,2,3,1,1,0,1,2,1,1,84,43,121,91,2.36,1.05,3.41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,22,-1,-1,-1,1,0,1,61,67,22,67,Rijeka,Rudeš,2.44,0.11,2.22,0.11,1.88,0.22,39,33,2.23,1.02,3.25,36,True,True,True,False,False,False,False,Croatia_HNL,,14.97,60%,20%,,,,,,,,,,,,,,,,,2023-12-16 16:00:00
2023-2024,19,4,1,5,7,5,12,1,2,0,0,7,3,6,4,18,10,15,13,52,48,Opus Arena (Osijek),,1,2,1.61,3.7,5.05,1.33,2.0,3.6,2.1,1.67,1.57,1.97,2.32,1.83,1.44,3.25,2.63,1.33,5,2,0,2,1,3,2,1702819800,1864,0,56,0,3939,1,1,6,4,1,1,10,2,1,0,0,2,1,2,1,69,51,94,105,1.81,1.03,2.84,0,0,0,0,0,0,1,1,0,0,4,1,0,0,1,19,24,-1,-1,-1,1,0,2,61,78,22,78,Osijek,Slaven Koprivnica,1.78,0.83,1.67,1.0,1.33,1.11,39,22,1.89,1.27,3.16,36,True,True,True,True,True,False,True,Croatia_HNL,,5.75,96%,100%,,,,,,,,,,,,,,,,,2023-12-17 13:30:00
2023-2024,20,1,2,3,7,5,12,2,2,0,1,3,4,11,4,24,11,8,20,63,37,Stadion Anđelko Herjavec (Varaždin),,2,3,1.88,3.23,3.34,1.3,1.84,3.25,1.75,1.95,1.7,2.15,2.03,1.59,1.39,2.75,2.8,1.4,3,1,1,0,1,1,2,1706284800,1861,0,52,0,-1,1,1,4,0,3,5,4,8,1,2,1,1,3,2,1,62,45,96,84,1.54,1.12,2.66,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,25,19,-1,-1,-1,1,0,1,57,79,37,68,Varaždin,Slaven Koprivnica,1.17,0.83,1.44,0.9,1.17,1.05,44,22,1.37,1.24,2.61,36,True,True,True,False,False,False,True,Croatia_HNL,,5.06,24%,52%,,,,,,,,,,,,,,,,,2024-01-26 16:00:00
2023-2024,29,2,3,5,6,3,9,6,3,0,0,4,8,9,7,20,17,11,12,39,61,Igralište NK Rudeš (Zagreb),"Rudeška cesta 25, Zagreb",6,3,1.25,5.25,10.0,1.25,1.62,2.75,2.05,1.7,1.67,2.13,2.07,1.63,1.36,2.62,3.0,1.44,5,1,1,1,2,3,2,1712327400,1864,0,43,0,-1,1,1,3,3,3,0,6,3,3,0,3,3,3,6,1,75,59,148,114,1.66,1.94,3.59,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,24,38,-1,-1,-1,-1,-1,-1,58,77,39,70,Rudeš,Osijek,0.39,1.39,0.46,1.0,0.25,1.39,42,23,1.29,1.31,2.6,36,True,True,True,True,True,False,True,Croatia_HNL,,9.22,40%,0%,,,,,,,,,,,,,,,,,2024-04-05 14:30:00
2023-2024,20,1,2,3,4,1,5,6,4,0,0,4,6,3,4,9,12,20,14,59,41,Stadion Poljud (Split),,6,4,1.72,3.6,4.2,1.25,1.8,3.0,1.75,1.95,1.85,2.05,1.95,1.75,1.36,2.65,3.0,1.43,3,1,0,0,2,2,1,1706460300,1215,0,34,0,-1,1,1,1,1,3,0,2,3,1,2,5,2,3,7,1,21,21,60,61,0.88,1.21,2.08,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,24,21,-1,-1,-1,-1,-1,-1,33,56,17,50,Hajduk Split,Rijeka,1.83,1.67,2.33,1.67,2.16,2.0,67,45,1.75,1.48,3.23,36,True,True,True,False,False,False,True,Croatia_HNL,,9.22,42%,0%,,,,,,,,,,,,,,,,,2024-01-28 16:45:00
2023-2024,20,0,1,1,2,2,4,3,1,0,0,0,3,3,4,5,11,16,19,42,58,Stadion Aldo Drosina (Pula),,3,1,5.97,4.07,1.38,1.22,1.72,2.75,1.91,1.8,1.9,2.25,1.9,1.54,1.36,2.5,3.0,1.5,1,0,1,0,0,0,1,1706371200,122,0,43,0,3891,1,1,0,0,2,2,0,4,0,0,3,1,0,4,1,45,75,108,135,0.53,1.21,1.74,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,29,29,-1,-1,-1,1,1,0,48,83,18,76,Istra 1961,Dinamo Zagreb,1.33,2.22,1.0,1.75,0.95,1.89,53,18,1.2,1.88,3.08,36,True,False,False,False,False,False,False,Croatia_HNL,,0,81%,0%,,,,,,,,,,,,,,,,,2024-01-27 16:00:00
2023-2024,20,1,2,3,2,4,6,5,2,0,0,3,8,2,8,6,21,11,21,43,57,ŠRC Velika Gorica (Velika Gorica),,5,2,2.3,3.23,2.9,1.33,2.1,3.75,1.83,1.83,1.67,2.11,2.08,1.62,1.44,3.25,2.63,1.33,3,1,1,0,1,1,2,1706450400,1859,0,45,0,-1,1,1,2,3,0,1,5,1,2,0,3,2,2,5,1,46,62,94,92,0.87,2.01,2.88,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,26,21,-1,-1,-1,-1,-1,-1,55,65,25,50,Gorica,Lokomotiva Zagreb,1.5,1.44,1.8,1.2,1.42,1.26,45,35,1.31,1.48,2.79,36,True,True,True,False,False,False,True,Croatia_HNL,,4.61,49%,0%,,,,,,,,,,,,,,,,,2024-01-28 14:00:00
2023-2024,21,0,0,0,5,6,11,1,5,0,0,3,3,5,5,11,12,13,17,59,41,Stadion Kranjčevićeva (Zagreb),,1,5,1.95,3.6,3.6,1.3,1.85,3.25,1.73,2.0,1.51,2.0,2.37,1.8,1.4,2.75,2.75,1.4,0,0,0,0,0,0,0,1706889600,-1,0,78,0,-1,1,1,3,2,2,4,5,6,0,1,1,4,1,5,1,83,51,145,93,1.33,1.09,2.42,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,35,28,-1,-1,-1,-1,-1,-1,50,89,33,84,Lokomotiva Zagreb,Varaždin,1.39,1.17,1.33,0.89,1.35,1.11,50,11,1.62,1.49,3.11,36,False,False,False,False,False,False,False,Croatia_HNL,,3.44,57%,0%,,,,,,,,,,,,,,,,,2024-02-02 16:00:00
2023-2024,21,2,0,2,16,2,18,2,1,0,0,17,3,5,2,29,6,10,10,69,31,Stadion Maksimir (Zagreb),,2,1,1.24,5.2,10.75,1.25,1.78,2.95,2.45,1.5,1.88,1.99,1.93,1.73,1.32,2.6,3.1,1.42,2,1,0,1,0,1,1,1707063300,122,0,26,0,6803,1,1,8,2,8,0,10,8,1,0,1,1,1,2,1,64,23,89,55,3.03,0.7,3.73,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,17,11,-1,-1,-1,-1,-1,-1,41,52,11,69,Dinamo Zagreb,Gorica,2.33,0.78,2.0,1.0,1.95,1.35,60,49,1.92,1.25,3.17,36,True,True,False,False,False,False,False,Croatia_HNL,,0,47%,0%,,,,,,,,,,,,,,,,,2024-02-04 16:15:00
2023-2024,21,3,0,3,3,2,5,2,2,0,1,8,0,4,0,15,2,20,11,56,44,Stadion HNK Rijeka (Rijeka),,2,4,1.29,5.0,8.0,1.17,1.6,2.38,1.91,1.8,1.53,1.92,2.41,1.88,1.3,2.38,3.4,1.53,3,2,0,1,0,1,2,1707055200,1215,0,40,0,7588,1,1,1,1,2,1,2,3,2,3,0,0,5,0,1,77,36,132,101,1.88,0.28,2.16,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,29,28,-1,-1,-1,-1,-1,-1,70,75,25,70,Rijeka,Istra 1961,2.44,0.94,2.3,0.9,2.05,0.9,30,25,2.25,1.39,3.64,36,True,True,True,False,False,False,False,Croatia_HNL,,3.44,61%,0%,,,,,,,,,,,,,,,,,2024-02-04 14:00:00
2023-2024,21,1,1,2,3,4,7,4,2,0,0,5,5,7,4,13,12,19,14,53,47,Opus Arena (Osijek),,4,2,3.1,3.2,2.07,1.35,2.12,3.7,1.95,1.8,1.73,2.23,1.99,1.58,1.48,3.1,2.5,1.32,2,0,0,1,1,2,0,1706977800,-1,0,48,0,-1,1,1,0,2,3,2,2,5,0,1,4,1,1,5,1,68,63,109,88,1.6,1.38,2.98,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,34,-1,-1,-1,-1,-1,-1,38,67,24,76,Osijek,Hajduk Split,1.78,1.94,1.91,2.0,1.5,2.05,63,34,1.86,1.41,3.27,36,True,True,False,False,False,False,True,Croatia_HNL,,14.97,84%,100%,,,,,,,,,,,,,,,,,2024-02-03 16:30:00
2023-2024,21,4,0,4,4,1,5,1,0,0,0,8,3,9,4,24,8,12,12,49,51,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",1,0,1.54,3.85,4.75,1.27,1.85,3.1,1.9,1.84,1.73,2.23,1.99,1.58,1.38,2.7,2.85,1.4,4,1,0,3,0,3,1,1706968200,1861,0,21,0,-1,1,1,0,0,4,1,0,5,0,0,1,0,0,1,1,58,47,109,116,2.05,1.01,3.06,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,33,-1,-1,-1,-1,-1,-1,39,54,30,66,Slaven Koprivnica,Rudeš,1.0,0.11,1.22,0.09,1.15,0.2,61,46,1.38,1.06,2.44,36,True,True,True,True,False,False,False,Croatia_HNL,,4.59,59%,32%,,,,,,,,,,,,,,,,,2024-02-03 13:50:00
2023-2024,22,1,0,1,6,1,7,0,2,0,0,5,2,4,1,11,5,15,14,60,40,Stadion Anđelko Herjavec (Varaždin),,0,2,1.58,3.88,5.22,1.25,1.85,2.75,1.8,1.91,1.51,1.95,2.32,1.85,1.33,2.5,3.25,1.5,1,0,0,1,0,1,0,1707494400,1881,0,29,0,-1,1,1,3,1,3,0,4,3,0,0,0,2,0,2,1,76,53,141,112,1.48,0.73,2.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42,32,-1,-1,-1,-1,-1,-1,45,69,33,64,Varaždin,Rudeš,1.17,0.11,1.3,0.08,1.1,0.19,55,32,1.39,1.06,2.45,36,True,False,False,False,False,False,False,Croatia_HNL,,18.19,36%,100%,,,,,,,,,,,,,,,,,2024-02-09 16:00:00
2023-2024,22,4,0,4,9,1,10,2,2,0,0,9,2,2,6,17,10,10,20,62,38,Stadion Poljud (Split),,2,2,1.25,5.5,11.0,1.22,1.72,2.95,2.3,1.57,1.5,1.88,2.35,1.82,1.3,2.5,3.25,1.47,4,1,0,3,0,3,1,1707660000,1863,0,42,0,-1,1,1,6,0,3,1,6,4,1,0,1,2,1,3,1,65,34,136,97,1.81,0.9,2.71,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,19,-1,-1,-1,-1,-1,-1,61,71,28,56,Hajduk Split,Slaven Koprivnica,1.83,0.83,2.1,1.09,2.0,1.24,39,30,1.66,1.23,2.89,36,True,True,True,True,False,False,False,Croatia_HNL,,10.36,72%,75%,,,,,,,,,,,,,,,,,2024-02-11 14:00:00
2023-2024,22,1,0,1,2,4,6,3,2,0,0,4,3,1,5,7,11,14,20,40,60,Stadion Aldo Drosina (Pula),,3,2,3.25,3.4,2.15,1.33,2.0,3.6,1.8,1.95,1.88,1.85,1.92,1.95,1.41,2.95,2.7,1.35,1,1,0,0,0,0,1,1707573600,1857,0,44,0,1091,1,1,0,0,2,4,0,6,2,1,1,1,3,2,1,52,60,99,88,0.98,1.15,2.14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,27,-1,-1,-1,1,1,1,54,80,27,79,Istra 1961,Osijek,1.33,1.39,0.9,1.0,0.86,1.48,46,21,1.14,1.28,2.42,36,True,False,False,False,False,False,False,Croatia_HNL,,10.36,77%,20%,,,,,,,,,,,,,,,,,2024-02-10 14:00:00
2023-2024,22,0,2,2,4,2,6,4,2,0,0,3,5,4,6,11,17,15,10,43,57,ŠRC Velika Gorica (Velika Gorica),,4,2,4.75,3.6,1.72,1.28,1.9,3.3,1.83,1.9,1.64,2.11,2.07,1.65,1.4,2.75,2.75,1.4,2,0,0,0,2,2,0,1707667800,1215,0,62,0,-1,1,1,1,1,3,1,2,4,3,1,1,1,4,2,1,54,75,126,147,1.06,1.6,2.66,1,3,0,2,1,1,1,1,0,0,0,0,0,0,1,22,36,-1,-1,-1,1,1,0,57,76,24,68,Gorica,Rijeka,1.5,1.67,1.64,1.8,1.29,2.1,44,24,1.27,1.46,2.73,36,True,True,False,False,False,False,False,Croatia_HNL,,4.61,87%,20%,,,,,,,,,,,,,,,,,2024-02-11 16:10:00
2023-2024,22,2,2,4,4,6,10,2,4,0,0,7,7,3,10,13,18,15,11,46,54,Stadion Kranjčevićeva (Zagreb),,2,4,5.0,4.0,1.63,1.3,1.95,3.5,1.95,1.8,1.7,2.15,2.03,1.59,1.4,2.85,2.75,1.37,4,2,2,0,0,0,4,1707581400,-1,0,63,0,-1,1,1,1,2,3,4,3,7,2,1,0,3,3,3,1,55,107,82,165,1.52,2.34,3.86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,35,-1,-1,-1,-1,-1,-1,48,79,21,74,Lokomotiva Zagreb,Dinamo Zagreb,1.39,2.22,1.3,1.89,1.33,2.0,52,21,1.59,1.81,3.4,36,True,True,True,True,False,False,True,Croatia_HNL,,8.05,69%,100%,,,,,,,,,,,,,,,,,2024-02-10 16:10:00
2023-2024,23,1,0,1,5,5,10,0,3,0,0,4,3,4,1,15,6,9,14,53,47,Stadion Maksimir (Zagreb),,0,3,1.2,5.75,11.0,1.2,1.6,2.5,2.25,1.57,1.56,2.07,2.27,1.67,1.29,2.25,3.3,1.57,1,1,0,0,0,0,1,1708272600,122,0,53,0,-1,1,1,3,2,2,3,5,5,0,0,0,3,0,3,1,57,38,107,90,1.21,0.75,1.96,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,16,14,-1,-1,-1,-1,-1,-1,57,77,20,72,Dinamo Zagreb,Varaždin,2.33,1.17,2.09,0.9,1.95,1.19,43,24,2.02,1.45,3.47,36,True,False,False,False,False,False,False,Croatia_HNL,,4.61,54%,0%,,,,,,,,,,,,,,,,,2024-02-18 16:10:00
2023-2024,23,4,0,4,3,6,9,2,3,0,0,10,2,7,4,20,8,12,14,44,56,Stadion HNK Rijeka (Rijeka),,2,3,1.33,4.12,6.86,1.25,1.75,2.88,1.95,1.81,1.6,2.07,2.2,1.67,1.33,2.55,3.0,1.45,4,2,0,2,0,2,2,1708178400,1215,0,41,0,7693,1,1,0,1,3,5,1,8,1,0,1,3,1,4,1,54,78,118,129,2.17,1.1,3.26,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,27,32,-1,-1,-1,-1,-1,-1,64,69,32,69,Rijeka,Lokomotiva Zagreb,2.44,1.44,2.36,1.36,2.14,1.32,37,32,2.21,1.53,3.74,36,True,True,True,True,False,False,False,Croatia_HNL,,5.75,56%,0%,,,,,,,,,,,,,,,,,2024-02-17 14:00:00
2023-2024,23,3,0,3,7,5,12,0,2,0,0,7,4,9,4,18,10,19,8,65,35,Opus Arena (Osijek),,0,2,1.76,3.58,4.13,1.24,1.78,2.9,1.75,2.0,1.73,2.23,1.99,1.58,1.36,2.5,3.0,1.5,3,0,0,3,0,3,0,1708264800,1864,0,34,0,-1,1,1,4,3,3,2,7,5,0,0,0,2,0,2,1,88,52,99,61,2.13,1.16,3.29,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,14,-1,-1,-1,1,1,0,26,58,18,73,Osijek,Gorica,1.78,0.78,1.83,0.9,1.41,1.23,74,43,1.84,1.19,3.03,36,True,True,True,False,False,False,False,Croatia_HNL,,11.5,41%,40%,,,,,,,,,,,,,,,,,2024-02-18 14:00:00
2023-2024,23,1,1,2,5,3,8,3,2,0,0,6,4,6,2,14,8,16,16,57,43,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",3,2,1.94,3.07,3.33,1.28,1.83,3.1,1.72,2.0,1.82,2.35,1.98,1.52,1.4,2.75,2.75,1.4,2,0,1,1,0,1,1,1708099200,-1,0,29,0,-1,1,1,4,3,1,0,7,1,0,0,3,2,0,5,1,70,44,126,100,1.69,0.99,2.68,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,31,20,-1,-1,-1,1,1,1,52,62,33,67,Slaven Koprivnica,Istra 1961,1.0,0.94,1.4,0.82,1.18,0.95,48,39,1.45,1.28,2.73,36,True,True,False,False,False,False,True,Croatia_HNL,,5.46,66%,18%,,,,,,,,,,,,,,,,,2024-02-16 16:00:00
2023-2024,23,0,2,2,5,9,14,3,0,0,0,5,8,2,9,10,20,15,11,39,61,Stadion Kranjčevićeva (Zagreb),,3,0,6.97,4.3,1.31,1.22,1.68,2.65,1.91,1.85,1.73,2.25,1.99,1.57,1.33,2.3,3.25,1.57,2,0,0,0,2,2,0,1708186200,1863,0,39,0,4475,1,1,2,4,3,5,6,8,1,0,2,0,1,2,1,44,71,96,140,1.12,2.15,3.27,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,23,17,-1,-1,-1,-1,-1,-1,36,66,37,66,Rudeš,Hajduk Split,0.39,1.94,0.33,1.91,0.18,2.05,65,35,1.45,1.4,2.85,36,True,True,False,False,False,False,False,Croatia_HNL,,3.44,55%,0%,,,,,,,,,,,,,,,,,2024-02-17 16:10:00
2023-2024,24,1,1,2,1,11,12,5,1,1,0,2,8,0,5,4,18,15,13,34,66,Stadion Anđelko Herjavec (Varaždin),,6,1,4.5,3.6,1.66,1.3,1.85,3.5,1.85,1.85,1.67,2.13,2.07,1.63,1.36,2.75,3.0,1.4,2,1,0,0,1,1,1,1708783200,-1,0,44,0,-1,1,1,0,6,1,5,6,6,2,0,4,1,2,5,1,30,73,69,116,0.49,1.91,2.41,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,7,25,-1,-1,-1,-1,-1,-1,31,66,27,57,Varaždin,Hajduk Split,1.17,1.94,1.45,2.0,1.14,2.09,70,35,1.4,1.47,2.87,36,True,True,False,False,False,False,True,Croatia_HNL,,9.69,20%,100%,,,,,,,,,,,,,,,,,2024-02-24 14:00:00
2023-2024,24,2,1,3,8,3,11,5,4,1,0,4,3,6,4,15,10,19,12,42,58,Stadion Aldo Drosina (Pula),,6,4,1.4,4.33,6.5,1.29,1.7,3.0,1.85,1.85,1.88,1.57,1.92,2.25,1.36,2.5,3.0,1.5,3,1,1,1,0,1,2,1708791000,1857,0,13,0,-1,1,1,5,2,3,1,7,4,3,1,3,3,4,6,1,60,71,100,119,1.35,1.18,2.53,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,25,28,-1,-1,-1,-1,-1,-1,37,63,21,77,Istra 1961,Rudeš,1.33,0.11,1.09,0.08,0.96,0.17,64,37,1.12,1.03,2.15,36,True,True,True,False,False,False,True,Croatia_HNL,,5.75,58%,0%,,,,,,,,,,,,,,,,,2024-02-24 16:10:00
2023-2024,24,1,0,1,4,4,8,1,2,0,0,5,4,4,10,12,16,4,13,48,52,ŠRC Velika Gorica (Velika Gorica),,1,2,2.2,3.4,3.1,1.3,1.95,3.5,1.75,2.0,1.82,2.35,1.98,1.52,1.4,2.85,2.75,1.37,1,0,0,1,0,1,0,1708878600,1875,0,58,0,-1,1,1,2,2,2,2,4,4,0,1,1,1,1,2,1,46,69,87,122,1.26,1.67,2.92,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,26,-1,-1,-1,-1,-1,-1,75,88,34,67,Gorica,Slaven Koprivnica,1.5,0.83,1.5,1.0,1.17,1.17,25,13,1.25,1.2,2.45,36,True,False,False,False,False,False,False,Croatia_HNL,,4.61,62%,0%,,,,,,,,,,,,,,,,,2024-02-25 16:30:00
2023-2024,24,1,1,2,1,9,10,2,0,0,0,3,5,2,9,7,17,17,15,42,58,Stadion Kranjčevićeva (Zagreb),,2,0,2.19,3.1,2.62,1.25,1.7,2.75,1.62,2.2,1.63,2.07,2.13,1.67,1.33,2.5,3.25,1.5,2,1,0,0,1,1,1,1708704000,-1,0,67,0,-1,1,1,0,4,1,5,4,6,1,0,1,0,1,1,1,61,80,113,134,0.98,1.82,2.8,0,1,0,1,0,0,1,1,0,0,0,2,0,0,1,31,24,-1,-1,-1,1,0,1,58,81,33,76,Lokomotiva Zagreb,Osijek,1.39,1.39,1.27,0.9,1.26,1.48,43,19,1.58,1.27,2.85,36,True,True,False,False,False,False,True,Croatia_HNL,,13.8,50%,0%,,,,,,,,,,,,,,,,,2024-02-23 16:00:00
2023-2024,24,1,0,1,6,2,8,0,4,0,0,4,3,5,3,11,7,8,15,60,40,Stadion Maksimir (Zagreb),,0,4,1.95,3.6,3.5,1.25,1.83,3.1,1.7,2.1,1.82,2.13,1.98,1.63,1.35,2.65,2.95,1.42,1,0,0,1,0,1,0,1708869600,122,0,44,0,17269,1,1,3,2,3,0,5,3,0,2,0,2,2,2,1,59,34,110,98,1.28,0.85,2.13,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,23,17,-1,-1,-1,-1,-1,-1,47,70,13,74,Dinamo Zagreb,Rijeka,2.33,1.67,2.17,1.91,2.0,2.17,53,30,1.95,1.47,3.42,36,True,False,False,False,False,False,False,Croatia_HNL,,3.44,57%,0%,,,,,,,,,,,,,,,,,2024-02-25 14:00:00
2023-2024,25,2,0,2,2,5,7,2,2,0,0,4,3,7,3,16,7,13,18,65,35,Stadion HNK Rijeka (Rijeka),,2,2,1.25,5.5,9.5,1.22,1.7,2.75,2.3,1.57,1.56,2.07,2.27,1.67,1.36,2.5,3.0,1.5,2,0,0,2,0,2,0,1709474400,1215,0,53,0,-1,1,1,1,3,1,2,4,3,0,2,2,0,2,2,1,66,37,114,76,1.46,0.86,2.32,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,17,21,-1,-1,-1,-1,-1,-1,64,78,30,78,Rijeka,Varaždin,2.44,1.17,2.42,0.82,2.08,1.13,36,22,2.21,1.38,3.59,36,True,True,False,False,False,False,False,Croatia_HNL,,5.75,84%,40%,,,,,,,,,,,,,,,,,2024-03-03 14:00:00
2023-2024,25,1,1,2,2,15,17,2,2,0,0,6,7,6,10,15,26,13,11,49,51,Opus Arena (Osijek),,2,2,4.7,3.4,1.72,1.29,1.85,3.25,1.7,2.05,1.85,2.45,1.95,1.49,1.4,2.75,2.75,1.4,2,1,0,0,1,1,1,1709483400,-1,0,57,0,-1,1,1,2,4,0,11,6,11,0,0,2,2,0,4,1,64,93,96,92,1.64,2.22,3.86,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,17,20,-1,-1,-1,-1,-1,-1,53,79,22,70,Osijek,Dinamo Zagreb,1.78,2.22,1.92,1.8,1.46,2.04,47,22,1.86,1.86,3.72,36,True,True,False,False,False,False,True,Croatia_HNL,,8.05,58%,0%,,,,,,,,,,,,,,,,,2024-03-03 16:30:00
2023-2024,25,2,3,5,6,3,9,5,4,0,0,5,6,2,4,9,12,23,10,54,46,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",5,4,2.74,3.01,2.26,1.29,1.88,3.25,1.67,2.1,1.63,2.07,2.13,1.67,1.36,2.62,3.0,1.44,5,0,2,2,1,3,2,1709388000,1859,0,35,0,-1,1,1,1,3,5,0,4,5,2,1,3,3,3,6,1,70,61,136,115,1.31,1.5,2.82,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,36,26,-1,-1,-1,1,1,0,43,57,35,66,Slaven Koprivnica,Lokomotiva Zagreb,1.0,1.44,1.36,1.25,1.13,1.25,57,44,1.47,1.5,2.97,36,True,True,True,True,True,False,True,Croatia_HNL,,6.87,64%,57%,,,,,,,,,,,,,,,,,2024-03-02 14:00:00
2023-2024,25,2,1,3,3,6,9,0,2,0,0,4,9,3,10,9,23,11,12,47,53,Stadion Kranjčevićeva (Zagreb),,0,2,3.75,3.4,1.95,1.4,2.05,3.75,1.85,1.85,1.67,2.13,2.07,1.63,1.4,3.0,2.75,1.36,3,1,1,1,0,1,2,1709568000,1858,0,20,0,-1,1,1,2,2,1,4,4,5,0,0,0,2,0,2,1,55,71,120,127,1.14,2.34,3.48,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,27,23,-1,-1,-1,1,0,1,29,58,30,62,Rudeš,Gorica,0.39,0.78,0.3,0.82,0.17,1.25,71,43,1.41,1.19,2.6,36,True,True,True,False,False,False,True,Croatia_HNL,,4.61,62%,0%,,,,,,,,,,,,,,,,,2024-03-04 16:00:00
