season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_x,pinnacle_ft_2,pinnacle_ft_1,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2019-2020,29,1,2,3,5,4,9,1,2,1,0,4,11,7,10,11,21,6,11,51,49,JYSK park (Silkeborg),,2,2,2.45,3.5,2.62,1.22,1.8,2.92,1.58,2.24,1.22,1.41,3.8,2.71,1.34,2.5,3.08,1.47,3,1,0,0,2,2,1,1592740800,2519,0,54,0,291,1,1,4,2,1,2,6,3,1,1,1,1,2,2,1,61,51,118,132,1.42,2.47,3.89,0,1,0,1,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,90,43,79,Silkeborg,SønderjyskE,0.88,0.88,0.79,0.71,0.71,1.07,33,11,1.38,1.32,2.7,32,True,True,True,False,False,False,True,Denmark_Superliga,,8.05,49%,91%,,,,,,,,,,,,,,,,,2020-06-21 12:00:00
2019-2020,29,1,3,4,11,4,15,3,3,0,0,5,6,13,0,18,6,17,14,55,45,Blue Water Arena (Esbjerg),,3,3,1.82,3.47,4.28,1.33,2.06,3.47,1.88,1.82,1.43,1.75,2.66,2.0,1.42,2.91,2.68,1.36,4,1,0,0,3,3,1,1592748000,2524,0,71,0,300,1,1,3,4,8,0,7,8,0,0,3,3,0,6,1,59,22,123,87,1.92,0.97,2.89,1,0,1,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,79,43,75,Esbjerg,Hobro,1.0,0.88,1.14,0.79,0.79,0.86,47,21,1.42,1.13,2.55,32,True,True,True,True,False,False,True,Denmark_Superliga,,6.93,56%,20%,,,,,,,,,,,,,,,,,2020-06-21 14:00:00
2019-2020,29,1,2,3,5,6,11,0,3,0,0,5,3,10,10,15,13,9,10,48,52,Lyngby Stadion (Lyngby),,0,3,3.0,3.35,2.29,1.28,1.85,3.25,1.7,2.05,1.66,2.27,2.1,1.63,1.36,2.75,3.0,1.4,3,1,1,0,1,1,2,1592845200,2523,0,40,0,875,1,1,2,2,3,4,4,7,0,1,0,2,1,2,1,54,51,117,107,1.69,1.41,3.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,72,18,72,Lyngby,OB,1.65,0.89,1.86,0.86,1.18,1.29,50,29,1.42,1.38,2.8,34,True,True,True,False,False,False,True,Denmark_Superliga,,5.99,70%,0%,,,,,,,,,,,,,,,,,2020-06-22 17:00:00
2019-2020,30,1,0,1,10,3,13,2,6,0,0,6,3,11,5,17,8,7,12,53,47,Sydbank Park (Haderslev),,2,6,1.65,4.12,4.53,1.17,1.56,2.34,1.55,2.3,1.28,1.5,3.6,2.58,1.27,2.24,3.76,1.65,1,0,0,1,0,1,0,1593273600,2519,0,71,0,300,1,1,7,2,3,1,9,4,0,3,2,3,3,5,1,70,40,134,84,2.0,1.01,3.02,0,0,0,0,0,0,1,1,0,0,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,83,47,83,SønderjyskE,Silkeborg,1.5,0.75,1.43,0.64,1.14,0.69,36,18,1.54,1.35,2.89,32,True,False,False,False,False,False,False,Denmark_Superliga,,4.7,94%,83%,,,,,,,,,,,,,,,,,2020-06-27 16:00:00
2019-2020,30,0,3,3,7,4,11,2,2,1,0,4,7,13,6,17,13,10,15,53,47,Cepheus Park Randers (Randers),,3,2,1.88,3.53,3.93,1.29,1.9,3.25,1.75,2.0,1.39,1.66,2.98,2.21,1.36,2.75,3.0,1.4,3,0,1,0,2,2,1,1593345600,2520,0,36,0,4316,1,1,4,2,3,2,6,5,0,2,3,0,2,3,1,76,41,134,102,1.91,1.61,3.52,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,75,50,75,Randers,Horsens,1.94,1.29,1.93,1.14,1.34,1.28,47,25,1.54,1.33,2.87,34,True,True,True,False,False,False,False,Denmark_Superliga,,3.36,93%,100%,,,,,,,,,,,,,,,,,2020-06-28 12:00:00
2019-2020,30,2,1,3,3,4,7,2,3,0,0,5,3,8,7,13,10,13,17,46,54,DS Arena (Hobro),,2,3,3.75,3.5,1.93,1.28,1.85,3.25,1.75,2.0,1.4,1.7,2.95,2.15,1.36,2.75,3.0,1.4,3,0,1,2,0,2,1,1593352800,2524,0,61,0,300,1,1,1,2,2,2,3,4,1,1,1,2,2,3,1,40,72,90,128,1.46,1.37,2.84,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,86,36,68,Hobro,Esbjerg,0.94,0.38,0.93,0.43,0.93,0.76,57,14,1.32,1.52,2.84,32,True,True,True,False,False,False,True,Denmark_Superliga,,11.01,60%,100%,,,,,,,,,,,,,,,,,2020-06-28 14:00:00
2019-2020,30,3,1,4,10,4,14,2,3,0,1,9,2,8,6,17,8,13,9,63,37,Nature Energy Park (Odense),,2,5,1.62,3.8,5.75,1.22,1.72,2.75,1.7,2.05,1.58,2.0,2.28,1.75,1.33,2.5,3.25,1.5,4,0,1,3,0,3,1,1593450000,2523,0,57,0,300,1,1,4,1,6,3,5,9,1,3,1,1,4,2,1,90,16,141,67,2.36,0.77,3.12,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,79,47,79,OB,Lyngby,1.83,0.59,1.71,0.5,1.34,1.14,47,21,1.6,1.19,2.79,34,True,True,True,True,False,False,True,Denmark_Superliga,,13.87,82%,100%,,,,,,,,,,,,,,,,,2020-06-29 17:00:00
2019-2020,31,1,2,3,7,3,10,1,0,0,0,8,6,23,8,31,14,12,8,49,51,Blue Water Arena (Esbjerg),,1,0,2.46,3.52,2.64,1.2,1.66,2.6,1.55,2.3,1.38,1.69,2.82,2.1,1.32,2.43,3.18,1.5,3,1,1,0,1,1,2,1593795600,2520,0,53,0,300,1,1,3,2,4,1,5,5,1,0,0,0,1,0,1,69,35,143,103,3.01,1.56,4.57,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,77,40,73,Esbjerg,Horsens,1.0,1.29,1.07,1.27,0.73,1.33,44,24,1.46,1.35,2.81,32,True,True,True,False,False,False,True,Denmark_Superliga,,8.05,87%,75%,,,,,,,,,,,,,,,,,2020-07-03 17:00:00
2019-2020,31,2,0,2,6,6,12,2,1,0,0,6,6,12,6,18,12,8,6,42,58,JYSK park (Silkeborg),,2,1,2.38,3.73,2.61,1.14,1.48,2.16,1.42,2.65,1.27,1.5,3.4,2.49,1.25,2.15,3.68,1.63,2,0,0,2,0,2,0,1593865800,2522,0,60,0,525,1,1,2,3,4,3,5,7,1,0,1,1,1,2,1,83,74,93,114,2.14,1.72,3.86,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,87,43,87,Silkeborg,Lyngby,0.88,0.59,0.73,0.47,0.67,1.1,37,14,1.39,1.16,2.55,32,True,True,False,False,False,False,False,Denmark_Superliga,,10.29,93%,75%,,,,,,,,,,,,,,,,,2020-07-04 12:30:00
2019-2020,31,1,1,2,1,8,9,3,5,0,0,2,2,3,7,5,9,17,11,34,66,Sydbank Park (Haderslev),,3,5,2.55,3.2,2.8,1.33,2.1,3.75,1.88,1.88,1.48,1.83,2.46,1.83,1.45,3.1,2.75,1.37,2,0,0,1,1,2,0,1593878400,-1,0,54,0,1500,1,1,0,5,1,3,5,4,0,3,3,2,3,5,1,41,49,98,83,0.77,1.07,1.83,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,67,30,70,SønderjyskE,OB,1.5,0.89,1.53,1.0,1.2,1.4,47,34,1.58,1.38,2.96,32,True,True,False,False,False,False,True,Denmark_Superliga,,13.87,93%,75%,,,,,,,,,,,,,,,,,2020-07-04 16:00:00
2019-2020,31,2,3,5,2,6,8,3,1,0,0,3,8,1,12,4,20,14,8,46,54,DS Arena (Hobro),,3,1,4.0,3.55,1.75,1.22,1.73,2.75,1.66,2.1,1.33,1.6,3.26,2.34,1.33,2.5,3.1,1.47,5,1,2,1,1,2,3,1593957600,2521,0,64,0,388,1,1,1,2,1,4,3,5,1,0,2,1,1,3,1,35,57,116,128,0.74,2.24,2.98,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,87,37,67,Hobro,Randers,0.94,0.88,1.07,0.8,1.0,1.3,47,13,1.33,1.51,2.84,34,True,True,True,True,True,False,True,Denmark_Superliga,,14,90%,59%,,,,,,,,,,,,,,,,,2020-07-05 14:00:00
2019-2020,32,3,1,4,4,1,5,2,3,0,0,5,5,4,11,9,16,15,14,43,57,Cepheus Park Randers (Randers),,2,3,2.15,3.6,3.0,1.11,1.46,2.27,1.43,2.62,1.34,1.6,3.1,2.25,1.25,2.14,3.72,1.63,4,0,1,3,0,3,1,1594224000,2521,0,47,0,1223,1,1,1,1,3,0,2,3,1,1,1,2,2,3,1,46,48,117,133,1.27,1.72,2.98,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,84,40,80,Randers,Esbjerg,1.94,0.38,1.8,0.4,1.35,0.71,40,17,1.56,1.51,3.07,32,True,True,True,True,False,False,True,Denmark_Superliga,,15.99,63%,48%,,,,,,,,,,,,,,,,,2020-07-08 16:00:00
2019-2020,32,3,2,5,12,4,16,0,1,0,0,8,4,18,6,26,10,8,5,69,31,CASA Arena Horsens (Horsens),,0,1,1.16,6.0,10.0,1.16,1.61,2.6,2.2,1.64,1.34,1.6,3.1,2.25,1.24,2.38,3.9,1.55,5,1,2,2,0,2,3,1594224000,2520,0,67,0,1066,1,1,6,4,6,0,10,6,0,1,0,0,1,0,1,90,19,132,77,2.84,1.06,3.9,0,0,0,0,0,0,1,1,1,1,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,84,44,80,Horsens,Hobro,1.47,0.88,1.4,0.93,1.39,0.97,40,17,1.4,1.12,2.52,34,True,True,True,True,True,False,True,Denmark_Superliga,,4,66%,49%,,,,,,,,,,,,,,,,,2020-07-08 16:00:00
2019-2020,32,1,3,4,1,7,8,3,3,0,0,3,7,2,7,5,14,9,9,36,64,Nature Energy Park (Odense),,3,3,3.5,4.0,1.7,1.14,1.45,2.16,1.43,2.64,1.35,1.62,3.05,2.2,1.22,2.03,4.0,1.7,4,0,2,1,1,2,2,1594231200,2522,0,64,0,2830,1,1,1,3,0,4,4,4,0,0,3,3,0,6,1,23,66,93,124,0.71,1.86,2.57,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,57,80,OB,Silkeborg,1.83,0.75,1.8,0.6,1.39,0.74,40,20,1.65,1.33,2.98,32,True,True,True,True,False,False,True,Denmark_Superliga,,6.93,71%,0%,,,,,,,,,,,,,,,,,2020-07-08 18:00:00
2019-2020,32,1,1,2,1,2,3,0,1,0,0,2,3,11,9,13,12,15,14,45,55,Lyngby Stadion (Lyngby),,0,1,3.5,3.75,1.75,1.16,1.54,2.32,1.52,2.37,1.43,1.75,2.84,2.08,1.28,2.26,3.48,1.57,2,0,1,1,0,1,1,1594231200,-1,0,50,0,1200,1,1,1,1,0,1,2,1,0,1,0,0,1,0,1,34,48,104,94,1.22,1.32,2.53,1,0,0,0,1,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,87,20,74,Lyngby,SønderjyskE,1.65,0.88,1.73,0.87,1.06,1.19,37,13,1.44,1.4,2.84,32,True,True,False,False,False,False,True,Denmark_Superliga,,4,75%,0%,,,,,,,,,,,,,,,,,2020-07-08 18:00:00
2019-2020,0,1,2,3,6,5,11,0,0,0,0,4,6,6,7,10,13,16,9,45,55,DS Arena (Hobro),,0,0,2.1,3.3,3.5,1.4,2.25,4.33,2.0,1.73,1.34,1.6,3.1,2.23,1.5,3.4,2.5,1.3,3,1,0,0,2,2,1,1594659600,2525,1,63,0,1500,1,-1,4,2,2,3,6,5,0,0,0,0,0,0,1,45,54,91,90,1.24,1.63,2.87,0,0,0,0,0,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,33,75,Hobro,Lyngby,0.91,1.12,0.94,1.06,0.94,1.06,50,16,1.29,1.2,2.49,34,True,True,True,False,False,False,True,Denmark_Superliga,,1.01,71%,64%,,,,,,,,,,,,,,,,,2020-07-13 17:00:00
2019-2020,0,2,2,4,2,11,13,4,4,1,2,4,9,2,11,6,20,14,17,48,52,Lyngby Stadion (Lyngby),,6,8,2.2,3.35,3.25,1.32,2.0,3.55,1.8,1.95,1.3,1.55,3.3,2.38,1.37,3.0,3.0,1.37,4,1,1,1,1,2,2,1595264400,-1,1,64,0,2400,1,1,1,5,1,6,6,7,0,1,5,5,1,10,1,51,89,115,127,1.04,2.53,3.57,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,85,32,76,Lyngby,Hobro,1.12,0.91,1.12,0.91,1.12,0.91,49,15,1.42,1.12,2.54,34,True,True,True,True,False,False,True,Denmark_Superliga,,7,72%,0%,,,,,,,,,,,,,,,,,2020-07-20 17:00:00
2019-2020,0,3,1,4,5,4,9,2,3,0,0,8,2,8,9,16,11,13,11,45,55,Nature Energy Park (Odense),,2,3,2.05,3.25,3.65,1.38,2.15,4.0,1.91,1.8,1.36,1.72,2.96,2.0,1.44,3.25,2.62,1.33,4,1,0,2,1,3,1,1595520000,2523,1,52,0,3884,1,1,2,0,3,4,2,7,2,2,0,1,4,1,1,43,46,103,112,1.88,1.18,3.06,1,0,1,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,78,44,76,OB,Horsens,1.35,1.38,1.35,1.44,1.35,1.44,43,23,1.59,1.36,2.95,34,True,True,True,True,False,False,True,Denmark_Superliga,,8.05,87%,98%,,,,,,,,,,,,,,,,,2020-07-23 16:00:00
2019-2020,0,1,1,2,11,6,17,4,3,0,0,7,6,8,6,15,12,14,9,61,39,CASA Arena Horsens (Horsens),,4,3,2.45,3.65,2.6,1.2,1.67,2.7,1.57,2.3,1.34,1.6,3.1,2.25,1.3,2.55,3.3,1.46,2,0,0,1,1,2,0,1595764800,-1,1,53,0,2171,1,1,5,4,6,2,9,8,2,3,2,0,5,2,1,69,46,95,87,1.93,1.51,3.44,0,0,0,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,78,43,77,Horsens,OB,1.38,1.35,1.39,1.4,1.39,1.4,41,22,1.49,1.35,2.84,34,True,True,False,False,False,False,True,Denmark_Superliga,,4,83%,87%,,,,,,,,,,,,,,,,,2020-07-26 12:00:00
2019-2020,0,2,1,3,2,3,5,5,3,0,0,6,3,8,3,14,6,0,1,45,55,Ceres Park & Arena (Århus),,5,3,1.67,3.75,5.0,1.28,1.95,3.25,1.72,2.0,1.42,1.74,2.75,2.02,1.36,2.75,3.0,1.4,3,1,0,1,1,2,1,1596045600,2516,1,57,0,8247,1,1,2,1,0,2,3,2,1,2,4,1,3,5,1,48,41,133,118,1.66,0.9,2.57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,74,35,70,AGF,OB,1.81,1.35,1.78,1.39,1.78,1.39,46,27,1.8,1.36,3.16,37,True,True,True,False,False,False,True,Denmark_Superliga,,14.99,76%,42%,,,,,,,,,,,,,,,,,2020-07-29 18:00:00
2020-2021,1,2,0,2,6,6,12,0,1,0,0,6,3,6,13,12,16,14,10,37,63,Sydbank Park (Haderslev),,0,1,4.85,3.7,1.69,1.25,1.8,3.05,1.77,1.95,1.3,1.55,3.3,2.38,1.33,2.62,3.25,1.44,2,0,0,2,0,2,0,1599843600,2519,0,0,0,-1,1,1,0,3,6,3,3,9,0,0,0,1,0,1,1,27,59,76,134,1.38,1.66,3.03,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,SønderjyskE,Midtjylland,1.63,1.38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,True,True,False,False,False,False,False,Denmark_Superliga,,8.05,76%,40%,,,,,,,,,,,,,,,,,2020-09-11 17:00:00
2020-2021,1,0,3,3,4,4,8,1,3,1,0,5,8,14,9,19,17,8,13,45,55,CASA Arena Horsens (Horsens),,3,3,2.8,3.4,2.45,1.28,1.91,3.25,1.71,2.05,1.34,1.6,3.1,2.25,1.36,2.62,3.0,1.44,3,0,0,0,3,3,0,1599998400,2521,0,0,0,1216,1,1,2,1,2,3,3,5,0,2,2,1,2,3,1,42,40,104,110,1.85,1.93,3.78,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Horsens,Randers,0.88,1.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,True,True,True,False,False,False,False,Denmark_Superliga,,5.01,82%,100%,,,,,,,,,,,,,,,,,2020-09-13 12:00:00
2020-2021,1,0,0,0,7,6,13,1,1,0,1,2,3,7,9,9,12,5,10,51,49,Lyngby Stadion (Lyngby),,1,3,3.1,3.5,2.2,1.23,1.74,2.85,1.61,2.2,1.46,1.93,2.6,1.88,1.33,2.5,3.25,1.5,0,0,0,0,0,0,0,1599998400,-1,0,0,0,2138,1,1,4,2,3,4,6,7,1,1,0,1,2,1,1,38,57,88,112,0.99,1.39,2.38,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Lyngby,AaB,0.63,1.12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,False,False,False,False,False,False,False,Denmark_Superliga,,5.99,94%,100%,,,,,,,,,,,,,,,,,2020-09-13 12:00:00
2020-2021,1,3,2,5,8,4,12,1,2,0,0,7,4,5,5,12,9,15,10,59,41,Brøndby Stadion (Brøndby),,1,2,2.0,3.55,3.5,1.19,1.62,2.6,1.56,2.35,1.34,1.6,3.1,2.25,1.3,2.5,3.4,1.5,5,0,2,3,0,3,2,1600005600,2517,0,0,0,-1,1,1,3,1,5,3,4,8,0,0,1,2,0,3,1,43,29,125,77,1.57,1.06,2.64,1,0,0,0,1,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Brøndby,Nordsjælland,2.13,0.94,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2020-09-13 14:00:00
2020-2021,1,3,2,5,2,5,7,1,2,0,0,9,7,4,6,13,13,10,11,33,67,Nature Energy Park (Odense),,1,2,3.55,3.5,2.0,1.25,1.8,3.0,1.65,2.1,1.58,2.0,2.28,1.75,1.36,2.62,3.0,1.44,5,3,0,0,2,2,3,1600012800,2523,0,0,0,-1,1,1,2,4,0,1,6,1,0,0,1,2,0,3,1,28,63,86,134,1.66,1.78,3.44,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,OB,København,1.63,1.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,True,True,True,True,True,False,True,Denmark_Superliga,,12.75,82%,68%,,,,,,,,,,,,,,,,,2020-09-13 16:00:00
2020-2021,1,4,2,6,5,5,10,1,2,0,0,10,4,4,2,14,6,20,14,42,58,Ceres Park & Arena (Århus),,1,2,1.65,3.75,5.25,1.26,1.83,3.1,1.8,1.95,1.29,1.5,3.45,2.45,1.36,2.75,3.0,1.4,6,2,0,2,2,4,2,1600102800,2516,0,0,0,-1,1,1,3,4,2,1,7,3,0,1,1,1,1,2,1,52,33,88,96,1.96,0.91,2.87,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,1,18,20,-1,-1,-1,0,0,0,0,AGF,Vejle,1.71,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32,True,True,True,True,True,True,True,Denmark_Superliga,,3.36,77%,0%,,,,,,,,,,,,,,,,,2020-09-14 17:00:00
2020-2021,2,1,0,1,10,1,11,3,2,0,0,8,2,7,4,15,6,11,8,59,41,MCH Arena (Herning),,3,2,1.29,5.65,9.0,1.14,1.48,2.2,1.77,1.95,1.38,1.7,2.9,2.0,1.28,2.48,3.4,1.54,1,1,0,0,0,0,1,1600522200,955,0,0,0,-1,1,1,5,0,5,1,5,6,3,2,0,0,5,0,1,48,29,138,76,1.87,0.74,2.61,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,1,7,10,-1,-1,-1,0,0,0,0,Midtjylland,Lyngby,2.38,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,32,True,False,False,False,False,False,False,Denmark_Superliga,,3.36,77%,78%,,,,,,,,,,,,,,,,,2020-09-19 13:30:00
2020-2021,2,1,1,2,8,2,10,2,4,0,0,6,3,9,4,15,7,12,17,49,51,Nature Energy Park (Odense),,2,4,2.15,3.55,3.2,1.19,1.62,2.55,1.53,2.4,1.53,2.0,2.35,1.8,1.33,2.62,3.25,1.44,2,0,0,1,1,2,0,1600603200,-1,0,100,0,-1,1,1,3,2,5,0,5,5,2,0,0,4,2,4,1,36,31,81,62,1.63,0.88,2.51,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,1,19,16,-1,-1,-1,100,100,100,100,OB,Nordsjælland,1.63,0.94,3.0,0.0,3.0,0.0,0,0,1.66,1.06,2.72,32,True,True,False,False,False,False,True,Denmark_Superliga,,2.24,93%,75%,,,,,,,,,,,,,,,,,2020-09-20 12:00:00
2020-2021,2,1,2,3,3,5,8,2,2,0,0,10,4,5,6,15,10,13,22,48,52,Telia Parken (København),,2,2,1.91,3.7,3.8,1.22,1.71,2.8,1.65,2.15,1.4,1.7,2.75,2.0,1.33,2.62,3.25,1.44,3,1,1,0,1,1,2,1600603200,2517,0,0,0,-1,1,1,2,4,1,1,6,2,1,0,1,2,1,3,1,40,44,119,95,1.95,1.24,3.18,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,1,26,13,-1,-1,-1,0,0,0,0,København,Brøndby,1.94,1.69,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,32,True,True,True,False,False,False,True,Denmark_Superliga,,4.7,77%,75%,,,,,,,,,,,,,,,,,2020-09-20 12:00:00
2020-2021,2,1,1,2,11,2,13,6,1,0,1,7,3,9,5,16,8,18,9,71,29,Cepheus Park Randers (Randers),,6,3,2.85,3.4,2.4,1.24,1.77,2.95,1.62,2.2,1.35,1.93,2.95,1.81,1.4,2.75,2.75,1.4,2,0,0,1,1,2,0,1600610400,-1,0,0,0,-1,1,1,2,1,9,1,3,10,3,1,3,1,4,4,1,82,24,131,72,2.1,0.9,2.99,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,-1,-1,1,9,24,-1,-1,-1,0,0,0,0,Randers,AGF,1.31,1.25,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,32,True,True,False,False,False,False,True,Denmark_Superliga,,3.36,93%,0%,,,,,,,,,,,,,,,,,2020-09-20 14:00:00
2020-2021,2,4,1,5,4,3,7,1,2,0,0,8,3,3,4,11,7,11,12,45,55,Vejle Stadion (Vejle),,1,2,2.7,3.3,2.55,1.31,1.95,3.5,1.74,2.0,1.4,1.7,2.75,2.0,1.4,3.0,2.75,1.36,5,1,0,3,1,4,1,1600617600,3647,0,0,0,-1,1,1,0,2,4,1,2,5,0,0,1,2,0,3,1,38,55,93,89,1.54,1.06,2.59,2,0,2,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,1,13,14,-1,-1,-1,0,0,0,0,Vejle,SønderjyskE,1.38,1.13,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,32,True,True,True,True,True,False,True,Denmark_Superliga,,3.36,93%,0%,,,,,,,,,,,,,,,,,2020-09-20 16:00:00
2020-2021,2,1,0,1,10,3,13,1,1,0,0,6,3,13,6,19,9,9,16,54,46,Aalborg Portland Park (Aalborg),,1,1,1.59,4.15,5.2,1.25,1.8,3.05,1.83,1.87,1.3,1.75,3.25,2.0,1.4,3.0,2.75,1.36,1,0,0,1,0,1,0,1600707600,974,0,0,0,-1,1,1,5,1,5,2,6,7,1,0,0,1,1,1,1,88,34,165,81,2.26,1.03,3.29,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,1,15,11,-1,-1,-1,0,0,0,0,AaB,Horsens,1.75,0.63,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,32,True,False,False,False,False,False,False,Denmark_Superliga,,7.31,91%,17%,,,,,,,,,,,,,,,,,2020-09-21 17:00:00
