season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_x,pinnacle_ft_2,pinnacle_ft_1,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2018-2019,7,0,1,1,9,3,12,0,1,0,0,5,4,10,2,15,6,14,20,57,43,Right to Dream Park,"Idrætsvænget 2, Farum",0,1,1.57,4.05,5.6,1.21,1.69,2.7,1.8,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1535277600,2520,0,33,0,2494,1,1,5,1,4,2,6,6,0,0,0,1,0,1,1,0,0,0,0,1.83,1.0,2.83,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,67,Nordsjælland,Horsens,1.33,1.25,2.33,1.0,1.33,1.0,50,0,1.75,1.03,2.78,32,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-08-26 10:00:00
2018-2019,7,0,2,2,2,5,7,1,0,0,0,3,8,7,9,10,17,13,12,58,42,Vejle Stadion,"Roms Hule 3, Vejle",1,0,3.15,3.35,2.25,1.3,1.95,3.4,1.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1535284800,2523,0,84,0,6362,1,1,1,3,1,2,4,3,1,0,0,0,1,0,1,0,0,0,0,1.28,1.87,3.15,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,17,50,Vejle,OB,1.38,1.11,1.33,0.0,1.0,0.33,33,17,1.39,1.81,3.2,32,True,True,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-08-26 12:00:00
2018-2019,7,1,2,3,6,5,11,1,3,0,1,7,5,4,5,11,10,6,10,38,62,Nord Energi Arena,"Tørholmsvej 10, Hjørring",1,4,6.5,4.6,1.44,1.16,1.53,2.35,1.74,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1535292000,2517,0,67,0,5161,1,1,4,4,2,1,8,3,0,0,1,4,0,5,1,48,64,74,116,1.53,1.45,2.98,1,0,1,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,0,50,Vendsyssel,Brøndby,0.94,1.61,1.33,2.0,1.17,1.67,50,17,1.26,1.52,2.78,32,True,True,True,False,False,False,True,Denmark_Superliga,,23.31,92%,0%,,,,,,,,,,,,,,,,,2018-08-26 14:00:00
2018-2019,7,3,2,5,7,3,10,1,4,0,0,5,8,9,5,14,13,10,16,60,40,Telia Parken,"Øster Allé 50, København",1,4,1.41,4.35,7.75,1.19,1.62,2.55,1.87,1.95,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2,3,1535299200,55,0,50,0,11544,1,1,4,0,3,3,4,6,1,3,0,1,4,1,1,41,38,95,72,1.53,1.65,3.19,0,1,0,0,0,1,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,33,67,København,SønderjyskE,2.56,0.76,2.0,0.33,2.17,1.17,34,34,1.59,1.17,2.76,34,True,True,True,True,True,False,True,Denmark_Superliga,,10.29,52%,40%,,,,,,,,,,,,,,,,,2018-08-26 16:00:00
2018-2019,7,0,1,1,9,1,10,3,4,0,0,5,3,10,4,15,7,8,11,55,45,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",3,4,1.91,3.35,4.1,1.3,1.95,3.4,1.87,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1535389200,2527,0,59,0,5001,1,1,4,0,5,1,4,6,2,1,1,3,3,4,1,0,0,0,0,1.9,0.85,2.75,0,0,0,0,0,0,1,1,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,59,17,59,AaB,Esbjerg,1.0,1.28,3.0,1.33,2.17,1.33,59,42,1.06,1.19,2.25,34,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-08-27 17:00:00
2018-2019,8,0,0,0,3,4,7,2,2,0,0,3,5,5,3,8,8,10,13,48,52,CASA Arena Horsens,"Langmarksvej 53, Horsens",2,2,2.5,3.1,2.9,1.41,2.25,4.25,2.0,1.8,0.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1535734800,-1,0,67,0,7612,1,1,1,3,2,1,4,3,0,1,2,1,1,3,1,37,40,88,105,0.99,1.16,2.15,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,84,17,84,Horsens,Vejle,0.81,0.38,1.0,0.67,1.29,0.86,84,17,1.2,1.22,2.42,32,False,False,False,False,False,False,False,Denmark_Superliga,,6.93,59%,76%,,,,,,,,,,,,,,,,,2018-08-31 17:00:00
2018-2019,8,1,1,2,6,3,9,2,0,0,0,4,3,6,4,10,7,16,9,52,48,Sydbank Park,"Stadionvej 7, Haderslev",2,0,2.0,3.4,3.75,1.28,1.87,3.2,1.8,2.0,0.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1535810400,-1,0,50,0,4782,1,1,2,1,4,2,3,6,1,0,1,0,1,1,1,52,34,115,89,1.3,0.91,2.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,17,34,SønderjyskE,Hobro,1.35,0.38,2.0,0.33,1.0,0.57,34,17,1.35,1.31,2.66,32,True,True,False,False,False,False,True,Denmark_Superliga,,3.36,63%,75%,,,,,,,,,,,,,,,,,2018-09-01 14:00:00
2018-2019,8,0,0,0,8,4,12,1,2,0,0,3,3,5,3,8,6,7,5,40,60,Nature Energy Park,"Højstrupvej 7B, Odense",1,2,2.1,3.55,3.3,1.19,1.65,2.6,1.61,2.3,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1535882400,-1,0,50,0,5364,1,1,3,4,5,0,7,5,1,1,0,1,2,1,1,61,27,133,145,1.17,0.81,1.99,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,67,17,50,OB,Nordsjælland,1.78,1.11,0.67,0.33,0.71,1.14,84,33,1.5,1.22,2.72,36,False,False,False,False,False,False,False,Denmark_Superliga,,5.82,91%,1%,,,,,,,,,,,,,,,,,2018-09-02 10:00:00
2018-2019,8,2,2,4,2,5,7,2,1,0,0,7,5,4,3,11,8,13,9,43,57,BioNutria Park Randers,"Viborgvej 92a, Randers",2,1,2.55,3.05,2.9,1.44,2.35,4.55,2.1,1.74,1.72,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,1,1,3,1535889600,-1,0,0,0,4506,1,1,1,1,1,4,2,5,2,1,0,0,3,0,1,52,44,111,117,1.57,1.19,2.76,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,38,25,50,Randers,AaB,1.61,1.47,1.75,1.75,1.29,1.86,75,63,1.39,0.82,2.21,34,True,True,True,True,False,False,True,Denmark_Superliga,,5.82,68%,12%,,,,,,,,,,,,,,,,,2018-09-02 12:00:00
2018-2019,8,0,2,2,8,2,10,1,0,0,0,4,3,1,3,5,6,16,8,43,57,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",1,0,5.7,3.9,1.59,1.24,1.77,2.9,1.91,1.91,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1535896800,55,0,50,0,9841,1,1,2,0,6,2,2,8,0,0,1,0,0,1,1,58,29,102,103,1.03,0.82,1.84,0,0,0,0,0,0,1,1,0,1,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,34,67,Esbjerg,København,1.83,2.0,1.33,2.33,1.57,2.29,50,33,1.59,1.96,3.55,36,True,True,False,False,False,False,False,Denmark_Superliga,,3.36,60%,0%,,,,,,,,,,,,,,,,,2018-09-02 14:00:00
2018-2019,8,1,1,2,9,4,13,0,2,0,0,5,4,5,2,10,6,11,10,60,40,Ceres Park,"Stadion Allé 70, Århus",0,2,1.65,3.85,5.05,1.22,1.71,2.8,1.77,2.05,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1535904000,-1,0,67,0,7417,1,1,4,3,5,1,7,6,0,2,0,0,2,0,1,89,25,124,75,1.63,0.85,2.48,0,1,0,0,0,1,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,17,84,AGF,Vendsyssel,1.67,0.88,1.67,1.0,1.57,1.0,50,17,1.3,1.33,2.63,32,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-02 16:00:00
2018-2019,8,2,2,4,7,4,11,1,3,0,1,5,3,8,4,13,7,9,10,66,34,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",1,4,2.0,3.6,3.55,1.19,1.62,2.55,1.61,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1535911200,-1,0,67,0,14211,1,1,3,1,4,3,4,7,0,0,1,4,0,5,1,65,38,123,81,1.65,0.93,2.58,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,84,17,67,Brøndby,Midtjylland,1.37,1.61,1.33,1.33,1.86,2.0,67,17,2.01,1.2,3.21,36,True,True,True,True,False,False,True,Denmark_Superliga,,5.82,72%,8%,,,,,,,,,,,,,,,,,2018-09-02 18:00:00
2018-2019,9,1,1,2,7,2,9,1,1,0,0,6,12,5,1,11,13,8,9,52,48,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",1,1,1.95,3.3,3.95,1.35,2.1,3.8,2.0,1.83,1.72,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1537203600,-1,0,42,0,5716,1,1,3,0,4,2,3,6,0,0,1,1,0,2,1,61,25,119,94,1.56,1.85,3.41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,54,13,54,AaB,Vejle,1.0,0.38,2.0,0.75,1.75,0.88,84,46,1.34,1.21,2.55,32,True,True,False,False,False,False,True,Denmark_Superliga,,8.1,66%,44%,,,,,,,,,,,,,,,,,2018-09-17 17:00:00
2018-2019,9,2,4,6,3,11,14,1,2,0,0,4,7,10,7,14,14,9,16,66,34,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",1,2,1.38,4.8,7.5,1.15,1.53,2.3,1.77,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,0,2,2,4,1537106400,2519,0,50,0,16501,1,1,2,6,1,5,8,6,0,1,1,1,1,2,1,54,39,102,85,1.56,1.66,3.21,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,50,75,Brøndby,SønderjyskE,1.37,0.76,1.25,0.25,1.75,1.0,63,38,1.92,1.33,3.25,34,True,True,True,True,True,True,True,Denmark_Superliga,,12.75,72%,75%,,,,,,,,,,,,,,,,,2018-09-16 14:00:00
2018-2019,9,4,1,5,5,4,9,0,1,0,0,8,4,4,8,12,12,7,18,49,51,Right to Dream Park,"Idrætsvænget 2, Farum",0,1,1.87,3.7,3.85,1.24,1.77,2.9,1.74,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,2,1,3,2,1537020000,986,0,46,0,2312,1,1,1,2,4,2,3,6,0,0,0,1,0,1,1,0,0,0,0,1.61,1.5,3.11,0,0,0,0,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,88,17,100,Nordsjælland,Randers,1.33,1.26,1.75,0.67,1.13,1.25,54,13,1.77,1.1,2.87,36,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-15 14:00:00
2018-2019,9,3,2,5,4,3,7,1,2,0,1,7,4,6,10,13,14,11,15,41,59,CASA Arena Horsens,"Langmarksvej 53, Horsens",1,4,3.05,3.05,2.45,1.43,2.35,4.45,2.05,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,1,1,4,1537099200,2520,0,38,0,5410,1,1,3,1,1,2,4,3,0,1,1,2,1,3,1,0,0,0,0,1.63,1.63,3.26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,50,0,38,Horsens,AGF,0.81,1.33,1.0,1.5,1.25,1.5,88,50,1.15,0.93,2.08,32,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-16 12:00:00
2018-2019,9,1,1,2,5,1,6,1,3,0,0,3,3,6,8,9,11,11,15,58,42,Nord Energi Arena,"Tørholmsvej 10, Hjørring",1,3,2.4,3.25,2.9,1.26,1.83,3.1,1.74,2.1,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1537092000,-1,0,75,0,1686,1,1,4,1,1,0,5,1,0,2,1,1,2,2,1,47,36,156,105,1.14,1.18,2.32,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,13,63,Vendsyssel,Hobro,0.94,0.38,1.0,0.5,1.0,0.63,38,13,1.33,1.21,2.54,32,True,True,False,False,False,False,True,Denmark_Superliga,,12.66,100%,92%,,,,,,,,,,,,,,,,,2018-09-16 10:00:00
2018-2019,9,3,1,4,2,4,6,1,3,0,0,6,3,5,4,11,7,23,11,41,59,MCH Arena,"Kaj Zartows Vej 5, Herning",1,3,2.8,3.4,2.4,1.24,1.77,2.95,1.69,2.15,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,4,1,0,2,1,3,1,1537113600,955,0,25,0,10973,1,1,1,0,1,4,1,5,0,1,1,2,1,3,1,33,34,65,112,1.35,0.92,2.27,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,75,Midtjylland,København,2.33,2.0,2.5,2.5,1.88,2.38,50,25,1.76,1.68,3.44,36,True,True,True,True,False,False,True,Denmark_Superliga,,12.75,77%,92%,,,,,,,,,,,,,,,,,2018-09-16 16:00:00
2018-2019,9,2,0,2,4,5,9,4,0,0,0,4,6,7,11,11,17,14,6,39,61,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",4,0,3.1,3.4,2.25,1.29,1.95,3.35,1.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1536944400,2527,0,50,0,4425,1,1,1,0,3,5,1,8,3,0,1,0,3,1,1,0,0,0,0,1.14,2.06,3.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,63,75,Esbjerg,OB,1.83,1.11,1.0,0.75,1.38,0.75,50,25,1.45,1.82,3.27,36,True,True,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-14 17:00:00
2018-2019,10,3,2,5,0,6,6,4,3,0,0,5,8,3,8,8,16,12,11,39,61,Ceres Park,"Stadion Allé 70, Århus",4,3,3.6,3.45,2.0,1.22,1.71,2.8,1.69,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2,3,1537718400,2516,0,75,0,15418,-1,1,-1,-1,-1,-1,-1,-1,1,2,3,1,3,4,1,30,50,86,108,1.08,1.93,3.02,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,88,13,88,AGF,Brøndby,1.67,1.61,1.5,2.25,1.33,1.56,63,13,1.41,1.5,2.91,36,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-23 16:00:00
2018-2019,10,2,1,3,8,0,8,0,2,0,0,4,2,7,3,11,5,10,17,63,37,Telia Parken,"Øster Allé 50, København",0,2,1.51,4.35,5.85,1.17,1.57,2.45,1.71,2.15,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1537711200,55,0,50,0,22025,1,1,6,0,2,0,6,2,0,1,0,1,1,1,1,75,19,124,65,1.52,0.6,2.13,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,63,København,Nordsjælland,2.56,1.11,2.25,0.5,2.11,1.33,50,25,1.58,1.12,2.7,36,True,True,True,False,False,False,True,Denmark_Superliga,,13.87,50%,75%,,,,,,,,,,,,,,,,,2018-09-23 14:00:00
2018-2019,10,0,5,5,2,9,11,0,1,0,0,3,7,3,11,6,18,5,13,39,61,HDS Arena,"Schulstrasse 8, Waltersdorf, Schönefeld",0,1,3.4,3.25,2.15,1.37,2.15,3.95,2.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,0,3,3,2,1537704000,974,0,35,0,3426,1,1,1,4,1,5,5,6,0,1,0,0,1,0,1,0,0,0,0,0.76,2.17,2.92,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,70,33,58,Hobro,AaB,1.31,1.47,0.75,1.6,0.67,1.67,43,30,1.13,0.92,2.05,32,True,True,True,True,True,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-23 12:00:00
2018-2019,10,4,0,4,3,6,9,2,0,0,0,5,4,6,7,11,11,10,8,40,60,Nature Energy Park,"Højstrupvej 7B, Odense",2,0,1.69,3.75,4.9,1.28,1.87,3.2,1.87,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3,0,3,1,1537808400,2523,0,38,0,4365,1,1,3,2,0,4,5,4,0,0,2,0,0,2,1,0,0,0,0,1.31,1.36,2.67,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,13,38,OB,Horsens,1.78,1.25,0.75,1.5,0.67,1.44,63,38,1.41,1.02,2.43,32,True,True,True,True,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-24 17:00:00
2018-2019,10,2,0,2,8,4,12,2,1,0,0,7,4,6,8,13,12,17,8,54,46,BioNutria Park Randers,"Viborgvej 92a, Randers",2,1,1.71,3.7,4.7,1.27,1.87,3.2,1.87,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1537624800,2521,0,48,0,2617,1,1,5,3,3,1,8,4,0,0,2,1,0,3,1,0,0,0,0,1.66,1.24,2.9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,80,45,78,Randers,Vendsyssel,1.61,0.88,1.6,1.0,1.11,1.0,43,20,1.43,1.21,2.64,32,True,True,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-22 14:00:00
2018-2019,10,0,0,0,2,10,12,3,2,0,1,2,4,3,8,5,12,14,13,46,54,Sydbank Park,"Stadionvej 7, Haderslev",3,4,3.7,3.6,1.95,1.22,1.71,2.75,1.69,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1537696800,-1,0,75,0,5785,1,1,1,4,1,6,5,7,3,2,0,1,5,1,1,0,0,0,0,0.81,1.5,2.31,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,88,13,50,SønderjyskE,Midtjylland,1.35,1.61,1.75,1.25,1.22,2.0,50,13,1.33,1.13,2.46,34,False,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-23 10:00:00
2018-2019,10,1,0,1,3,1,4,1,0,0,1,5,4,6,9,11,13,8,14,44,56,Vejle Stadion,"Roms Hule 3, Vejle",1,2,2.3,3.2,3.15,1.37,2.15,3.95,1.95,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1537549200,3647,0,63,0,5154,1,1,2,0,1,1,2,2,0,0,1,1,0,2,1,0,0,0,0,1.36,1.48,2.85,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,25,50,Vejle,Esbjerg,1.38,1.28,1.0,1.75,0.89,1.56,63,25,1.36,1.1,2.46,32,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-21 17:00:00
2018-2019,11,0,1,1,2,3,5,2,0,0,0,0,3,7,7,7,10,13,11,62,38,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",2,0,2.55,3.3,2.7,1.29,1.95,3.35,1.8,2.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1538316000,2523,0,45,0,5739,1,1,2,2,0,1,4,1,0,0,2,0,0,2,1,47,26,158,80,0.81,1.04,1.85,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,65,20,65,AaB,OB,1.0,1.11,1.75,0.6,1.8,0.9,68,35,1.4,1.87,3.27,34,True,False,False,False,False,False,False,Denmark_Superliga,,16.24,76%,92%,,,,,,,,,,,,,,,,,2018-09-30 14:00:00
2018-2019,11,1,2,3,8,2,10,2,3,1,0,3,4,5,4,8,8,10,13,60,40,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",4,3,1.4,4.7,7.0,1.15,1.53,2.3,1.77,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,2,1,1538323200,2520,0,40,0,11626,1,1,5,1,3,1,6,4,0,0,3,3,0,6,1,63,36,144,90,1.19,1.06,2.25,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,30,70,Brøndby,Horsens,1.37,1.25,1.0,1.2,1.4,1.3,50,20,1.85,1.09,2.94,32,True,True,True,False,False,False,True,Denmark_Superliga,,12.75,71%,75%,,,,,,,,,,,,,,,,,2018-09-30 16:00:00
2018-2019,11,4,1,5,3,3,6,2,4,0,1,7,2,7,7,14,9,15,12,50,50,Right to Dream Park,"Idrætsvænget 2, Farum",2,5,1.95,3.7,3.6,1.19,1.65,2.6,1.62,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,2,0,2,3,1538413200,986,0,50,0,2207,1,1,2,2,1,1,4,2,1,2,1,3,3,4,1,0,0,0,0,1.76,0.95,2.71,0,0,0,0,0,0,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,40,90,Nordsjælland,SønderjyskE,1.33,0.76,2.0,0.8,1.2,1.2,50,30,1.74,1.41,3.15,34,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-10-01 17:00:00
2018-2019,11,0,0,0,5,4,9,1,1,0,0,4,2,5,1,9,3,7,12,60,40,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",1,1,3.05,3.2,2.35,1.31,1.95,3.45,1.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1538308800,-1,0,40,0,4867,1,1,2,0,3,4,2,7,0,0,1,1,0,2,1,37,31,125,90,1.13,0.57,1.7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,70,40,60,Esbjerg,AGF,1.83,1.33,1.4,1.2,1.4,1.5,70,30,1.39,1.1,2.49,36,False,False,False,False,False,False,False,Denmark_Superliga,,13.87,82%,92%,,,,,,,,,,,,,,,,,2018-09-30 12:00:00
2018-2019,11,5,2,7,3,2,5,0,0,0,0,10,5,10,4,20,9,7,3,70,30,MCH Arena,"Kaj Zartows Vej 5, Herning",0,0,1.19,6.55,14.25,1.16,1.54,2.35,2.25,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0,1,2,3,4,1538229600,955,0,60,0,6092,1,-1,1,1,2,1,2,3,0,0,0,0,0,0,1,0,0,0,0,2.48,1.02,3.5,0,0,0,0,0,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,90,30,80,Midtjylland,Hobro,2.33,0.38,2.6,0.6,1.9,0.6,30,10,1.68,1.2,2.88,32,True,True,True,True,True,True,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2018-09-29 14:00:00
