season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2021-2022,24,0,1,1,10,1,11,2,2,0,0,4,4,3,2,7,6,16,25,69,31,Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass)),,2,2,2.87,3.35,2.12,1.22,1.89,2.83,1.66,2.1,0.0,0.0,0.0,0.0,1.31,2.46,3.1,1.48,1,0,1,0,0,0,1,1647100200,5083,0,47,0,-1,1,1,8,0,2,1,8,3,0,0,2,2,0,4,1,70,32,86,76,1.23,0.9,2.13,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,78,39,61,Al Hazm,Dhamk,0.87,1.2,0.91,1.17,0.61,1.57,49,22,1.04,1.17,2.21,30,True,False,False,False,False,False,False,Saudi_Pro_League,,6.91,30%,100%,,,,,,,,,,,,,,,,,2022-03-12 15:50:00
2021-2022,24,3,1,4,4,0,4,0,2,0,0,5,3,9,5,14,8,16,16,50,50,Prince Abdullah al-Faisal Stadium (Jeddah),,0,2,1.89,3.64,3.66,1.21,1.96,2.72,1.63,2.14,0.0,1.95,0.0,1.85,1.31,2.43,3.1,1.49,4,1,1,2,0,2,2,1647107100,5062,0,46,0,-1,1,1,3,0,1,0,3,1,0,1,0,1,1,1,1,46,42,89,92,1.57,1.03,2.59,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,63,30,63,Al Ahli,Al Ta'ee,1.27,0.87,1.25,0.83,1.09,1.13,67,38,1.71,1.3,3.01,30,True,True,True,True,False,False,True,Saudi_Pro_League,,11.5,57%,0%,,,,,,,,,,,,,,,,,2022-03-12 17:45:00
2021-2022,24,0,1,1,1,8,9,1,0,0,0,2,7,3,2,5,9,11,7,22,78,King Abdullah Sport City Stadium (Buraydah (Buraidah)),,1,0,5.2,4.3,1.47,1.16,1.54,2.38,1.71,2.04,0.0,0.0,0.0,0.0,1.26,2.3,3.5,1.56,1,0,0,0,1,1,0,1647186600,5066,0,53,0,-1,1,1,0,2,1,6,2,7,0,0,1,0,0,1,1,26,96,60,121,0.65,1.76,2.41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,82,22,77,Al Raed,Al Hilal,1.53,2.13,1.82,1.89,1.26,2.05,59,18,1.31,1.63,2.94,30,True,False,False,False,False,False,False,Saudi_Pro_League,,17.4,24%,88%,,,,,,,,,,,,,,,,,2022-03-13 15:50:00
2021-2022,24,0,2,2,6,2,8,3,4,0,0,6,6,7,6,13,12,15,12,55,45,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh)),,3,4,2.6,3.4,2.4,1.19,1.66,2.61,1.56,2.3,0.0,0.0,0.0,0.0,1.31,2.45,3.2,1.5,2,0,1,0,1,1,1,1647193500,5070,0,66,0,-1,1,1,1,2,5,0,3,5,2,3,1,1,5,2,1,71,53,88,77,1.75,1.56,3.31,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,87,47,87,Al Shabab,Al Ittihad,2.13,2.0,2.33,2.09,2.0,2.35,35,13,1.72,1.59,3.31,30,True,True,False,False,False,False,False,Saudi_Pro_League,,16.55,21%,0%,,,,,,,,,,,,,,,,,2022-03-13 17:45:00
2021-2022,25,1,0,1,5,7,12,5,3,0,0,3,2,7,7,10,9,13,15,41,59,Al Majma'ah Sports City Stadium (Al Majma'ah),,5,3,2.4,3.15,2.55,1.22,1.8,2.76,1.6,2.2,0.0,0.0,0.0,0.0,1.35,2.64,3.08,1.46,1,0,0,1,0,1,0,1647531900,5072,0,50,0,-1,1,1,5,2,0,5,7,5,3,2,2,1,5,3,1,34,65,62,80,1.09,1.18,2.26,0,0,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,63,46,71,Al Faisaly,Al Fateh,1.8,1.13,1.67,1.17,1.04,1.29,54,38,1.37,1.12,2.49,30,True,False,False,False,False,False,False,Saudi_Pro_League,,7.78,35%,4%,,,,,,,,,,,,,,,,,2022-03-17 15:45:00
2021-2022,25,1,0,1,0,5,5,3,2,0,1,6,4,9,7,15,11,9,17,55,45,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,3,4,2.4,2.95,2.75,1.2,1.7,2.65,1.6,2.2,0.0,0.0,0.0,0.0,1.34,2.58,3.15,1.48,1,1,0,0,0,0,1,1647532500,5083,0,55,0,-1,1,1,0,3,0,2,3,2,1,1,2,2,2,4,1,50,62,106,102,1.73,1.43,3.16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,78,32,69,Dhamk,Al Ittifaq,1.73,1.13,2.0,0.91,1.63,1.04,59,23,1.28,1.2,2.48,30,True,False,False,False,False,False,False,Saudi_Pro_League,,8.05,21%,100%,,,,,,,,,,,,,,,,,2022-03-17 15:55:00
2021-2022,25,1,0,1,5,7,12,2,3,0,1,7,2,4,4,11,6,14,9,59,41,Mrsool Park (Ar-Riyāḍ (Riyadh)),,2,5,1.33,4.2,7.5,1.23,1.75,2.55,2.02,1.7,1.93,0.0,1.88,0.0,1.3,2.57,3.2,1.5,1,0,0,1,0,1,0,1647539400,5069,0,61,0,-1,1,1,4,3,1,4,7,5,0,2,2,2,2,4,1,49,36,69,61,1.54,0.78,2.32,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,79,39,75,Al Nassr,Al Feiha,2.13,0.6,2.0,0.67,1.88,1.3,47,22,1.66,1.16,2.82,30,True,False,False,False,False,False,False,Saudi_Pro_League,,7.52,12%,0%,,,,,,,,,,,,,,,,,2022-03-17 17:50:00
2021-2022,25,2,2,4,1,2,3,2,1,0,0,7,4,2,3,9,7,12,12,41,59,Prince Abdul Aziz bin Musa'ed Stadium (Ha'il (Hail)),,2,1,5.0,4.0,1.48,1.17,1.73,2.4,1.72,2.0,0.0,0.0,0.0,0.0,1.25,2.25,3.5,1.57,4,0,1,2,1,3,1,1647619200,-1,0,64,0,-1,1,1,0,0,1,2,0,3,2,0,0,1,2,1,1,60,61,98,114,1.5,1.18,2.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,87,50,82,Al Ta'ee,Al Shabab,1.6,1.53,1.45,1.64,1.08,1.92,32,14,1.28,1.32,2.6,30,True,True,True,True,False,False,True,Saudi_Pro_League,,6.91,13%,0%,,,,,,,,,,,,,,,,,2022-03-18 16:00:00
2021-2022,25,3,0,3,5,6,11,2,3,0,0,7,0,3,7,10,7,16,15,54,46,King Abdullah Sports City (Jeddah),,2,3,1.13,8.0,9.0,1.11,1.36,2.38,2.5,1.5,0.0,0.0,0.0,0.0,1.25,2.1,3.75,1.67,3,0,0,3,0,3,0,1647619500,5070,0,29,0,-1,1,1,3,4,2,2,7,4,2,1,0,2,3,2,1,87,56,107,90,1.75,0.85,2.6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,67,25,67,Al Ittihad,Al Hazm,2.33,0.27,2.58,0.33,2.38,0.58,63,34,1.31,1.42,2.73,30,True,True,True,False,False,False,False,Saudi_Pro_League,,13.8,44%,0%,,,,,,,,,,,,,,,,,2022-03-18 16:05:00
2021-2022,25,4,2,6,3,4,7,1,1,0,0,6,4,3,7,9,11,16,10,58,42,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh)),,1,1,1.31,4.7,7.0,1.17,1.6,2.43,1.87,1.83,0.0,1.9,0.0,1.9,1.26,2.25,3.5,1.57,6,3,0,1,2,3,3,1647625800,5066,0,44,0,-1,1,1,3,3,0,1,6,1,1,1,0,0,2,0,1,62,57,90,72,1.44,1.38,2.82,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,74,31,57,Al Hilal,Al Ahli,2.33,0.87,2.17,0.91,2.09,1.17,62,26,1.86,1.28,3.14,30,True,True,True,True,True,True,True,Saudi_Pro_League,,5.79,8%,0%,,,,,,,,,,,,,,,,,2022-03-18 17:50:00
2021-2022,25,2,0,2,2,1,3,3,0,0,0,7,4,3,1,10,5,16,17,38,62,Al-Batin FC Stadium (Hafar Al-Batin),,3,0,2.59,3.13,2.51,1.21,1.88,2.75,1.6,2.2,0.0,0.0,0.0,0.0,1.31,2.43,3.1,1.49,2,0,0,2,0,2,0,1647704700,5073,0,46,0,-1,1,1,1,1,1,0,2,1,1,0,2,0,1,2,1,31,32,62,87,1.35,0.84,2.19,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,71,42,75,Al Batin,Al Raed,1.53,0.87,1.33,0.75,0.92,1.21,46,29,1.17,1.29,2.46,30,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2022-03-19 15:45:00
2021-2022,25,1,1,2,5,5,10,2,3,0,0,4,3,6,7,10,10,9,9,52,48,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,2,3,2.67,3.31,2.41,1.22,1.9,2.8,1.61,2.17,0.0,0.0,0.0,0.0,1.31,2.46,3.1,1.48,2,1,1,0,0,0,2,1647705300,-1,0,71,0,-1,1,1,3,1,2,4,4,6,0,0,2,3,0,5,1,40,46,82,83,1.2,1.18,2.38,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,46,71,Abha,Al Taawon,1.73,1.07,1.92,0.92,1.29,1.04,38,13,1.18,1.36,2.54,30,True,True,False,False,False,False,True,Saudi_Pro_League,,6.91,72%,0%,,,,,,,,,,,,,,,,,2022-03-19 15:55:00
2021-2022,26,0,4,4,7,4,11,4,3,0,0,5,7,5,4,10,11,12,11,65,35,King Abdullah Sport City Stadium (Buraydah (Buraidah)),,4,3,1.91,3.4,3.3,1.25,1.78,2.95,1.7,2.1,1.8,0.0,2.0,0.0,1.35,2.7,2.9,1.4,4,0,0,0,4,4,0,1651767600,5065,0,63,0,-1,1,1,3,2,4,2,5,6,1,1,3,2,2,5,1,84,65,111,110,1.59,1.66,3.25,0,2,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,84,25,75,Al Taawon,Al Ittifaq,1.2,1.13,1.17,0.83,1.04,1.0,46,17,1.52,1.22,2.74,30,True,True,True,True,False,False,False,Saudi_Pro_League,,13.09,16%,30%,,,,,,,,,,,,,,,,,2022-05-05 16:20:00
2021-2022,26,2,2,4,3,3,6,2,4,0,0,3,6,3,16,6,22,15,18,42,58,Al-Batin FC Stadium (Hafar Al-Batin),,2,4,3.0,3.2,2.1,1.23,1.91,2.81,1.65,2.1,0.0,0.0,0.0,0.0,1.32,2.5,3.1,1.47,4,1,0,1,2,3,1,1651773000,-1,0,44,0,-1,1,1,2,1,1,2,3,3,0,1,2,3,1,5,1,47,77,86,115,0.94,2.36,3.29,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,72,44,68,Al Batin,Al Ahli,1.53,0.87,1.46,0.83,1.0,1.12,65,28,1.18,1.28,2.46,30,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2022-05-05 17:50:00
2021-2022,26,4,4,8,6,6,12,1,2,0,0,6,7,2,2,8,9,9,17,60,40,Prince Abdullah bin Jalawi Sports City Stadium (Al-Hasa),,1,2,3.4,3.34,1.95,1.2,1.7,2.7,1.58,2.28,0.0,0.0,0.0,0.0,1.29,2.55,3.3,1.45,8,2,3,2,1,3,5,1651852200,-1,0,55,0,-1,1,1,2,3,4,3,5,7,0,1,1,1,1,2,1,62,55,100,80,1.38,1.46,2.84,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,79,42,75,Al Fateh,Al Ittihad,1.2,2.0,1.42,2.17,1.24,2.4,42,21,1.52,1.59,3.11,30,True,True,True,True,True,True,True,Saudi_Pro_League,,12.73,33%,4%,,,,,,,,,,,,,,,,,2022-05-06 15:50:00
2021-2022,26,0,0,0,3,5,8,0,0,0,0,7,4,4,4,11,8,16,8,51,49,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,0,0,2.73,3.19,2.35,1.33,1.95,3.5,1.83,1.83,0.0,0.0,0.0,0.0,1.44,3.25,2.63,1.33,0,0,0,0,0,0,0,1651853400,-1,0,52,0,-1,1,-1,2,2,1,3,4,4,0,0,0,0,0,0,1,74,71,107,113,1.72,1.31,3.03,0,0,0,0,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,68,28,68,Abha,Al Faisaly,1.73,0.4,1.85,0.42,1.28,1.12,61,33,1.19,1.07,2.26,30,False,False,False,False,False,False,False,Saudi_Pro_League,,4.61,46%,0%,,,,,,,,,,,,,,,,,2022-05-06 16:10:00
2021-2022,26,4,2,6,2,6,8,1,5,0,0,10,6,4,5,14,11,7,23,47,53,Mrsool Park (Ar-Riyāḍ (Riyadh)),,1,5,1.95,3.6,3.13,1.18,1.7,2.55,1.58,2.2,1.9,0.0,1.9,0.0,1.31,2.4,3.2,1.51,6,3,0,1,2,3,3,1651859400,5069,0,58,0,-1,1,1,1,3,1,3,4,4,0,3,1,2,3,3,1,44,66,94,96,1.9,1.59,3.5,1,0,1,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,84,46,79,Al Nassr,Al Shabab,2.13,1.53,2.08,1.58,1.92,1.88,29,17,1.65,1.3,2.95,30,True,True,True,True,True,True,True,Saudi_Pro_League,,8.93,19%,4%,,,,,,,,,,,,,,,,,2022-05-06 17:50:00
2021-2022,26,2,4,6,1,8,9,2,2,0,0,6,14,4,8,10,22,14,13,31,69,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,2,2,5.2,4.4,1.52,1.2,1.65,2.6,1.85,1.85,0.0,2.0,0.0,1.8,1.32,2.55,3.1,1.5,6,2,1,0,3,3,3,1651939800,5066,0,57,0,-1,1,1,0,3,1,5,3,6,1,0,1,2,1,3,1,38,76,65,87,1.33,2.9,4.23,1,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,75,31,75,Dhamk,Al Hilal,1.73,2.13,2.08,1.82,1.68,2.04,69,26,1.32,1.74,3.06,30,True,True,True,True,True,True,True,Saudi_Pro_League,,4.45,57%,29%,,,,,,,,,,,,,,,,,2022-05-07 16:10:00
2021-2022,26,3,1,4,3,1,4,2,3,0,0,6,2,7,7,13,9,19,13,59,41,Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass)),,2,3,2.7,3.05,2.6,1.54,2.41,5.6,2.1,1.65,0.0,0.0,0.0,0.0,1.62,4.1,2.27,1.19,4,1,1,2,0,2,2,1651940400,5089,0,44,0,-1,1,1,1,0,2,1,1,3,0,1,2,2,1,4,1,52,43,76,84,1.61,1.02,2.64,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,64,28,60,Al Hazm,Al Feiha,0.87,0.6,0.83,0.62,0.56,1.32,72,37,1.06,1.13,2.19,30,True,True,True,True,False,False,True,Saudi_Pro_League,,4.61,20%,0%,,,,,,,,,,,,,,,,,2022-05-07 16:20:00
2021-2022,26,2,2,4,4,9,13,4,0,0,0,5,4,1,8,6,12,16,13,45,55,Prince Abdul Aziz bin Musa'ed Stadium (Ha'il (Hail)),,4,0,2.7,3.2,2.5,1.26,1.89,3.1,1.72,2.0,0.0,0.0,0.0,0.0,1.37,2.7,2.8,1.4,4,2,1,0,1,1,3,1651945800,-1,0,61,0,-1,1,1,3,2,1,7,5,8,2,0,2,0,2,2,1,22,29,54,51,0.89,1.24,2.13,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,80,37,76,Al Ta'ee,Al Raed,1.6,0.87,1.42,0.69,1.08,1.16,32,20,1.3,1.26,2.56,30,True,True,True,True,False,False,True,Saudi_Pro_League,,2.3,31%,0%,,,,,,,,,,,,,,,,,2022-05-07 17:50:00
2021-2022,27,1,0,1,4,3,7,3,2,0,0,2,6,6,3,8,9,17,14,39,61,King Abdullah Sport City Stadium (Buraydah (Buraidah)),,3,2,1.64,3.62,4.18,1.19,1.7,2.6,1.62,2.15,1.8,0.0,2.0,0.0,1.35,2.54,3.05,1.51,1,1,0,0,0,0,1,1652372400,5074,0,56,0,-1,1,1,1,3,3,0,4,3,1,1,2,1,2,3,1,60,74,84,97,1.08,1.53,2.61,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,71,20,60,Al Taawon,Al Batin,1.2,0.67,1.08,0.5,1.0,1.0,52,29,1.52,1.03,2.55,30,True,False,False,False,False,False,False,Saudi_Pro_League,,10.25,10%,0%,,,,,,,,,,,,,,,,,2022-05-12 16:20:00
2021-2022,27,1,0,1,5,1,6,1,2,0,1,5,0,14,3,19,3,17,9,68,32,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh)),,1,4,1.57,3.85,4.68,1.26,1.73,2.9,1.73,2.0,0.0,0.0,0.0,0.0,1.33,2.63,3.25,1.44,1,0,0,1,0,1,0,1652377800,5067,0,46,0,-1,1,1,2,1,3,0,3,3,0,2,1,1,2,2,1,47,10,85,50,1.88,0.27,2.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,73,35,77,Al Shabab,Al Faisaly,2.13,0.4,2.15,0.46,1.81,1.12,54,27,1.72,1.09,2.81,30,True,False,False,False,False,False,False,Saudi_Pro_League,,8.57,12%,0%,,,,,,,,,,,,,,,,,2022-05-12 17:50:00
2021-2022,27,0,0,0,2,4,6,1,2,0,0,5,5,7,6,12,11,9,15,36,64,Al Majma'ah Sports City Stadium (Al Majma'ah),,1,2,2.28,3.25,3.0,1.33,2.01,3.5,1.75,2.0,1.61,2.03,2.17,1.7,1.45,2.94,2.6,1.36,0,0,0,0,0,0,0,1653322800,-1,0,36,0,-1,1,1,2,3,0,1,5,1,0,1,1,1,1,2,1,29,33,66,89,1.32,1.29,2.61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,59,23,60,Al Feiha,Dhamk,1.73,1.2,2.08,1.31,1.27,1.62,65,41,1.37,1.15,2.52,30,False,False,False,False,False,False,False,Saudi_Pro_League,,1.66,45%,2%,,,,,,,,,,,,,,,,,2022-05-23 16:20:00
2021-2022,27,0,3,3,6,3,9,0,2,0,0,8,8,6,2,14,10,11,11,49,51,King Abdullah Sport City Stadium (Buraydah (Buraidah)),,0,2,4.3,3.6,1.67,1.15,1.45,2.35,1.54,2.25,2.0,0.0,1.8,0.0,1.26,2.3,3.25,1.51,3,0,1,0,2,2,1,1653156000,5069,0,40,0,-1,1,1,3,3,3,0,6,3,0,0,0,2,0,2,1,32,30,52,52,1.67,1.41,3.07,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,68,19,68,Al Raed,Al Nassr,1.53,1.93,1.67,1.77,1.15,1.96,61,33,1.26,1.72,2.98,30,True,True,True,False,False,False,False,Saudi_Pro_League,,15.99,13%,0%,,,,,,,,,,,,,,,,,2022-05-21 18:00:00
2021-2022,27,1,2,3,9,6,15,2,5,0,0,8,3,5,2,13,5,13,24,65,35,Prince Abdullah bin Jalawi Sports City Stadium (Al-Hasa),,2,5,1.89,3.5,3.75,1.25,1.8,3.0,1.77,1.93,0.0,0.0,0.0,0.0,1.37,2.76,2.97,1.42,3,0,1,1,1,2,1,1653235200,5085,0,35,0,-1,1,1,4,5,5,1,9,6,1,2,1,3,3,4,1,73,41,86,65,1.9,0.83,2.73,0,0,0,0,0,0,1,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,62,39,66,Al Fateh,Al Ta'ee,1.2,0.87,1.38,0.77,1.23,1.08,50,39,1.51,1.28,2.79,30,True,True,True,False,False,False,True,Saudi_Pro_League,,6.29,9%,47%,,,,,,,,,,,,,,,,,2022-05-22 16:00:00
2021-2022,27,1,1,2,8,3,11,3,1,0,0,2,2,10,0,12,2,8,13,56,44,King Abdullah Sports City (Jeddah),,3,1,1.76,3.6,4.2,1.28,1.9,3.25,1.8,1.9,0.0,0.0,0.0,0.0,1.39,2.85,2.7,1.35,2,1,1,0,0,0,2,1653242400,-1,0,64,0,-1,1,1,0,1,8,2,1,10,1,0,2,1,1,3,1,102,67,97,91,1.63,0.76,2.39,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,80,32,76,Al Ahli,Abha,1.27,0.6,1.38,0.67,1.12,1.27,56,20,1.7,1.19,2.89,30,True,True,False,False,False,False,True,Saudi_Pro_League,,9.22,65%,0%,,,,,,,,,,,,,,,,,2022-05-22 18:00:00
2021-2022,27,5,2,7,4,6,10,4,1,0,0,6,3,8,10,14,13,19,14,43,57,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam)),,4,1,1.59,3.85,5.2,1.23,1.82,2.75,1.75,1.95,1.9,0.0,1.9,0.0,1.35,2.55,2.95,1.45,7,2,1,3,1,4,3,1653148800,5065,0,39,0,-1,1,1,1,3,3,3,4,6,1,0,3,1,1,4,1,24,24,77,64,1.48,1.2,2.68,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,58,23,66,Al Ittifaq,Al Hazm,1.13,0.27,1.08,0.31,1.04,0.65,62,42,1.48,1.38,2.86,30,True,True,True,True,True,True,True,Saudi_Pro_League,,16.11,15%,0%,,,,,,,,,,,,,,,,,2022-05-21 16:00:00
2021-2022,27,1,3,4,5,6,11,2,1,0,0,6,5,0,2,6,7,15,14,41,59,King Abdullah Sports City (Jeddah),,2,1,3.1,3.45,2.12,1.19,1.7,2.55,1.5,2.4,1.53,1.98,2.33,1.83,1.3,2.45,3.2,1.48,4,1,1,0,2,2,2,1653328800,5066,0,47,0,-1,1,1,1,1,4,5,2,9,1,1,1,0,2,1,1,53,59,58,76,1.18,1.22,2.4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,38,77,Al Ittihad,Al Hilal,2.33,2.13,2.62,2.0,2.35,2.12,50,15,1.34,1.77,3.11,30,True,True,True,True,False,False,True,Saudi_Pro_League,,15.82,51%,0%,,,,,,,,,,,,,,,,,2022-05-23 18:00:00
2021-2022,28,0,3,3,5,6,11,1,1,0,0,0,4,0,0,0,4,11,8,55,45,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,1,1,3.01,3.59,2.1,1.22,1.68,2.75,1.64,2.2,0.0,0.0,0.0,0.0,1.35,2.65,3.07,1.45,3,0,2,0,1,1,2,1653840900,5064,0,46,0,-1,1,1,1,3,4,3,4,7,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,62,39,62,Dhamk,Al Fateh,1.73,1.13,1.92,1.08,1.59,1.19,77,39,1.32,1.12,2.44,30,True,True,True,False,False,False,False,Saudi_Pro_League,,3,42%,31%,,,,,,,,,,,,,,,,,2022-05-29 16:15:00
2021-2022,28,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Al Majma'ah Sports City Stadium (Al Majma'ah),,-1,-1,3.46,3.35,2.0,1.27,1.85,3.1,1.73,2.05,0.0,0.0,0.0,0.0,1.39,2.75,2.91,1.4,1,0,1,0,0,0,1,1653841200,5074,0,50,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,66,31,62,Al Feiha,Al Taawon,1.73,1.07,2.0,0.92,1.26,1.07,62,35,1.37,1.34,2.71,30,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2022-05-29 16:20:00
