season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,date
2016-2017,3,0,0,0,6,0,6,1,2,0,0,2,2,11,5,13,7,15,9,60,40,Ankara Ondokuz Mayıs Stadyumu,"19 Mayıs Stadyumu, Ulus, Ankara",1,2,1.74,3.81,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1473526800,-1,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Gençlerbirliği,Alanyaspor,1.76,0.88,3.0,0.0,2.0,1.5,50,0,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-10 17:00:00
2016-2017,3,0,0,0,2,4,6,2,2,0,0,8,2,8,5,16,7,11,18,61,39,5 Ocak Fatih Terim Stadyumu,"Stadyum Caddesi, Adana",2,2,2.64,3.27,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1473526800,-1,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,100,Adanaspor,Gaziantepspor,0.88,0.71,0.0,0.0,0.5,1.5,50,0,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-10 17:00:00
2016-2017,3,3,1,4,9,5,14,2,5,0,1,6,3,13,8,19,11,20,10,60,40,Vodafone Stadyumu,"Dolmabahçe Gazhane Caddesi, Beşiktaş, İstanbul",2,6,1.41,5.13,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1473531300,109,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,4,3,5,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,Beşiktaş,Karabükspor,2.53,0.53,3.0,0.0,2.0,1.5,50,50,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-10 18:15:00
2016-2017,3,0,2,2,6,7,13,3,1,0,0,5,9,9,9,14,18,-1,-1,50,50,Hüseyin Avni Aker Stadyumu (Trabzon),"Trabzonspor Bulvarı, Trabzon",3,1,2.23,3.37,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1473602400,186,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,0,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,Trabzonspor,Osmanlıspor,1.35,1.35,3.0,1.0,1.5,1.0,100,50,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-11 14:00:00
2016-2017,3,1,0,1,4,4,8,3,3,0,1,3,4,11,4,14,8,17,18,53,47,Yeni Rize Şehir Stadı,"Karadeniz Sahli Yolu Yanyolu, Rize",3,4,3.06,3.2,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1473602400,192,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2,0,2,5,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,0,0,Rizespor,Akhisar Belediyespor,1.29,1.12,1.0,3.0,0.5,1.5,100,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-11 14:00:00
2016-2017,3,1,3,4,8,2,10,4,3,0,0,4,5,6,3,10,8,12,15,59,41,Antalya Stadyumu,"100. Yıl Bulvarı, Antalya",4,3,2.87,3.2,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,3,4,0,1473613200,194,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,2,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,0,Antalyaspor,Konyaspor,1.82,1.18,1.0,1.0,0.5,1.0,100,50,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-11 17:00:00
2016-2017,3,0,1,1,6,4,10,0,2,0,0,4,5,10,4,14,9,14,16,67,33,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,"Recep Peker Caddesi, Kadıköy, İstanbul",0,2,1.55,4.47,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1473613200,191,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Fenerbahçe,Bursaspor,1.76,0.82,1.0,3.0,0.5,1.5,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-11 17:00:00
2016-2017,4,3,2,5,6,2,8,3,2,0,0,4,4,4,6,8,10,20,21,56,44,Dr. Necmettin Şeyhoğlu Stadı,"Fatih Caddesi, Yenişehir, Karabük",3,2,2.13,3.44,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,3,2,5,0,1474041600,198,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,0,100,Karabükspor,Antalyaspor,2.0,1.59,3.0,0.0,1.0,0.33,0,0,0.0,0.0,0.0,34,True,True,True,True,True,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-16 16:00:00
2016-2017,4,3,1,4,3,5,8,5,3,1,0,6,4,7,8,13,12,16,18,41,59,Bursa Büyükşehir Belediye Stadyumu,"Dikkaldırım Mah. Hayran Cad., Osmangazi, Bursa",7,3,1.99,3.6,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,2,0,2,2,1474045200,191,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,4,1,4,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Bursaspor,Kayserispor,1.41,1.0,0.0,1.0,2.0,0.67,50,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-16 17:00:00
2016-2017,4,3,0,3,1,9,10,2,5,0,0,6,7,3,6,9,13,19,28,40,60,Bahçeşehir Okulları Stadyumu,"Sarıkadıoğlu Caddesi, Oba, Obaköy, Alanya",2,5,3.04,3.39,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,0,3,0,1474124400,189,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,4,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,50,Alanyaspor,Trabzonspor,1.47,1.65,3.0,0.0,1.33,1.0,50,50,0.0,0.0,0.0,34,True,True,True,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-17 15:00:00
2016-2017,4,2,0,2,7,3,10,1,3,0,0,7,3,7,6,14,9,17,17,68,32,Türk Telekom Stadyumu,"İstanbul Çevre Yolu, Aslantepe, İstanbul",1,3,1.42,4.92,8.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1474133400,187,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,50,Galatasaray,Rizespor,1.94,0.82,3.0,0.0,2.33,1.33,50,50,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-17 17:30:00
2016-2017,4,1,1,2,5,3,8,4,2,0,0,5,4,8,3,13,7,9,14,58,42,Konya Büyükşehir Belediye Stadyumu,"Sille Parsana Mh., Kaletaş Caddesi, Selçuklu, Konya",4,2,1.99,3.47,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1474207200,-1,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,1,1,4,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Konyaspor,Gençlerbirliği,1.35,0.94,1.0,1.0,1.67,1.67,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-18 14:00:00
2016-2017,4,1,0,1,3,2,5,4,4,0,0,4,2,5,7,9,9,12,14,66,34,Osmanlı Stadı,"Vural Baylan Bulvari, Ankara",4,4,1.57,4.23,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1474207200,186,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,3,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Osmanlıspor,Adanaspor,0.88,0.59,1.0,1.0,1.67,0.67,50,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-18 14:00:00
2016-2017,4,0,1,1,11,6,17,0,3,0,0,8,4,16,5,24,9,5,4,-1,-1,Kamil Ocak Stadyumu (Gaziantep),"Istasyon Caddesi, Gaziantep",0,3,4.87,3.59,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1474216200,196,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,Gaziantepspor,İstanbul Başakşehir,0.82,1.88,3.0,3.0,1.33,3.0,100,50,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-18 16:30:00
2016-2017,4,0,2,2,3,4,7,3,3,0,0,3,7,9,5,12,12,4,6,-1,-1,Manisa 19 Mayıs Stadyumu,"Akhisar Caddesi, Şehitler, Manisa",3,3,3.63,3.57,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1474218000,109,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,3,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Akhisar Belediyespor,Beşiktaş,1.71,2.0,0.0,1.0,1.0,2.33,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-18 17:00:00
2016-2017,4,1,5,6,5,6,11,2,4,0,0,0,0,0,0,0,0,18,16,-1,-1,Recep Tayyip Erdoğan Stadyumu,"Tepebaşı Caddesi, Kasımpaşa, Beyoğlu, İstanbul",2,4,4.27,3.68,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,3,1,2,3,3,1474304400,105,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,3,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,100,Kasımpaşa,Fenerbahçe,1.65,2.0,1.0,0.0,0.33,0.33,100,50,0.0,0.0,0.0,34,True,True,True,True,True,True,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-19 17:00:00
2016-2017,5,0,0,0,4,4,8,2,3,0,0,6,3,7,6,13,9,22,29,53,47,Antalya Stadyumu,"100. Yıl Bulvarı, Antalya",2,3,2.22,3.49,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1474650000,-1,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,3,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,50,0,0,Antalyaspor,Akhisar Belediyespor,1.82,1.12,0.5,1.5,0.25,0.75,75,50,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-23 17:00:00
2016-2017,5,2,2,4,10,4,14,4,3,0,0,6,5,16,6,22,11,20,21,58,42,Başakşehir Fatih Terim Stadyumu,"Yunus Emre Caddesi, Başakşehir, İstanbul",4,3,2.06,3.49,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,1,3,1,1474713000,-1,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,3,1,3,4,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,50,0,75,İstanbul Başakşehir,Osmanlıspor,2.41,1.35,3.0,2.0,3.0,2.0,75,50,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-24 10:30:00
2016-2017,5,1,0,1,7,4,11,6,2,0,0,6,2,9,4,15,6,-1,-1,-1,-1,Hüseyin Avni Aker Stadyumu (Trabzon),"Trabzonspor Bulvarı, Trabzon",6,2,2.3,3.4,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1474722000,185,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,0,4,2,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,100,0,50,Trabzonspor,Konyaspor,1.35,1.18,1.5,2.0,0.75,1.5,75,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-24 13:00:00
2016-2017,5,2,2,4,8,8,16,2,3,0,0,8,9,8,7,16,16,16,15,53,47,Vodafone Stadyumu,"Dolmabahçe Gazhane Caddesi, Beşiktaş, İstanbul",2,3,1.97,3.78,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,2,0,2,2,1474736400,-1,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,Beşiktaş,Galatasaray,2.53,1.82,3.0,2.0,2.5,2.5,25,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-24 17:00:00
2016-2017,5,2,1,3,3,9,12,5,2,0,0,5,8,3,5,8,13,17,17,40,60,Kadir Has Şehir Stadı,"İle Fırat Caddesi, Kayseri",5,2,1.81,3.61,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,1,2,1474799400,193,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,4,2,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,100,25,75,Kayserispor,Rizespor,1.24,0.82,0.5,0.0,0.5,1.0,75,0,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-25 10:30:00
2016-2017,5,1,0,1,4,5,9,3,1,1,0,0,0,0,0,0,0,20,11,-1,-1,Bursa Büyükşehir Belediye Stadyumu,"Dikkaldırım Mah. Hayran Cad., Osmangazi, Bursa",4,1,1.79,3.93,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1474808400,191,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,1,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,25,100,Bursaspor,Kasımpaşa,1.41,0.88,1.5,0.0,2.25,0.25,50,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-25 13:00:00
2016-2017,5,2,1,3,4,3,7,1,6,0,0,7,5,11,5,18,10,12,14,55,45,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,"Recep Peker Caddesi, Kadıköy, İstanbul",1,6,1.23,6.9,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1474819200,105,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,5,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,50,25,75,Fenerbahçe,Gaziantepspor,1.76,0.71,0.5,0.5,1.0,1.0,75,50,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-25 16:00:00
2016-2017,5,2,0,2,5,3,8,1,2,0,1,6,3,7,4,13,7,15,23,57,43,Ankara Ondokuz Mayıs Stadyumu,"19 Mayıs Stadyumu, Ulus, Ankara",1,4,2.14,3.45,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1474819200,199,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,50,25,50,Gençlerbirliği,Karabükspor,1.76,0.53,2.0,0.0,1.5,1.5,75,50,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-25 16:00:00
2016-2017,5,3,2,5,1,3,4,2,6,0,0,8,6,5,5,13,11,13,15,47,53,5 Ocak Fatih Terim Stadyumu,"Stadyum Caddesi, Adana",2,6,2.8,3.36,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2,3,1474909200,190,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,6,1,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,25,50,Adanaspor,Alanyaspor,0.88,0.88,0.5,0.5,0.5,1.75,50,50,0.0,0.0,0.0,34,True,True,True,True,True,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-26 17:00:00
2016-2017,6,0,0,0,0,2,2,2,0,0,0,2,3,7,9,9,12,22,15,52,48,Manisa 19 Mayıs Stadyumu,"Akhisar Caddesi, Şehitler, Manisa",2,0,2.58,3.24,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1475254800,-1,0,75,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,75,100,Akhisar Belediyespor,Gençlerbirliği,1.71,0.94,0.0,1.0,0.8,1.8,50,0,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-09-30 17:00:00
2016-2017,6,4,0,4,3,3,6,0,2,0,0,7,3,2,7,9,10,17,18,54,46,Dr. Necmettin Şeyhoğlu Stadı,"Fatih Caddesi, Yenişehir, Karabük",0,2,2.78,3.31,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,4,0,4,0,1475326800,198,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,0,25,Karabükspor,Trabzonspor,2.0,1.65,3.0,0.0,1.2,1.2,25,25,0.0,0.0,0.0,34,True,True,True,True,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-10-01 13:00:00
2016-2017,6,3,1,4,3,2,5,4,4,0,1,7,2,10,5,17,7,21,17,55,45,Recep Tayyip Erdoğan Stadyumu,"Tepebaşı Caddesi, Kasımpaşa, Beyoğlu, İstanbul",4,6,2.76,3.52,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,3,0,3,1,1475326800,197,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,4,2,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,75,100,Kasımpaşa,Kayserispor,1.65,1.0,0.5,0.5,0.2,1.0,25,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-10-01 13:00:00
2016-2017,6,0,1,1,3,5,8,1,4,0,0,0,4,6,10,6,14,13,5,36,64,Yeni Rize Şehir Stadı,"Karadeniz Sahli Yolu Yanyolu, Rize",1,4,5.85,4.32,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1475337600,109,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,3,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,50,50,Rizespor,Beşiktaş,1.29,2.0,2.0,2.0,0.8,2.2,75,25,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2016-10-01 16:00:00
