season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,date
2021-2022,32,2,1,3,5,3,8,3,1,0,2,5,3,7,4,12,7,12,18,48,52,Çaykur Didi Stadyumu (Rize),,3,4,3.68,3.72,2.06,1.27,1.8,3.12,1.67,2.08,1.57,2.0,2.25,1.8,1.38,2.72,3.04,1.46,3,1,1,1,0,1,2,1649509200,192,0,62,0,-1,1,1,3,1,2,2,4,4,2,1,1,2,3,3,1,65,58,88,80,1.58,1.07,2.65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,74,33,71,Rizespor,Konyaspor,1.37,1.32,1.44,1.4,0.84,1.87,42,26,1.45,1.67,3.12,38,True,True,True,False,False,False,True,Turkey_Süper_Lig,,2.8,82%,21%,,,,,,,,,,,,,,,,,2022-04-09 13:00:00
2021-2022,32,0,2,2,6,5,11,2,3,0,0,9,4,12,11,21,15,0,1,48,52,Yeni Sivas 4 Eylül Stadyumu (Sivas),,2,3,2.8,3.25,2.55,1.32,2.1,3.61,1.78,2.0,1.67,2.16,2.12,1.65,1.47,3.2,2.85,1.4,2,0,1,0,1,1,1,1649595600,196,0,64,0,-1,1,1,3,2,3,3,5,6,1,1,1,2,2,3,1,82,65,115,124,2.54,1.7,4.24,0,0,0,0,0,0,1,1,0,1,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,77,27,74,Sivasspor,İstanbul Başakşehir,1.53,1.42,1.53,1.27,1.32,1.61,50,24,1.53,1.44,2.97,38,True,True,False,False,False,False,False,Turkey_Süper_Lig,,12.66,62%,75%,,,,,,,,,,,,,,,,,2022-04-10 13:00:00
2021-2022,32,3,1,4,7,7,14,1,1,0,0,10,6,6,4,16,10,6,10,59,41,Yeni Adana Stadyumu (Adana),,1,1,1.57,4.1,5.75,1.25,1.67,2.96,1.8,2.0,1.5,1.88,2.48,1.93,1.38,2.75,3.25,1.5,4,2,0,1,1,2,2,1649595600,349,0,48,0,-1,1,1,4,0,3,7,4,10,1,1,0,0,2,0,1,79,54,115,74,2.28,1.44,3.72,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,68,16,55,Adana Demirspor,Altay,1.68,0.79,1.73,0.75,1.58,0.94,56,32,1.86,1.22,3.08,38,True,True,True,True,False,False,True,Turkey_Süper_Lig,,11.5,53%,40%,,,,,,,,,,,,,,,,,2022-04-10 13:00:00
2021-2022,32,4,1,5,3,5,8,1,1,0,1,9,5,5,3,14,8,11,11,55,45,Antalya Stadyumu (Antalya),,1,3,2.28,3.5,3.09,1.29,1.9,3.44,1.75,2.05,1.65,2.15,2.18,1.7,1.44,3.0,3.0,1.44,5,3,1,1,0,1,4,1649698200,195,0,52,0,-1,1,1,1,3,2,2,4,4,1,0,0,2,1,2,1,47,47,70,65,1.85,1.19,3.04,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,81,38,74,Antalyaspor,Hatayspor,1.89,0.95,1.87,1.13,1.42,1.55,52,20,1.52,1.36,2.88,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,14.97,46%,20%,,,,,,,,,,,,,,,,,2022-04-11 17:30:00
2021-2022,33,4,1,5,3,7,10,1,2,0,1,10,7,11,2,21,9,10,10,56,44,Konya Büyükşehir Belediye Stadyumu (Konya),,1,4,1.79,3.94,4.35,1.25,1.88,2.96,1.75,2.1,1.5,1.95,2.48,1.85,1.38,2.75,3.25,1.5,5,2,0,2,1,3,2,1650191400,194,0,41,0,-1,1,1,3,4,0,3,7,3,0,1,1,2,1,3,1,71,50,81,87,2.52,1.42,3.95,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,69,41,66,Konyaspor,Gazişehir Gaziantep,2.26,0.32,2.31,0.38,1.81,1.28,53,32,1.74,1.55,3.29,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,11.03,29%,100%,,,,,,,,,,,,,,,,,2022-04-17 10:30:00
2021-2022,33,1,1,2,15,4,19,1,3,0,0,7,2,15,7,22,9,11,8,63,37,Medical Park Stadyumu (Trabzon),,1,3,1.57,4.2,5.5,1.22,1.7,2.83,1.8,2.0,1.58,2.02,2.28,1.74,1.36,2.5,3.0,1.5,2,0,1,1,0,1,1,1650043800,-1,0,54,0,-1,1,1,4,1,11,3,5,14,1,3,0,0,4,0,1,102,37,93,64,2.6,0.98,3.57,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,78,47,81,Trabzonspor,Fatih Karagümrük,2.26,1.16,2.38,1.06,2.25,1.44,44,22,1.9,1.5,3.4,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,0,81%,40%,,,,,,,,,,,,,,,,,2022-04-15 17:30:00
2021-2022,33,0,0,0,3,9,12,1,1,0,0,3,6,5,7,8,13,12,15,31,69,Çotanak Stadyumu (Giresun),,1,1,3.05,3.35,2.23,1.27,1.88,3.12,1.68,2.2,1.53,2.0,2.4,1.8,1.42,2.85,3.1,1.47,0,0,0,0,0,0,0,1650216600,-1,0,63,0,-1,1,1,2,4,1,4,6,5,1,1,0,0,2,0,1,48,104,72,98,1.06,1.98,3.05,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,75,32,72,Giresunspor,Beşiktaş,1.37,1.21,1.31,1.0,1.22,1.56,53,25,1.74,1.88,3.62,38,False,False,False,False,False,False,False,Turkey_Süper_Lig,,11.12,52%,100%,,,,,,,,,,,,,,,,,2022-04-17 17:30:00
2021-2022,33,2,0,2,6,3,9,1,2,0,0,9,9,8,4,17,13,10,9,66,34,NEF Stadyumu (İstanbul),,1,2,1.57,4.0,5.4,1.19,1.79,2.8,2.0,1.72,1.5,1.9,2.52,1.9,1.34,2.35,3.0,1.52,2,0,0,2,0,2,0,1650303000,187,0,38,0,-1,1,1,5,2,1,1,7,2,1,1,0,1,2,1,1,102,69,119,91,2.43,1.95,4.38,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,60,29,69,Galatasaray,Yeni Malatyaspor,1.74,0.42,1.69,0.5,1.28,0.63,66,41,1.99,1.15,3.14,38,True,True,False,False,False,False,False,Turkey_Süper_Lig,,14.97,87%,75%,,,,,,,,,,,,,,,,,2022-04-18 17:30:00
2021-2022,33,1,3,4,7,1,8,1,3,0,0,8,4,7,4,15,8,15,7,65,35,Bahçeşehir Okulları Stadyumu (Alanya),,1,3,1.98,3.2,3.19,1.31,1.86,3.44,1.8,1.91,1.42,1.74,2.75,2.02,1.44,2.75,2.62,1.4,4,0,2,1,1,2,2,1650114000,195,0,51,0,-1,1,1,5,1,2,0,6,2,1,2,0,1,3,1,1,92,35,105,81,2.17,1.05,3.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,79,38,72,Alanyaspor,Antalyaspor,1.63,1.21,1.56,1.0,1.63,1.47,50,22,1.76,1.44,3.2,38,True,True,True,True,False,False,True,Turkey_Süper_Lig,,1.97,53%,21%,,,,,,,,,,,,,,,,,2022-04-16 13:00:00
2021-2022,33,1,1,2,4,4,8,2,1,0,0,4,8,3,2,7,10,8,11,55,45,Yeni Hatay Stadyumu (Hatay),,2,1,2.32,3.31,3.27,1.27,1.97,3.15,1.7,2.05,1.53,2.0,2.4,1.8,1.44,2.75,2.62,1.4,2,0,1,1,0,1,1,1650105000,-1,0,62,0,-1,1,1,2,1,2,3,3,5,1,0,1,1,1,2,1,68,80,110,113,1.22,1.77,3.0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,75,49,78,Hatayspor,Sivasspor,1.84,1.32,2.0,1.13,1.5,1.28,36,26,1.62,1.38,3.0,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,21.85,22%,0%,,,,,,,,,,,,,,,,,2022-04-16 10:30:00
2021-2022,33,4,0,4,3,7,10,1,1,0,1,11,6,9,3,20,9,13,11,52,48,Recep Tayyip Erdoğan Stadyumu (İstanbul),,1,3,2.4,3.3,2.8,1.22,1.84,2.8,1.6,2.35,1.47,1.8,2.55,2.0,1.38,2.65,3.25,1.53,4,2,0,2,0,2,2,1650200400,197,0,69,0,-1,1,1,2,4,1,3,6,4,1,2,0,0,3,0,1,43,38,76,73,2.33,1.27,3.6,2,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,35,78,Kasımpaşa,Adana Demirspor,1.47,1.21,1.56,1.44,1.28,1.63,38,13,1.89,1.73,3.62,38,True,True,True,True,False,False,False,Turkey_Süper_Lig,,24.16,87%,75%,,,,,,,,,,,,,,,,,2022-04-17 13:00:00
2021-2022,33,1,1,2,3,9,12,2,1,0,0,6,7,4,12,10,19,0,1,40,60,Alsancak Mustafa Denizli Stadı (İzmir),,2,1,3.2,3.19,1.98,1.31,1.86,3.44,1.8,1.91,1.65,2.12,2.16,1.67,1.44,3.0,2.62,1.36,2,0,1,1,0,1,1,1650114000,-1,0,55,0,-1,1,1,3,3,0,6,6,6,1,0,1,1,1,2,1,66,86,75,106,1.52,2.3,3.83,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,74,26,77,Altay,İstanbul Başakşehir,1.0,1.42,1.13,1.38,0.91,1.66,49,26,1.63,1.45,3.08,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2022-04-16 13:00:00
2021-2022,33,2,0,2,2,6,8,0,3,0,1,5,4,9,5,14,9,7,17,61,39,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi (İstanbul),,0,5,1.52,3.79,4.76,1.19,1.62,2.65,1.8,2.0,1.5,1.93,2.48,1.88,1.36,2.5,3.0,1.5,2,1,0,1,0,1,1,1650130200,105,0,78,0,-1,1,1,1,4,1,2,5,3,0,0,0,4,0,4,1,68,61,91,78,1.72,1.29,3.01,1,0,1,0,0,0,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,97,32,84,Fenerbahçe,Göztepe,2.0,0.74,1.94,0.87,1.84,0.84,29,3,1.93,1.4,3.33,38,True,True,False,False,False,False,False,Turkey_Süper_Lig,,2.3,62%,0%,,,,,,,,,,,,,,,,,2022-04-16 17:30:00
2021-2022,33,1,1,2,8,5,13,2,2,0,0,6,3,4,6,10,9,14,16,47,53,Kadir Has Şehir Stadı (Kayseri),,2,2,2.05,3.45,3.5,1.27,1.89,3.12,1.67,2.1,1.53,2.0,2.4,1.8,1.4,2.75,2.75,1.4,2,0,0,1,1,2,0,1650043800,-1,0,49,0,-1,1,1,6,3,2,2,9,4,1,0,1,2,1,3,1,60,50,95,81,1.49,1.14,2.63,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,84,35,81,Kayserispor,Rizespor,1.79,0.53,1.88,0.2,1.28,0.91,39,16,1.39,1.39,2.78,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,0,61%,40%,,,,,,,,,,,,,,,,,2022-04-15 17:30:00
2021-2022,34,2,1,3,2,5,7,1,0,1,0,3,6,4,4,7,10,12,6,47,53,Atatürk Olimpiyat Stadı (İstanbul),,3,0,2.28,3.4,2.95,1.29,1.95,3.44,1.73,2.0,1.63,2.1,2.05,1.61,1.44,2.75,2.62,1.4,3,0,0,2,1,3,0,1650718800,10659,0,44,0,-1,1,1,2,1,0,4,3,4,1,0,1,0,1,1,1,40,61,69,76,0.94,1.49,2.43,1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,35,66,Fatih Karagümrük,Giresunspor,1.84,1.0,1.81,1.13,1.42,1.21,63,38,1.58,1.45,3.03,38,True,True,True,False,False,False,True,Turkey_Süper_Lig,,6.91,46%,0%,,,,,,,,,,,,,,,,,2022-04-23 13:00:00
2021-2022,34,0,3,3,4,5,9,5,5,0,0,5,5,9,5,14,10,16,10,62,38,Vodafone Park (İstanbul),,5,5,1.72,3.61,3.7,1.17,1.57,2.45,1.57,2.25,1.53,1.95,2.44,1.85,1.29,2.25,3.5,1.57,3,0,2,0,1,1,2,1650907800,197,0,56,0,-1,1,1,1,5,3,0,6,3,3,2,2,3,5,5,1,75,45,98,80,1.77,1.31,3.08,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,82,41,78,Beşiktaş,Kasımpaşa,1.89,1.32,2.13,1.0,1.55,1.33,44,19,1.98,1.62,3.6,38,True,True,True,False,False,False,False,Turkey_Süper_Lig,,2.3,77%,0%,,,,,,,,,,,,,,,,,2022-04-25 17:30:00
2021-2022,34,0,1,1,6,5,11,3,4,0,0,6,7,8,2,14,9,15,8,44,56,Alsancak Mustafa Denizli Stadı (İzmir),,3,4,4.18,3.78,1.83,1.27,1.85,3.12,1.73,2.0,1.46,1.83,2.64,1.98,1.4,2.75,2.75,1.4,1,0,1,0,0,0,1,1650821400,187,0,56,0,-1,1,1,1,4,5,1,5,6,2,0,1,4,2,5,1,61,50,94,92,1.74,1.43,3.17,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,82,47,75,Altay,Galatasaray,1.0,1.0,1.13,0.88,0.91,1.33,50,19,1.63,1.69,3.32,38,True,False,False,False,False,False,False,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2022-04-24 17:30:00
2021-2022,34,1,3,4,9,0,9,1,1,0,0,5,6,9,4,14,10,12,9,64,36,Yeni Adana Stadyumu (Adana),,1,1,2.25,3.25,2.75,1.25,1.7,3.06,1.67,2.1,1.4,1.71,2.65,1.95,1.4,2.62,2.75,1.44,4,0,2,1,1,2,2,1650735000,185,0,54,0,-1,1,1,4,0,5,0,4,5,1,0,0,1,1,1,1,119,42,110,84,2.08,1.36,3.44,1,1,0,1,1,0,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,72,26,66,Adana Demirspor,Trabzonspor,1.68,2.0,1.81,2.13,1.58,2.21,54,28,1.89,1.54,3.43,38,True,True,True,True,False,False,True,Turkey_Süper_Lig,,8.05,35%,0%,,,,,,,,,,,,,,,,,2022-04-23 17:30:00
2021-2022,34,1,0,1,4,7,11,2,5,0,0,3,4,3,7,6,11,7,11,38,62,Yeni Sivas 4 Eylül Stadyumu (Sivas),,2,5,2.5,3.22,2.38,1.29,1.78,3.44,1.73,2.0,1.64,2.12,2.2,1.72,1.4,2.75,2.75,1.4,1,0,0,1,0,1,0,1650907800,202,0,60,0,-1,1,1,2,3,2,4,5,6,1,1,1,4,2,5,1,60,93,77,101,1.03,1.64,2.67,1,0,1,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,32,69,Sivasspor,Alanyaspor,1.53,1.74,1.44,1.69,1.27,1.58,50,16,1.59,1.36,2.95,38,True,False,False,False,False,False,False,Turkey_Süper_Lig,,6.91,50%,0%,,,,,,,,,,,,,,,,,2022-04-25 17:30:00
2021-2022,34,1,1,2,5,4,9,0,1,0,0,2,7,6,6,8,13,11,10,59,41,Antalya Stadyumu (Antalya),,0,1,1.82,3.7,4.4,1.29,1.97,3.33,1.8,1.91,1.64,2.12,2.2,1.72,1.4,2.75,2.75,1.4,2,0,0,1,1,2,0,1650821400,-1,0,66,0,-1,1,1,2,1,3,3,3,6,0,1,0,0,1,0,1,72,50,101,89,1.17,1.67,2.84,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,82,44,82,Antalyaspor,Kayserispor,1.89,0.68,1.94,0.69,1.52,1.27,41,19,1.54,1.32,2.86,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,5.75,45%,0%,,,,,,,,,,,,,,,,,2022-04-24 17:30:00
2021-2022,34,2,3,5,1,10,11,2,2,1,0,7,11,3,6,10,17,9,11,36,64,Yeni Malatya Stadyumu (Malatya),,4,2,5.45,4.24,1.65,1.22,1.78,2.83,1.73,2.0,1.5,2.0,2.3,1.8,1.36,2.5,3.0,1.5,5,0,2,2,1,3,2,1650805200,194,0,63,0,-1,1,1,1,5,0,5,6,5,2,1,1,1,3,2,1,37,60,58,62,1.39,2.26,3.65,1,0,1,0,0,0,1,1,0,1,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,75,38,69,Yeni Malatyaspor,Konyaspor,0.63,1.32,0.75,1.31,0.61,1.85,44,25,1.51,1.63,3.14,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,,,,,,,,,,,,,,,,,,,,2022-04-24 13:00:00
2021-2022,34,0,6,6,6,11,17,3,1,1,0,4,14,2,4,6,18,13,10,31,69,Çaykur Didi Stadyumu (Rize),,5,1,4.5,3.8,1.7,1.17,1.7,2.5,1.67,2.1,1.5,1.98,2.3,1.83,1.36,2.62,3.0,1.44,6,0,3,0,3,3,3,1650648600,105,0,67,0,-1,1,1,1,6,5,5,7,10,3,0,1,1,3,2,1,52,94,62,103,1.03,2.78,3.82,0,2,0,2,0,0,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,85,40,76,Rizespor,Fenerbahçe,1.37,1.84,1.53,1.75,0.91,1.88,43,15,1.46,1.7,3.16,38,True,True,True,True,True,True,False,Turkey_Süper_Lig,,4.76,68%,6%,,,,,,,,,,,,,,,,,2022-04-22 17:30:00
2021-2022,34,1,1,2,12,2,14,1,1,0,0,6,6,10,6,16,12,12,11,49,51,Gaziantep Stadyumu (Gaziantep),,1,1,1.83,3.7,3.85,1.22,1.68,2.83,1.62,2.2,1.44,1.8,2.45,2.0,1.36,2.62,3.0,1.44,2,0,0,1,1,2,0,1650718800,-1,0,72,0,-1,1,1,9,2,3,0,11,3,0,1,1,0,1,1,1,87,56,67,69,2.04,1.58,3.62,1,0,0,0,1,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,88,35,75,Gazişehir Gaziantep,Göztepe,2.11,0.74,2.19,0.81,1.24,0.82,32,13,1.65,1.39,3.04,38,True,True,False,False,False,False,True,Turkey_Süper_Lig,,2.3,18%,0%,,,,,,,,,,,,,,,,,2022-04-23 13:00:00
2021-2022,34,3,0,3,3,2,5,1,1,0,0,10,2,11,2,21,4,6,10,64,36,Başakşehir Fatih Terim Stadyumu (İstanbul),,1,1,1.74,4.04,4.9,1.27,1.87,3.12,1.73,2.0,1.5,2.0,2.3,1.8,1.4,2.62,2.75,1.44,3,0,0,3,0,3,0,1650805200,196,0,49,0,-1,1,1,3,2,0,0,5,0,1,0,0,1,1,1,1,88,37,103,63,2.65,0.67,3.31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,79,39,79,İstanbul Başakşehir,Hatayspor,2.0,0.95,1.94,1.06,1.64,1.48,49,22,1.91,1.35,3.26,38,True,True,True,False,False,False,False,Turkey_Süper_Lig,,17.27,38%,0%,,,,,,,,,,,,,,,,,2022-04-24 13:00:00
2021-2022,35,3,2,5,4,7,11,2,4,0,0,8,4,6,5,14,9,16,8,50,50,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi (İstanbul),,2,4,1.43,4.6,6.4,1.15,1.5,2.45,1.8,1.91,1.61,2.06,2.26,1.76,1.3,2.25,3.4,1.6,5,1,0,2,2,4,1,1651253400,105,0,53,0,-1,1,1,1,1,3,6,2,9,0,0,2,4,0,6,1,43,34,67,72,1.75,1.1,2.85,1,1,0,1,1,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,85,35,76,Fenerbahçe,Gazişehir Gaziantep,2.0,0.32,2.0,0.35,1.91,1.24,47,15,1.92,1.54,3.46,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,16.11,77%,0%,,,,,,,,,,,,,,,,,2022-04-29 17:30:00
2021-2022,35,1,2,3,4,3,7,1,1,0,0,4,5,10,8,14,13,12,12,50,50,Konya Büyükşehir Belediye Stadyumu (Konya),,1,1,1.81,4.0,4.44,1.22,1.75,2.83,1.67,2.1,1.55,1.93,2.3,1.88,1.33,2.5,3.25,1.5,3,1,0,0,2,2,1,1651323600,10659,0,44,0,-1,1,1,3,1,1,2,4,3,1,1,0,0,2,0,1,60,44,68,68,1.59,1.48,3.07,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,71,44,71,Konyaspor,Fatih Karagümrük,2.26,1.16,2.35,1.06,1.88,1.47,47,30,1.79,1.46,3.25,38,True,True,True,False,False,False,True,Turkey_Süper_Lig,,11.39,44%,73%,,,,,,,,,,,,,,,,,2022-04-30 13:00:00
2021-2022,35,2,3,5,4,6,10,0,3,0,1,6,8,7,9,13,17,13,20,50,50,Kadir Has Şehir Stadı (Kayseri),,0,4,3.15,3.7,2.03,1.22,1.67,2.87,1.67,2.1,1.62,2.0,2.2,1.73,1.33,2.63,3.25,1.44,5,1,0,1,3,4,1,1651410000,109,0,59,0,-1,1,1,2,4,2,2,6,4,0,1,0,3,1,3,1,54,67,64,63,1.62,2.1,3.73,1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,77,36,74,Kayserispor,Beşiktaş,1.79,1.21,1.82,1.0,1.26,1.5,53,24,1.39,1.88,3.27,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,11.5,62%,75%,,,,,,,,,,,,,,,,,2022-05-01 13:00:00
2021-2022,35,2,1,3,17,2,19,2,1,0,1,11,4,19,3,30,7,15,11,79,21,Bahçeşehir Okulları Stadyumu (Alanya),,2,3,1.3,5.3,8.1,1.15,1.5,2.25,2.0,1.73,1.55,1.95,2.3,1.85,1.29,2.25,3.5,1.57,3,0,1,2,0,2,1,1651410000,189,0,39,0,-1,1,1,12,1,5,1,13,6,0,2,2,0,2,2,1,126,25,84,61,3.54,0.91,4.44,0,0,0,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,65,33,65,Alanyaspor,Yeni Malatyaspor,1.63,0.42,1.47,0.47,1.53,0.59,62,36,1.78,1.2,2.98,38,True,True,True,False,False,False,True,Turkey_Süper_Lig,,3.91,75%,8%,,,,,,,,,,,,,,,,,2022-05-01 13:00:00
2021-2022,35,2,2,4,5,4,9,3,4,0,0,6,8,4,4,10,12,9,12,40,60,Medical Park Stadyumu (Trabzon),,3,4,1.68,3.46,4.08,1.25,1.74,3.06,1.8,1.91,1.5,1.85,2.48,1.95,1.36,2.75,3.0,1.4,4,1,0,1,2,3,1,1651339800,-1,0,53,0,-1,1,1,4,1,1,3,5,4,1,1,2,3,2,5,1,55,85,75,105,1.45,1.93,3.38,0,1,0,0,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,77,38,74,Trabzonspor,Antalyaspor,2.26,1.21,2.29,1.12,2.24,1.5,53,24,1.94,1.42,3.36,38,True,True,True,True,False,False,True,Turkey_Süper_Lig,,1.14,94%,75%,,,,,,,,,,,,,,,,,2022-04-30 17:30:00
2021-2022,35,2,3,5,6,1,7,2,4,0,0,4,6,8,8,12,14,10,17,55,45,NEF Stadyumu (İstanbul),,2,4,1.96,3.4,3.75,1.31,2.0,3.61,1.73,2.0,1.55,1.85,2.3,1.95,1.44,3.0,2.62,1.36,5,1,1,1,2,3,2,1651426200,202,0,62,0,-1,1,1,0,1,6,0,1,6,2,1,0,3,3,3,1,56,66,101,103,1.45,1.78,3.23,1,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,77,38,79,Galatasaray,Sivasspor,1.74,1.32,1.76,1.12,1.38,1.32,50,24,2.02,1.41,3.43,38,True,True,True,True,True,False,True,Turkey_Süper_Lig,,13.8,82%,40%,,,,,,,,,,,,,,,,,2022-05-01 17:30:00
2021-2022,35,2,0,2,4,2,6,0,1,0,0,5,2,9,6,14,8,11,15,42,58,Çotanak Stadyumu (Giresun),,0,1,3.2,3.45,2.15,1.29,1.87,3.25,1.73,2.0,1.46,1.83,2.64,1.98,1.4,2.75,2.75,1.4,2,1,0,1,0,1,1,1651253400,351,0,56,0,-1,1,1,3,0,1,2,3,3,0,0,0,1,0,1,1,75,71,107,109,1.78,1.17,2.94,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,77,35,74,Giresunspor,Adana Demirspor,1.37,1.21,1.29,1.35,1.18,1.53,47,24,1.7,1.71,3.41,38,True,True,False,False,False,False,False,Turkey_Süper_Lig,,3,84%,100%,,,,,,,,,,,,,,,,,2022-04-29 17:30:00
