season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_1st_half_under15,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_corners_over_85,pinnacle_corners_under_85,date
2023-2024,3,1,3,4,4,10,14,1,1,0,0,6,10,5,6,17,19,10,14,42,58,Het Kuipje (Westerlo),,1,1,3.3,3.6,2.0,1.17,1.62,2.25,1.5,2.4,1.33,1.6,2.9,2.1,1.29,2.3,3.3,1.55,4,1,1,0,2,2,2,1691946900,525,0,0,0,-1,1,1,2,5,2,5,7,7,0,0,1,1,0,2,1,43,72,92,117,1.43,2.23,3.66,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,27,28,-1,-1,-1,-1,-1,-1,0,0,0,50,KVC Westerlo,KAA Gent,1.0,1.67,0.0,3.0,0.5,3.0,100,100,1.16,1.02,2.18,40,True,True,True,True,False,False,True,Belgium_Pro_League,,9.22,63%,40%,,,,,,,,,,,,,,,,,2023-08-13 17:15:00
2023-2024,4,1,1,2,7,7,14,3,2,1,0,3,5,3,5,11,14,17,10,39,61,King Power at Den Dreef Stadion (Heverlee),,4,2,4.1,3.95,1.74,1.19,1.57,2.3,1.58,2.2,1.37,1.65,2.85,2.1,1.3,2.3,3.4,1.55,2,0,1,1,0,1,1,1692384300,-1,0,50,0,-1,1,1,1,2,6,5,3,11,1,2,3,0,3,3,1,27,59,71,110,0.79,1.42,2.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,17,-1,-1,-1,-1,-1,-1,50,50,50,100,OH Leuven,Royal Antwerp FC,1.4,1.15,0.0,0.0,0.33,2.0,50,50,1.67,1.11,2.78,40,True,True,False,False,False,False,True,Belgium_Pro_League,,2.3,84%,0%,,,,,,,,,,,,,,,,,2023-08-18 18:45:00
2023-2024,4,0,1,1,2,2,4,2,2,0,0,4,5,4,9,8,17,11,11,61,39,Stade Maurice Dufrasne (Liège (Luik)),,2,2,2.75,3.41,2.2,1.25,1.7,3.0,1.65,2.2,1.43,1.73,2.62,1.99,1.33,2.6,3.1,1.44,1,0,0,0,1,1,0,1692453600,2567,0,0,0,-1,1,1,0,2,2,0,2,2,1,1,1,1,2,2,1,41,83,109,140,1.1,1.84,2.94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,33,28,-1,-1,-1,1,0,2,0,0,0,100,Standard Liège,Cercle Brugge,1.3,1.45,0.0,0.0,0.33,1.0,100,100,0.95,1.0,1.95,40,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2023-08-19 14:00:00
2023-2024,4,0,0,0,11,4,15,0,0,0,0,8,4,7,3,24,8,11,13,55,45,Cegeka Arena (Genk),,0,0,1.56,3.86,4.38,1.17,1.57,2.31,1.62,2.2,1.4,1.71,2.65,1.95,1.29,2.25,3.5,1.57,0,0,0,0,0,0,0,1692540000,-1,0,0,0,-1,1,-1,5,3,6,1,8,7,0,0,0,0,0,0,1,63,41,138,84,1.97,1.03,3.0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,27,18,-1,-1,-1,-1,-1,-1,0,50,50,100,KRC Genk,Sporting Charleroi,1.62,0.89,0.0,0.0,2.0,0.67,100,50,2.22,1.06,3.28,36,False,False,False,False,False,False,False,Belgium_Pro_League,,1.14,60%,0%,,,,,,,,,,,,,,,,,2023-08-20 14:00:00
2023-2024,4,4,0,4,4,6,10,0,2,0,0,8,2,3,8,11,15,9,10,46,54,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),,0,2,4.41,4.0,1.7,1.18,1.58,2.25,1.57,2.3,1.43,1.74,2.63,2.08,1.27,2.34,3.45,1.54,4,1,0,3,0,3,1,1692470700,537,0,0,0,-1,1,1,2,5,2,1,7,3,0,0,0,2,0,2,1,28,79,78,144,1.46,1.36,2.82,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,23,26,-1,-1,-1,-1,-1,-1,0,0,0,50,KV Mechelen,Union Saint-Gilloise,1.7,2.05,0.0,3.0,0.33,3.0,100,100,1.16,2.32,3.48,40,True,True,True,True,False,False,False,Belgium_Pro_League,,6.91,79%,0%,,,,,,,,,,,,,,,,,2023-08-19 18:45:00
2023-2024,4,2,1,3,6,2,8,1,3,0,0,9,4,11,8,26,19,7,13,52,48,Lotto Park (Bruxelles (Brussel)),,1,3,1.81,3.9,3.7,1.2,1.6,2.5,1.57,2.25,1.4,1.71,2.65,1.95,1.3,2.35,3.2,1.52,3,1,0,1,1,2,1,1692531000,61,0,50,0,-1,1,1,2,1,4,1,3,5,1,0,0,3,1,3,1,59,38,91,99,2.31,1.32,3.63,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,17,22,-1,-1,-1,1,0,2,50,50,0,100,RSC Anderlecht,KVC Westerlo,2.4,0.95,3.0,1.0,2.0,0.33,50,50,1.02,2.13,3.15,40,True,True,True,False,False,False,True,Belgium_Pro_League,,2.3,54%,20%,,,,,,,,,,,,,,,,,2023-08-20 11:30:00
2023-2024,4,2,2,4,7,2,9,2,2,0,0,6,4,7,8,20,15,11,9,51,49,Ghelamco Arena (Gent),,2,2,1.4,4.07,5.83,1.21,1.75,2.88,1.95,1.8,1.44,1.8,2.6,1.9,1.33,2.63,3.25,1.44,4,1,2,1,0,1,3,1692540000,-1,0,50,0,-1,1,1,1,1,6,1,2,7,1,0,1,2,1,3,1,58,41,125,110,1.67,1.34,3.01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,24,11,-1,-1,-1,1,1,0,50,50,50,50,KAA Gent,Sint-Truiden,1.95,0.85,3.0,3.0,3.0,2.0,50,50,1.8,1.18,2.98,40,True,True,True,True,False,False,True,Belgium_Pro_League,,5.14,42%,1%,,,,,,,,,,,,,,,,,2023-08-20 14:00:00
2023-2024,4,7,1,8,8,3,11,0,1,0,0,10,4,10,4,24,11,10,12,56,44,Jan Breydelstadion (Brugge),,0,1,1.38,4.28,5.81,1.13,1.57,2.05,1.77,1.93,1.36,1.63,2.8,2.05,1.22,2.1,3.8,1.67,8,2,1,5,0,5,3,1692549000,95,0,100,0,-1,1,1,0,2,8,1,2,9,0,1,0,0,1,0,1,61,17,148,77,2.41,0.92,3.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,16,-1,-1,-1,1,0,1,50,100,50,100,Club Brugge,RWDM,2.05,0.67,1.0,3.0,2.33,2.0,50,0,1.92,1.53,3.45,36,True,True,True,True,True,True,True,Belgium_Pro_League,,10.25,63%,6%,,,,,,,,,,,,,,,,,2023-08-20 16:30:00
2023-2024,4,1,3,4,5,9,14,5,4,1,0,5,9,6,4,14,16,15,15,54,46,Guldensporenstadion (Kortrijk),,7,4,2.04,3.53,2.8,1.17,1.53,2.45,1.53,2.38,1.33,1.6,2.9,2.1,1.3,2.38,3.4,1.53,4,0,0,1,3,4,0,1692551700,530,0,0,0,-1,1,1,3,3,2,6,6,8,0,0,6,4,0,10,1,51,64,132,80,1.43,1.91,3.34,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,28,-1,-1,-1,-1,-1,-1,0,0,0,50,KV Kortrijk,AS Eupen,1.0,0.56,0.0,3.0,0.0,1.33,100,100,0.64,0.69,1.33,36,True,True,True,True,False,False,True,Belgium_Pro_League,,1.01,61%,8%,,,,,,,,,,,,,,,,,2023-08-20 17:15:00
2023-2024,5,0,0,0,6,0,6,3,1,0,0,5,3,5,1,15,7,10,4,66,34,Bosuilstadion (Deurne),,3,1,2.25,3.6,2.88,1.22,1.65,2.75,1.55,2.35,1.43,1.67,2.63,2.12,1.3,2.45,3.2,1.49,0,0,0,0,0,0,0,1695840300,-1,0,34,0,-1,1,1,3,0,3,0,3,3,2,0,1,1,2,2,1,97,37,168,73,1.7,0.74,2.44,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,15,24,-1,-1,-1,1,0,1,33,50,50,67,Royal Antwerp FC,KAA Gent,1.75,1.67,2.33,2.33,1.71,2.43,67,50,1.84,1.83,3.67,40,False,False,False,False,False,False,False,Belgium_Pro_League,,11.5,83%,100%,,,,,,,,,,,,,,,,,2023-09-27 18:45:00
2023-2024,5,2,3,5,5,4,9,0,2,0,0,5,6,2,6,12,19,8,9,43,57,Het Kuipje (Westerlo),,0,2,2.07,3.4,2.84,1.16,1.57,2.28,1.47,2.55,1.35,1.67,2.8,2.12,1.25,2.24,3.65,1.59,5,2,0,0,3,3,2,1693058400,537,0,50,0,-1,1,1,2,1,3,3,3,6,0,2,0,0,2,0,1,46,61,98,116,1.14,1.63,2.76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,17,-1,-1,-1,-1,-1,-1,25,50,25,75,KVC Westerlo,KV Mechelen,1.0,1.35,0.0,0.5,0.25,1.0,75,50,1.29,1.07,2.36,40,True,True,True,True,True,False,True,Belgium_Pro_League,,11.5,73%,75%,,,,,,,,,,,,,,,,,2023-08-26 14:00:00
2023-2024,5,3,1,4,3,5,8,1,2,0,0,6,6,7,14,19,24,15,9,40,60,Stadion am Kehrweg (Eupen),,1,2,2.95,3.65,2.2,1.16,1.57,2.35,1.5,2.4,1.31,1.61,3.0,2.23,1.28,2.25,3.4,1.57,4,1,0,2,1,3,1,1693066500,530,0,75,0,-1,1,1,3,3,0,2,6,2,0,1,1,1,1,2,1,35,67,69,115,1.49,2.16,3.66,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,11,20,-1,-1,-1,-1,-1,-1,75,100,50,100,AS Eupen,OH Leuven,1.0,0.8,0.5,0.5,1.75,0.5,25,0,1.18,1.41,2.59,36,True,True,True,True,False,False,True,Belgium_Pro_League,,6.91,63%,75%,,,,,,,,,,,,,,,,,2023-08-26 16:15:00
2023-2024,5,1,1,2,7,10,17,0,2,0,0,7,7,5,9,21,24,7,13,38,62,Guldensporenstadion (Kortrijk),,0,2,2.95,3.5,2.25,1.2,1.67,2.7,1.55,2.35,1.47,1.83,2.55,1.98,1.29,2.4,3.3,1.51,2,1,0,0,1,1,1,1693075500,-1,0,50,0,-1,1,1,1,5,6,5,6,11,0,1,0,1,1,1,1,38,73,76,131,1.52,2.03,3.56,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,17,29,-1,-1,-1,-1,-1,-1,25,50,0,25,KV Kortrijk,Standard Liège,1.0,0.65,0.0,0.5,0.0,0.25,75,50,1.04,0.79,1.83,36,True,True,False,False,False,False,True,Belgium_Pro_League,,7.23,81%,54%,,,,,,,,,,,,,,,,,2023-08-26 18:45:00
2023-2024,5,2,3,5,3,8,11,2,3,0,0,8,9,2,3,12,18,8,14,49,51,Edmond Machtensstadion (Brussels (Bruxelles)),,2,3,4.8,3.9,1.7,1.2,1.63,2.3,1.63,2.25,1.5,1.87,2.48,1.87,1.28,2.39,3.4,1.52,5,2,2,0,1,1,4,1695918600,2572,0,17,0,-1,1,1,1,1,2,7,2,9,0,0,2,3,0,5,1,43,73,100,155,1.51,1.93,3.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,22,-1,-1,-1,-1,-1,-1,50,67,34,84,RWDM,Union Saint-Gilloise,1.0,2.05,2.0,2.0,1.57,1.86,50,33,1.48,1.79,3.27,36,True,True,True,True,True,False,True,Belgium_Pro_League,,4.61,92%,40%,,,,,,,,,,,,,,,,,2023-09-28 16:30:00
2023-2024,5,1,1,2,10,3,13,4,1,0,0,4,6,6,6,20,16,16,7,58,42,Jan Breydelstadion (Brugge),,4,1,1.84,3.9,3.9,1.2,1.75,2.43,1.53,2.42,1.42,1.74,2.75,2.02,1.29,2.38,3.25,1.53,2,0,1,1,0,1,1,1695926700,-1,0,50,0,-1,1,1,5,2,5,1,7,6,1,1,3,0,2,3,1,71,48,140,95,1.44,1.53,2.97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,13,-1,-1,-1,-1,-1,-1,50,84,50,84,Club Brugge,KRC Genk,2.05,1.3,2.33,3.0,2.0,1.71,50,17,2.24,1.71,3.95,40,True,True,False,False,False,False,True,Belgium_Pro_League,,16.64,70%,25%,,,,,,,,,,,,,,,,,2023-09-28 18:45:00
2023-2024,5,0,2,2,8,8,16,1,1,0,0,5,9,13,9,21,26,8,18,62,38,Daio Wasabi Stayen Stadium (Sint-Truiden (St.-Trond)),,1,1,2.92,3.4,2.11,1.27,1.87,3.3,1.65,2.1,1.53,2.0,2.4,1.8,1.39,2.75,2.75,1.39,2,0,0,0,2,2,0,1693144800,2567,0,0,0,-1,1,1,3,6,5,2,9,7,1,0,0,1,1,1,1,54,85,81,149,1.87,2.39,4.25,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,19,22,-1,-1,-1,-1,-1,-1,0,0,0,25,Sint-Truiden,Cercle Brugge,1.8,1.45,1.5,1.5,1.75,1.5,100,100,1.4,1.42,2.82,40,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2023-08-27 14:00:00
2023-2024,5,2,1,3,4,7,11,0,2,0,0,9,6,5,10,17,19,12,16,44,56,Lotto Park (Bruxelles (Brussel)),,0,2,1.84,3.79,4.19,1.23,1.74,2.7,1.68,2.05,1.5,1.85,2.48,1.95,1.32,2.45,3.1,1.47,3,1,0,1,1,2,1,1693153800,61,0,25,0,-1,1,1,3,5,1,2,8,3,0,1,0,1,1,1,1,34,55,89,126,1.76,1.83,3.6,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,13,14,-1,-1,-1,-1,-1,-1,25,50,25,75,RSC Anderlecht,Sporting Charleroi,2.4,0.89,3.0,0.5,2.25,0.75,75,50,1.67,1.04,2.71,36,True,True,True,False,False,False,True,Belgium_Pro_League,,10.36,63%,40%,,,,,,,,,,,,,,,,,2023-08-27 16:30:00
2023-2024,6,3,0,3,4,1,5,1,3,0,0,10,8,8,3,21,14,10,14,47,53,King Power at Den Dreef Stadion (Heverlee),,1,3,1.79,3.85,4.12,1.16,1.61,2.38,1.55,2.4,1.29,1.52,3.3,2.35,1.24,2.24,3.7,1.59,3,1,0,2,0,2,1,1693593900,690,0,75,0,-1,1,1,2,0,2,1,2,3,0,2,1,1,2,2,1,34,52,94,92,2.08,1.63,3.72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20,25,-1,-1,-1,-1,-1,-1,75,100,75,100,OH Leuven,KV Kortrijk,1.4,0.72,0.5,0.0,0.4,0.2,25,0,1.23,0.78,2.01,36,True,True,True,False,False,False,False,Belgium_Pro_League,,5.75,88%,0%,,,,,,,,,,,,,,,,,2023-09-01 18:45:00
2023-2024,6,2,1,3,14,1,15,0,1,0,0,7,2,7,6,22,8,16,16,56,44,Jan Breydelstadion (Brugge),,0,1,1.71,3.95,3.8,1.17,1.62,2.33,1.62,2.15,1.39,1.73,2.77,1.99,1.29,2.3,3.25,1.53,3,1,0,1,1,2,1,1693663200,2567,0,50,0,-1,1,1,6,0,8,1,6,9,0,1,0,0,1,0,1,75,30,144,75,1.93,0.87,2.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,34,-1,-1,-1,1,2,0,50,75,25,75,Cercle Brugge,KVC Westerlo,1.55,0.95,1.5,0.5,1.8,0.2,50,25,1.46,1.72,3.18,40,True,True,True,False,False,False,True,Belgium_Pro_League,,8.57,71%,74%,,,,,,,,,,,,,,,,,2023-09-02 14:00:00
2023-2024,6,1,0,1,6,4,10,0,1,0,0,7,2,9,5,23,10,11,13,59,41,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),,0,1,1.75,3.9,4.1,1.16,1.6,2.4,1.49,2.55,1.32,1.56,3.1,2.27,1.24,2.28,3.8,1.6,1,0,0,1,0,1,0,1693671300,537,0,25,0,-1,1,1,2,4,4,0,6,4,0,0,0,1,0,1,1,66,23,139,59,1.99,0.75,2.74,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,18,-1,-1,-1,-1,-1,-1,50,50,0,50,KV Mechelen,AS Eupen,1.7,0.56,1.5,3.0,1.4,2.0,50,50,1.31,1.3,2.61,36,True,False,False,False,False,False,False,Belgium_Pro_League,,3.44,70%,40%,,,,,,,,,,,,,,,,,2023-09-02 16:15:00
2023-2024,6,1,1,2,5,0,5,1,3,0,0,5,4,6,4,12,9,9,22,54,46,Stade Maurice Dufrasne (Liège (Luik)),,1,3,1.98,3.78,3.61,1.22,1.65,2.65,1.61,2.15,1.34,1.6,3.0,2.2,1.32,2.45,3.1,1.47,2,1,1,0,0,0,2,1693680300,-1,0,50,0,-1,1,1,2,0,3,0,2,3,1,1,0,2,2,2,1,75,31,117,90,1.59,1.02,2.61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25,17,-1,-1,-1,1,1,0,50,50,50,75,Standard Liège,RWDM,1.3,0.67,0.0,1.5,0.4,1.5,50,50,1.02,1.22,2.24,36,True,True,False,False,False,False,True,Belgium_Pro_League,,8.05,94%,69%,,,,,,,,,,,,,,,,,2023-09-02 18:45:00
2023-2024,6,2,1,3,5,6,11,1,0,1,0,5,8,5,5,15,15,15,12,40,60,KAA Gent Arena (Gent),,2,0,2.38,3.26,2.48,1.2,1.65,2.6,1.5,2.5,1.43,1.73,2.62,1.99,1.3,2.38,3.4,1.53,3,1,1,1,0,1,2,1693740600,525,0,50,0,-1,1,1,4,1,1,5,5,6,0,0,2,0,0,2,1,50,57,94,111,1.35,1.8,3.15,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,17,22,-1,-1,-1,1,0,2,75,75,75,100,KAA Gent,Club Brugge,1.95,1.7,2.0,3.0,2.5,2.5,25,25,1.73,1.86,3.59,40,True,True,True,False,False,False,True,Belgium_Pro_League,,6.38,51%,96%,,,,,,,,,,,,,,,,,2023-09-03 11:30:00
2023-2024,6,2,2,4,8,4,12,1,2,0,0,8,7,9,1,27,10,9,12,40,60,Stade Joseph Mariën (Bruxelles (Brussels)),,1,2,2.4,3.21,2.5,1.3,2.04,3.4,1.8,1.95,1.48,1.9,2.47,1.8,1.4,3.0,2.75,1.36,4,1,2,1,0,1,3,1693749600,-1,0,50,0,-1,1,1,3,1,5,3,4,8,0,1,1,1,1,2,1,60,40,91,99,2.06,1.3,3.36,2,0,2,0,0,0,1,1,1,0,0,0,0,1,1,14,28,-1,-1,-1,-1,-1,-1,25,75,25,100,Union Saint-Gilloise,Royal Antwerp FC,2.15,1.15,3.0,0.5,2.25,1.75,75,25,1.64,1.26,2.9,40,True,True,True,True,False,False,True,Belgium_Pro_League,,5.75,67%,20%,,,,,,,,,,,,,,,,,2023-09-03 14:00:00
2023-2024,6,1,1,2,7,7,14,4,6,1,0,5,5,4,4,13,9,6,15,42,58,Cegeka Arena (Genk),,5,6,1.95,3.6,3.4,1.16,1.6,2.59,1.57,2.25,1.45,1.8,2.55,1.9,1.3,2.38,3.4,1.53,2,0,0,1,1,2,0,1693758600,-1,0,0,0,-1,1,1,5,1,2,6,6,8,2,3,3,3,5,6,1,58,66,94,108,1.34,1.4,2.74,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,15,12,-1,-1,-1,1,1,0,0,25,0,50,KRC Genk,RSC Anderlecht,1.62,1.45,0.5,1.5,1.75,2.4,100,75,2.1,1.08,3.18,40,True,True,False,False,False,False,True,Belgium_Pro_League,,9.22,64%,98%,,,,,,,,,,,,,,,,,2023-09-03 16:30:00
2023-2024,6,1,1,2,3,5,8,2,0,0,1,6,6,10,1,19,10,12,6,45,55,Stade du Pays de Charleroi (Charleroi),,2,2,2.2,3.5,2.9,1.33,1.85,3.6,1.8,1.95,1.48,1.85,2.47,1.85,1.4,3.0,2.75,1.36,2,0,0,1,1,2,0,1693761300,-1,0,75,0,-1,1,1,2,1,1,4,3,5,0,0,2,1,0,3,1,52,43,97,109,1.81,1.19,2.99,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,22,15,-1,-1,-1,-1,-1,-1,25,75,25,75,Sporting Charleroi,Sint-Truiden,1.61,0.85,1.0,2.0,0.6,1.4,75,25,1.23,1.26,2.49,36,True,True,False,False,False,False,True,Belgium_Pro_League,,8.05,64%,0%,,,,,,,,,,,,,,,,,2023-09-03 17:15:00
2023-2024,7,0,3,3,4,5,9,3,0,0,0,3,5,3,7,11,17,13,9,41,59,Het Kuipje (Westerlo),,3,0,4.4,3.6,1.67,1.22,1.7,3.0,1.75,2.0,1.39,1.7,2.65,1.95,1.33,2.63,3.25,1.44,3,0,1,0,2,2,1,1694803500,1048,0,67,0,-1,1,1,3,2,1,3,5,4,1,0,2,0,1,2,1,39,56,98,104,0.88,1.52,2.4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,12,23,-1,-1,-1,-1,-1,-1,50,67,50,100,KVC Westerlo,Royal Antwerp FC,1.0,1.15,0.0,0.67,0.17,1.6,50,33,1.24,1.27,2.51,40,True,True,True,False,False,False,False,Belgium_Pro_League,,3.44,78%,20%,,,,,,,,,,,,,,,,,2023-09-15 18:45:00
2023-2024,7,2,1,3,5,4,9,3,3,0,0,6,5,4,8,11,17,18,12,55,45,Edmond Machtensstadion (Brussels (Bruxelles)),,3,3,3.8,3.75,1.82,1.2,1.6,2.7,1.62,2.2,1.35,1.63,2.85,2.05,1.3,2.38,3.4,1.53,3,1,1,1,0,1,2,1694872800,669393,0,0,0,-1,1,1,3,3,2,1,6,3,3,2,0,1,5,1,1,24,80,92,147,1.24,1.76,3.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,25,22,-1,-1,-1,-1,-1,-1,25,42,25,42,RWDM,Cercle Brugge,1.0,1.45,1.5,2.0,1.4,2.0,75,59,1.61,1.74,3.35,36,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2023-09-16 14:00:00
2023-2024,7,0,2,2,7,3,10,1,6,0,0,5,4,18,2,26,9,15,15,58,42,Stade Joseph Mariën (Bruxelles (Brussels)),,1,6,2.0,3.6,3.45,1.22,1.62,2.75,1.62,2.2,1.46,1.85,2.4,1.95,1.33,2.5,3.25,1.5,2,0,1,0,1,1,1,1694880900,533,0,34,0,-1,1,1,1,1,6,2,2,8,1,4,0,2,5,2,1,90,38,134,82,2.45,0.94,3.39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,24,-1,-1,-1,-1,-1,-1,59,75,59,75,Union Saint-Gilloise,KRC Genk,2.15,1.3,2.33,3.0,2.0,1.6,42,25,1.78,2.09,3.87,40,True,True,False,False,False,False,False,Belgium_Pro_League,,4.61,64%,0%,,,,,,,,,,,,,,,,,2023-09-16 16:15:00
2023-2024,7,4,2,6,5,5,10,2,3,0,0,11,9,7,4,26,15,8,6,57,43,Jan Breydelstadion (Brugge),,2,3,1.43,4.8,6.5,1.16,1.6,2.25,1.7,2.05,1.39,1.7,2.65,1.95,1.25,2.2,3.75,1.62,6,2,2,2,0,2,4,1694889900,95,0,67,0,-1,1,1,2,0,3,5,2,8,0,0,2,3,0,5,1,66,39,124,90,2.39,1.74,4.12,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,26,19,-1,-1,-1,1,1,0,42,84,42,84,Club Brugge,Sporting Charleroi,2.05,0.89,2.0,0.33,2.0,0.67,59,17,2.17,1.31,3.48,36,True,True,True,True,True,True,True,Belgium_Pro_League,,11.45,85%,100%,,,,,,,,,,,,,,,,,2023-09-16 18:45:00
2023-2024,7,1,3,4,6,6,12,1,3,0,1,5,7,5,5,16,17,5,12,44,56,Kehrwegstadion (Eupen),,1,4,2.65,3.35,2.38,1.25,1.74,3.1,1.67,2.1,1.44,1.8,2.5,2.0,1.36,2.63,3.0,1.44,4,0,2,1,1,2,2,1694950200,527,0,67,0,-1,1,1,1,4,5,2,5,7,0,2,1,2,2,3,1,45,46,106,96,1.32,1.58,2.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,23,-1,-1,-1,-1,-1,-1,50,84,17,84,AS Eupen,Standard Liège,1.0,0.65,1.33,0.67,1.67,0.5,50,17,1.28,1.2,2.48,36,True,True,True,True,False,False,True,Belgium_Pro_League,,8.05,68%,62%,,,,,,,,,,,,,,,,,2023-09-17 11:30:00
2023-2024,7,2,2,4,3,11,14,4,1,1,1,5,8,3,9,10,20,13,6,45,55,Guldensporenstadion (Kortrijk),,5,3,4.2,3.8,1.7,1.18,1.68,2.6,1.62,2.2,1.39,1.7,2.65,1.95,1.3,2.38,3.4,1.53,4,1,1,1,1,2,2,1694959200,-1,0,50,0,-1,1,1,3,4,0,7,7,7,2,0,3,2,2,5,1,28,71,98,104,1.07,2.14,3.21,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,14,24,-1,-1,-1,-1,-1,-1,17,67,0,33,KV Kortrijk,RSC Anderlecht,1.0,1.45,0.33,1.33,0.17,2.17,84,33,1.2,1.19,2.39,36,True,True,True,True,False,False,True,Belgium_Pro_League,,6.17,80%,100%,,,,,,,,,,,,,,,,,2023-09-17 14:00:00
