season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_85,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,date
2020-2021,29,0,1,1,4,7,11,0,2,0,0,0,5,0,3,0,8,8,10,36,64,Mandemakers Stadion (Waalwijk),,0,2,14.0,8.25,1.07,1.09,1.28,1.68,1.91,1.83,1.4,1.74,2.7,2.02,1.18,1.8,4.65,1.95,1,0,1,0,0,0,1,1618152300,120,0,54,0,-1,1,1,1,2,3,5,3,8,0,1,0,1,1,1,1,8,19,22,79,0.06,1.0,1.07,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,83,33,75,RKC Waalwijk,Ajax,1.12,2.59,1.14,2.5,0.93,2.56,47,18,1.79,2.48,4.27,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,12.66,53%,40%,,,,,,,,,,,,,,,2021-04-11 14:45:00
2020-2021,29,0,0,0,15,2,17,2,6,0,0,4,3,17,4,21,7,12,22,72,28,GelreDome (Arnhem),,2,6,1.25,6.2,11.0,1.19,1.51,2.38,2.1,1.67,1.57,1.95,2.25,1.85,1.26,2.36,3.75,1.61,0,0,0,0,0,0,0,1617991200,-1,0,43,0,-1,1,1,6,0,9,2,6,11,2,2,0,4,4,4,1,62,32,152,73,2.06,0.89,2.95,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,82,25,75,Vitesse,ADO Den Haag,2.18,0.76,2.36,0.64,1.96,0.54,54,18,1.66,0.84,2.5,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,3.44,71%,90%,,,,,,,,,,,,,,,2021-04-09 18:00:00
2020-2021,29,0,2,2,5,4,9,1,0,0,0,3,6,3,9,6,15,8,8,29,71,Covebo Stadion - De Koel - (Venlo),,1,0,8.0,5.5,1.23,1.13,1.36,1.76,1.8,1.95,1.48,1.95,2.5,1.85,1.24,2.05,3.9,1.82,2,0,1,0,1,1,1,1618144200,121,0,75,0,-1,1,1,4,3,1,1,7,2,0,0,1,0,0,1,1,47,63,91,180,0.94,1.85,2.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,93,40,82,VVV,PSV,0.76,1.76,0.86,1.64,0.79,2.07,29,7,1.16,1.87,3.03,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,13.78,87%,100%,,,,,,,,,,,,,,,2021-04-11 12:30:00
2020-2021,30,0,3,3,8,4,12,1,1,0,0,5,6,15,14,20,20,6,6,52,48,Cars Jeans Stadion (Den Haag),,1,1,3.6,3.75,1.95,1.24,1.65,2.55,1.59,2.25,1.48,1.74,2.5,2.02,1.32,2.5,3.1,1.48,3,0,1,0,2,2,1,1619353800,387,0,61,0,-1,1,1,6,2,2,2,8,4,0,1,1,0,1,1,1,76,25,142,78,2.16,1.86,4.02,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,86,25,64,ADO Den Haag,Fortuna Sittard,0.53,1.35,0.43,1.43,0.55,1.17,50,14,1.12,1.33,2.45,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,9.22,54%,75%,,,,,,,,,,,,,,,2021-04-25 12:30:00
2020-2021,30,2,0,2,9,3,12,0,1,0,0,10,4,12,5,22,9,10,8,61,39,Johan Cruijff Arena (Amsterdam),,0,1,1.48,4.8,5.75,1.16,1.43,2.05,1.57,2.3,1.4,1.7,2.75,2.05,1.24,2.15,3.75,1.65,2,0,0,2,0,2,0,1619353800,120,0,72,0,7500,1,1,4,2,5,1,6,6,0,1,0,0,1,0,1,68,26,144,93,2.58,1.05,3.63,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,90,57,90,Ajax,AZ,2.59,1.94,2.5,2.07,2.52,2.1,18,11,2.38,1.78,4.16,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,10.36,57%,75%,,,,,,,,,,,,,,,2021-04-25 12:30:00
2020-2021,30,3,1,4,7,5,12,1,1,0,0,5,5,9,4,14,9,9,7,57,43,De Oude Meerdijk (Emmen),,1,1,2.59,3.39,2.69,1.31,1.94,3.3,1.71,2.05,1.48,1.87,2.45,1.87,1.4,2.8,2.8,1.38,4,0,0,3,1,4,0,1619345700,397,0,58,0,-1,1,1,4,3,3,2,7,5,0,1,1,0,1,1,1,70,40,103,102,1.74,1.22,2.96,1,1,1,1,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,86,50,75,Emmen,Heracles,0.94,0.94,0.71,1.07,0.72,1.34,36,14,1.4,0.99,2.39,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,6.91,49%,43%,,,,,,,,,,,,,,,2021-04-25 10:15:00
2020-2021,30,1,2,3,5,5,10,3,3,0,0,5,3,5,11,10,14,12,8,49,51,De Grolsch Veste (Enschede),,3,3,3.7,3.75,1.91,1.24,1.69,2.65,1.65,2.2,1.45,1.74,2.55,2.02,1.32,2.4,3.25,1.5,3,1,0,0,2,2,1,1619361900,376,0,64,0,-1,1,1,2,0,3,5,2,8,0,1,3,2,1,5,1,48,48,120,112,1.34,1.45,2.79,0,1,0,0,0,1,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,79,40,71,Twente,Utrecht,1.06,1.56,1.0,1.64,1.28,1.52,57,22,1.48,1.69,3.17,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,9.73,41%,62%,,,,,,,,,,,,,,,2021-04-25 14:45:00
2020-2021,30,0,0,0,6,3,9,2,4,1,0,3,8,12,12,15,20,21,14,52,48,Stadion Feijenoord (Rotterdam),,4,4,1.8,4.05,3.95,1.24,1.67,2.65,1.65,2.15,1.48,1.74,2.45,2.02,1.3,2.55,3.35,1.46,0,0,0,0,0,0,0,1619361900,-1,0,61,0,-1,1,1,2,1,4,2,3,6,1,4,2,0,5,2,1,41,39,110,117,1.46,2.11,3.57,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,86,40,75,Feyenoord,Vitesse,2.05,1.41,2.07,1.57,1.86,1.93,47,14,2.05,1.66,3.71,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,12.66,57%,75%,,,,,,,,,,,,,,,2021-04-25 14:45:00
2020-2021,30,1,0,1,4,4,8,1,3,0,0,9,2,9,7,18,9,15,12,60,40,Philips Stadion (Eindhoven),,1,3,1.35,4.75,7.25,1.17,1.54,2.9,1.95,1.83,1.44,2.02,2.6,1.74,1.28,2.35,3.3,1.52,1,0,0,1,0,1,0,1619282700,121,0,57,0,4000,1,1,1,3,3,1,4,4,0,0,1,3,0,4,1,47,41,106,126,2.11,1.02,3.13,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,82,43,86,PSV,Groningen,2.47,1.28,2.5,1.43,2.1,1.59,40,18,1.97,1.37,3.34,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,11.5,40%,90%,,,,,,,,,,,,,,,2021-04-24 16:45:00
2020-2021,30,0,2,2,5,1,6,1,2,0,0,4,4,9,1,13,5,14,11,54,46,Abe Lenstra Stadion (Heerenveen),,1,2,1.91,3.75,3.6,1.21,2.25,2.75,1.59,2.25,1.28,1.5,3.4,2.4,1.3,2.5,3.4,1.5,2,0,1,0,1,1,1,1619274600,380,0,57,0,-1,1,1,4,1,1,0,5,1,0,1,1,1,1,2,1,58,19,135,95,1.53,0.75,2.28,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,83,40,79,Heerenveen,PEC Zwolle,1.35,0.82,1.57,0.79,1.28,1.1,40,18,1.38,1.5,2.88,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,14,61%,86%,,,,,,,,,,,,,,,2021-04-24 14:30:00
2020-2021,30,2,0,2,5,3,8,2,4,0,0,8,4,12,7,20,11,11,9,52,48,Sparta-Stadion Het Kasteel (Rotterdam),,2,4,1.59,3.9,4.75,1.27,1.84,3.25,1.83,1.91,1.7,2.02,2.05,1.74,1.32,2.5,3.1,1.48,2,1,0,1,0,1,1,1619282700,371,0,68,0,-1,1,1,2,1,3,2,3,5,1,0,1,4,1,5,1,44,40,111,110,2.14,1.28,3.42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,86,40,75,Sparta Rotterdam,VVV,1.29,0.59,1.07,0.71,1.17,0.76,29,14,1.72,1.26,2.98,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,16.11,50%,100%,,,,,,,,,,,,,,,2021-04-24 16:45:00
2020-2021,30,1,0,1,6,5,11,1,1,0,0,9,4,12,3,21,7,10,12,51,49,Koning Willem II Stadion (Tilburg),,1,1,1.87,3.7,3.95,1.26,1.74,2.8,1.69,2.1,1.55,1.87,2.3,1.87,1.32,2.5,3.1,1.48,1,0,0,1,0,1,0,1619196300,381,0,54,0,2000,1,1,4,1,2,4,5,6,0,0,1,1,0,2,1,66,42,127,119,2.43,1.04,3.48,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,90,29,71,Willem II,RKC Waalwijk,1.18,0.65,1.0,0.71,0.76,0.9,47,11,1.42,1.11,2.53,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,11.5,47%,14%,,,,,,,,,,,,,,,2021-04-23 16:45:00
2020-2021,31,3,2,5,5,4,9,3,4,0,1,6,4,4,9,10,13,17,12,39,61,Cars Jeans Stadion (Den Haag),,3,5,9.0,5.5,1.25,1.15,1.44,1.67,1.77,2.0,1.4,1.74,2.7,2.02,1.23,2.23,3.9,1.69,5,2,1,1,1,2,3,1619950500,377,0,57,0,-1,1,1,2,2,3,2,4,5,1,2,2,3,3,5,1,29,64,78,133,1.27,1.57,2.84,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,80,37,77,ADO Den Haag,Feyenoord,0.53,1.53,0.4,1.67,0.53,1.83,44,20,1.19,1.73,2.92,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,11.5,62%,20%,,,,,,,,,,,,,,,2021-05-02 10:15:00
2020-2021,31,4,0,4,9,3,12,2,2,0,0,7,0,9,5,16,5,15,8,58,42,Johan Cruijff Arena (Amsterdam),,2,2,1.04,12.0,26.0,1.1,1.28,2.1,2.1,1.71,1.34,1.62,3.0,2.15,1.16,1.92,4.9,1.93,4,1,0,3,0,3,1,1619958600,120,0,54,0,-1,1,1,6,3,3,0,9,3,0,1,2,1,1,3,1,75,20,159,71,2.05,0.47,2.53,0,0,0,0,0,0,1,1,1,0,3,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,37,77,Ajax,Emmen,2.59,0.82,2.53,0.73,2.53,0.8,40,20,2.39,1.24,3.63,34,True,True,True,True,False,False,False,Netherlands_Eredivisie,,16.11,57%,40%,,,,,,,,,,,,,,,2021-05-02 12:30:00
2020-2021,31,1,2,3,2,5,7,1,1,0,0,4,5,9,8,13,13,9,8,59,41,Hitachi Capital Mobility Stadium (Groningen),,1,1,2.05,3.4,3.0,1.33,1.95,3.4,1.83,1.91,1.53,1.98,2.35,1.83,1.44,3.19,2.89,1.38,3,0,1,1,1,2,1,1619958600,371,0,37,0,-1,1,1,0,2,2,3,2,5,0,1,1,0,1,1,1,43,48,156,93,1.43,1.52,2.95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,63,17,54,Groningen,Sparta Rotterdam,1.59,1.39,1.73,1.27,1.53,1.23,77,37,1.45,1.34,2.79,35,True,True,True,False,False,False,True,Netherlands_Eredivisie,,10.36,66%,75%,,,,,,,,,,,,,,,2021-05-02 12:30:00
2020-2021,31,3,2,5,2,3,5,2,2,0,0,4,5,8,4,12,9,7,10,58,42,Stadion Galgenwaard (Utrecht),,2,2,1.49,4.45,6.0,1.21,1.65,2.55,1.74,2.0,1.48,1.88,2.5,1.93,1.33,2.5,3.25,1.5,5,2,0,1,2,3,2,1619895600,376,0,60,0,-1,1,1,1,1,1,2,2,3,1,2,1,0,3,1,1,30,61,120,120,1.27,1.37,2.64,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,84,37,64,Utrecht,Willem II,1.56,0.65,1.4,0.53,1.57,0.83,47,17,1.87,1.29,3.16,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,1.01,83%,69%,,,,,,,,,,,,,,,2021-05-01 19:00:00
2020-2021,31,3,0,3,10,0,10,0,2,0,0,8,3,10,3,18,6,15,9,41,59,Fortuna Sittard Stadion (Sittard),,0,2,3.1,3.75,2.15,1.24,1.67,2.6,1.61,2.25,1.57,2.02,2.25,1.74,1.32,2.51,3.15,1.56,3,1,0,2,0,2,1,1619887500,387,0,67,0,-1,1,1,6,0,4,0,6,4,0,0,0,2,0,2,1,46,37,72,102,2.02,0.87,2.89,1,0,1,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,50,84,Fortuna Sittard,Twente,1.06,1.35,0.93,1.53,1.23,1.23,30,20,1.45,1.43,2.88,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,5.75,53%,100%,,,,,,,,,,,,,,,2021-05-01 16:45:00
2020-2021,31,4,0,4,10,5,15,1,1,0,0,5,6,14,11,19,17,10,6,58,42,Erve Asito (Almelo),,1,1,1.6,4.3,5.2,1.24,1.65,2.65,1.71,2.05,1.53,2.0,2.35,1.8,1.3,2.65,3.3,1.51,4,2,0,2,0,2,2,1619879400,370,0,60,0,-1,1,1,6,1,4,4,7,8,0,0,1,1,0,2,1,51,36,133,94,1.92,1.75,3.68,1,0,1,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,84,37,77,Heracles,VVV,1.65,0.59,1.6,0.67,1.3,0.73,37,17,1.68,1.26,2.94,34,True,True,True,True,False,False,False,Netherlands_Eredivisie,,10.4,67%,78%,,,,,,,,,,,,,,,2021-05-01 14:30:00
2020-2021,31,2,2,4,9,3,12,2,3,0,0,8,6,10,5,18,11,11,8,63,37,Philips Stadion (Eindhoven),,2,3,1.25,6.0,9.0,1.11,1.33,1.92,1.71,2.05,1.4,1.74,2.7,2.02,1.21,2.0,4.15,1.86,4,0,1,2,1,3,1,1619966700,-1,0,60,0,-1,1,1,3,0,6,3,3,9,1,1,1,2,2,3,1,75,31,176,61,2.25,1.34,3.59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,87,40,77,PSV,Heerenveen,2.47,0.94,2.53,1.0,2.13,1.23,47,13,1.98,1.47,3.45,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,11.5,46%,90%,,,,,,,,,,,,,,,2021-05-02 14:45:00
2020-2021,31,1,3,4,1,8,9,0,2,1,0,3,4,0,3,3,7,10,11,40,60,Mandemakers Stadion (Waalwijk),,2,2,7.0,5.25,1.37,1.14,1.42,2.05,1.65,2.2,1.48,1.85,2.5,1.95,1.22,2.0,4.0,1.73,4,1,1,0,2,2,2,1619892000,378,0,67,0,-1,1,1,0,2,1,6,2,7,0,0,1,2,0,3,1,8,12,19,35,0.46,0.81,1.27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,40,74,RKC Waalwijk,AZ,1.12,1.94,1.07,1.93,0.87,2.03,40,20,1.67,1.73,3.4,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,8.05,70%,49%,,,,,,,,,,,,,,,2021-05-01 18:00:00
2020-2021,31,2,1,3,6,7,13,3,0,0,0,4,2,3,3,7,5,12,8,54,46,GelreDome (Arnhem),,3,0,1.42,4.85,6.75,1.25,1.69,2.75,1.91,1.83,1.48,1.85,2.5,1.95,1.33,2.63,3.25,1.44,3,1,0,1,1,2,1,1619892000,369,0,54,0,-1,1,1,5,6,1,1,11,2,1,0,2,0,1,2,1,20,8,39,19,0.87,0.51,1.38,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,77,30,73,Vitesse,PEC Zwolle,2.18,0.82,2.27,0.93,1.9,1.17,54,23,1.68,1.45,3.13,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,5.75,76%,90%,,,,,,,,,,,,,,,2021-05-01 18:00:00
2020-2021,32,1,0,1,6,4,10,3,1,1,0,5,7,4,5,9,12,8,14,47,53,AFAS Stadion (Alkmaar),,5,1,1.32,5.9,8.1,1.13,1.4,1.85,1.71,2.1,1.48,1.85,2.5,1.95,1.2,2.05,4.3,1.73,1,1,0,0,0,0,1,1620496800,378,0,57,0,-1,1,1,5,1,1,3,6,4,1,1,3,0,2,3,1,31,42,98,102,1.15,1.56,2.71,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,90,30,74,AZ,Fortuna Sittard,2.24,1.35,2.13,1.53,2.06,1.29,40,10,1.77,1.36,3.13,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,4,88%,100%,,,,,,,,,,,,,,,2021-05-08 18:00:00
2020-2021,32,0,4,4,5,6,11,2,2,0,0,3,7,3,9,6,16,18,17,54,46,De Oude Meerdijk (Emmen),,2,2,2.15,3.3,2.95,1.3,1.77,3.1,1.74,2.05,1.53,2.0,2.35,1.8,1.38,2.65,2.9,1.42,4,0,1,0,3,3,1,1620555300,372,0,70,0,-1,1,1,1,5,4,1,6,5,1,0,1,2,1,3,1,34,43,67,88,0.84,1.81,2.65,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,47,77,Emmen,Groningen,0.94,1.28,0.87,1.33,0.77,1.48,40,20,1.42,1.35,2.77,34,True,True,True,True,False,False,False,Netherlands_Eredivisie,,9.22,36%,100%,,,,,,,,,,,,,,,2021-05-09 10:15:00
2020-2021,32,1,1,2,3,2,5,2,1,0,0,5,3,6,4,11,7,13,8,56,44,De Grolsch Veste (Enschede),,2,1,2.47,3.45,2.8,1.31,1.89,3.2,1.74,2.0,1.62,2.1,2.15,1.65,1.38,2.7,2.85,1.4,2,0,0,1,1,2,0,1620484200,-1,0,54,0,-1,1,1,1,1,2,1,2,3,0,0,2,1,0,3,1,39,25,98,88,1.33,0.85,2.18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,84,37,67,Twente,Heracles,1.06,0.94,0.93,1.0,1.19,1.35,43,17,1.47,1.01,2.48,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,1.99,76%,100%,,,,,,,,,,,,,,,2021-05-08 14:30:00
2020-2021,32,0,3,3,3,3,6,2,2,1,1,7,7,9,3,16,10,15,17,46,54,Stadion Feijenoord (Rotterdam),,3,4,3.25,3.6,1.95,1.15,1.6,2.55,1.54,2.4,1.44,1.75,2.7,2.05,1.23,2.1,3.9,1.68,3,0,1,0,2,2,1,1620563400,120,0,44,0,-1,1,1,2,3,1,0,5,1,2,2,1,1,4,2,1,45,33,94,112,1.83,1.37,3.2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,80,33,70,Feyenoord,Ajax,2.05,2.59,2.0,2.53,1.77,2.55,54,20,2.01,2.38,4.39,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,21.85,57%,77%,,,,,,,,,,,,,,,2021-05-09 12:30:00
2020-2021,32,0,1,1,7,4,11,2,2,0,0,3,5,9,4,12,9,8,14,67,33,MAC³PARK Stadion (Zwolle),,2,2,1.66,3.65,4.3,1.24,1.7,2.95,1.62,2.2,1.35,1.62,2.95,2.15,1.3,2.4,3.25,1.5,1,0,1,0,0,0,1,1620563400,377,0,44,0,-1,1,1,4,0,3,4,4,7,1,0,1,2,1,3,1,58,40,156,70,1.41,1.21,2.62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,84,24,70,PEC Zwolle,ADO Den Haag,1.41,0.76,1.4,0.67,1.13,0.61,54,17,1.6,0.84,2.44,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,1.99,71%,34%,,,,,,,,,,,,,,,2021-05-09 12:30:00
2020-2021,32,0,0,0,6,3,9,1,0,0,0,2,3,9,8,11,11,11,10,49,51,Abe Lenstra Stadion (Heerenveen),,1,0,3.85,4.05,1.84,1.22,1.53,2.9,1.67,2.15,1.28,1.53,3.3,2.35,1.32,2.5,3.1,1.48,0,0,0,0,0,0,0,1620492300,-1,0,54,0,-1,1,1,2,1,4,2,3,6,0,0,1,0,0,1,1,48,62,103,124,1.19,1.36,2.55,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,77,33,80,Heerenveen,Utrecht,1.35,1.56,1.47,1.73,1.23,1.61,50,24,1.39,1.68,3.07,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,18.01,93%,100%,,,,,,,,,,,,,,,2021-05-08 16:45:00
2020-2021,32,3,0,3,3,8,11,0,0,0,0,6,2,7,13,13,15,12,5,39,61,Sparta-Stadion Het Kasteel (Rotterdam),,0,0,3.45,3.7,2.03,1.27,1.6,2.65,1.69,2.1,1.48,2.0,2.45,1.8,1.32,2.5,3.1,1.48,3,1,0,2,0,2,1,1620410400,371,0,60,0,-1,1,-1,1,2,2,6,3,8,0,0,0,0,0,0,1,29,68,89,162,1.46,1.59,3.05,0,0,0,0,0,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,84,37,80,Sparta Rotterdam,Vitesse,1.29,1.41,1.2,1.53,1.29,1.94,44,17,1.75,1.69,3.44,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,2.3,76%,4%,,,,,,,,,,,,,,,2021-05-07 18:00:00
2020-2021,32,3,3,6,6,4,10,2,1,0,0,5,7,8,10,13,17,17,11,50,50,Covebo Stadion - De Koel - (Venlo),,2,1,2.23,3.3,2.68,1.26,1.68,2.9,1.65,2.2,1.53,1.98,2.35,1.83,1.35,2.6,2.95,1.42,6,2,2,1,1,2,4,1620500400,-1,0,54,0,-1,1,1,3,0,3,4,3,7,0,1,2,0,1,2,1,30,37,102,118,1.4,1.84,3.24,0,1,0,1,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,30,70,VVV,RKC Waalwijk,0.76,0.65,0.8,0.67,0.71,0.84,50,17,1.15,1.11,2.26,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,6.91,67%,0%,,,,,,,,,,,,,,,2021-05-08 19:00:00
2020-2021,32,0,2,2,0,5,5,0,1,0,0,0,8,0,6,0,14,11,13,30,70,Koning Willem II Stadion (Tilburg),,0,1,6.0,4.8,1.45,1.17,1.45,2.19,1.67,2.15,1.55,1.95,2.3,1.75,1.24,2.1,3.8,1.65,2,0,1,0,1,1,1,1620571500,121,0,67,0,-1,1,1,0,5,0,0,5,0,0,0,0,1,0,1,1,21,51,85,170,0.17,1.84,2.01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,94,34,80,Willem II,PSV,1.18,1.76,1.13,1.73,0.81,2.1,33,7,1.49,1.87,3.36,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,11.5,47%,90%,,,,,,,,,,,,,,,2021-05-09 14:45:00
2020-2021,33,1,4,5,5,2,7,2,2,0,0,6,10,7,6,13,16,13,11,60,40,Cars Jeans Stadion (Den Haag),,2,2,3.45,3.8,2.0,1.24,1.69,2.6,1.62,2.2,1.48,1.83,2.5,1.87,1.32,2.4,3.2,1.5,5,0,3,1,1,2,3,1620909000,381,0,57,0,-1,1,1,3,1,2,1,4,3,1,0,1,2,1,3,1,41,38,155,104,1.56,1.99,3.55,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,81,32,69,ADO Den Haag,Willem II,0.53,0.65,0.56,0.5,0.69,0.78,47,19,1.2,1.29,2.49,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,5.01,61%,100%,,,,,,,,,,,,,,,2021-05-13 12:30:00
