season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_85,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,date
2018-2019,11,3,0,3,13,3,16,1,2,0,0,10,5,9,3,19,8,5,8,72,28,Fortuna Sittard Stadion,"Milaanstraat, Sittard",1,2,2.7,3.55,2.45,1.18,1.59,2.5,1.56,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1541338200,387,0,50,0,8332,1,1,4,1,8,2,5,10,0,0,1,2,0,3,1,41,33,115,86,2.2,1.1,3.3,2,0,2,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,40,70,Fortuna Sittard,PEC Zwolle,1.53,1.06,1.0,1.4,1.0,1.1,50,20,1.59,1.41,3.0,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,5.82,67%,20%,,,,,,,,,,,,,,,2018-11-04 13:30:00
2018-2019,11,4,1,5,13,0,13,0,0,0,0,11,2,9,1,20,3,5,8,73,27,Stadion Feijenoord,"Van Zandvlietplein 1, Rotterdam",0,0,1.19,7.0,12.75,1.11,1.38,2.0,2.05,1.77,0.0,1.66,0.0,2.1,0.0,0.0,0.0,0.0,5,2,0,2,1,3,2,1544122800,367,0,50,0,40000,1,-1,9,0,4,0,9,4,0,0,0,0,0,0,1,143,22,160,75,3.06,0.5,3.56,0,0,0,0,0,0,1,1,0,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,71,29,93,Feyenoord,VVV,2.47,1.0,3.0,1.14,2.23,1.46,43,29,2.1,0.98,3.08,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,23.04,93%,90%,,,,,,,,,,,,,,,2018-12-06 19:00:00
2018-2019,12,2,3,5,7,1,8,2,1,0,0,8,4,10,1,18,5,14,14,68,32,MAC³PARK Stadion,"Stadionplein 1, Zwolle",2,1,1.95,3.55,3.65,1.19,1.62,2.6,1.62,2.3,0.0,1.8,0.0,1.9,0.0,0.0,0.0,0.0,5,0,2,2,1,3,2,1541790000,381,0,64,0,13222,1,1,3,0,4,1,3,5,0,0,2,1,0,3,1,56,23,139,77,2.11,0.77,2.88,0,0,0,0,0,0,1,1,0,1,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,92,54,100,PEC Zwolle,Willem II,1.24,1.41,0.8,0.83,1.0,0.91,47,9,1.98,1.15,3.13,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,6.93,87%,24%,,,,,,,,,,,,,,,2018-11-09 19:00:00
2018-2019,12,2,0,2,9,1,10,1,2,0,0,9,4,9,2,18,6,9,16,50,50,De Oude Meerdijk,"Stadionplein 1, Emmen",1,2,1.95,3.6,3.6,1.23,1.74,2.9,1.71,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1541871000,397,0,70,0,8300,1,1,3,1,6,0,4,6,0,1,1,1,1,2,1,63,29,118,88,2.22,0.88,3.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,90,50,90,Emmen,NAC Breda,1.18,0.29,0.6,0.2,0.91,0.73,40,10,2.05,1.01,3.06,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-10 17:30:00
2018-2019,12,1,4,5,5,5,10,1,0,0,0,3,8,6,6,9,14,9,7,38,62,Stadion De Vijverberg,"Lijsterbeslaan 101a, Doetinchem",1,0,12.5,7.0,1.19,1.08,1.31,1.8,1.83,2.0,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,5,1,2,0,2,2,3,1541875500,121,0,55,0,12313,1,1,3,1,2,4,4,6,0,0,1,0,0,1,1,26,58,84,165,0.98,1.88,2.86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,92,45,90,De Graafschap,PSV,1.24,2.0,1.5,3.0,0.91,3.0,27,9,1.54,2.12,3.66,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,12.75,93%,75%,,,,,,,,,,,,,,,2018-11-10 18:45:00
2018-2019,12,2,1,3,5,7,12,1,3,0,0,8,8,9,5,17,13,8,15,47,53,GelreDome,"Batavierenweg 25, Arnhem",1,3,2.25,3.35,3.05,1.21,1.69,2.75,1.65,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1541875500,369,0,50,0,15131,1,1,3,1,2,6,4,8,0,1,1,2,1,3,1,49,38,89,107,1.98,1.66,3.65,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,40,70,Vitesse,Utrecht,2.05,1.42,2.0,1.0,1.36,1.64,50,20,1.97,1.4,3.37,38,True,True,True,False,False,False,True,Netherlands_Eredivisie,,12.75,93%,75%,,,,,,,,,,,,,,,2018-11-10 18:45:00
2018-2019,12,3,2,5,2,7,9,2,1,0,0,7,6,4,7,11,13,22,9,37,63,Seacon Stadion De Koel,"Kaldenkerkerweg 182, Venlo",2,1,2.35,3.25,3.0,1.23,1.74,2.85,1.67,2.2,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2,3,1541879100,401,0,63,0,7534,1,1,1,1,1,6,2,7,1,0,1,1,1,2,1,26,44,101,129,1.38,1.57,2.96,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,88,43,88,VVV,Fortuna Sittard,1.41,0.47,1.75,1.0,1.5,1.18,48,13,1.63,1.42,3.05,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,12.75,87%,75%,,,,,,,,,,,,,,,2018-11-10 19:45:00
2018-2019,12,2,0,2,3,1,4,1,2,0,0,7,3,6,2,13,5,10,13,51,49,Hitachi Capital Mobility Stadium,"Boumaboulevard 41, Groningen",1,2,2.15,3.55,3.15,1.19,1.65,2.6,1.61,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1541934900,372,0,70,0,20731,1,1,0,1,3,0,1,3,0,1,1,1,1,2,1,0,0,0,0,1.56,0.77,2.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,60,90,Groningen,Heerenveen,1.89,1.29,0.2,2.2,0.64,1.27,40,20,1.46,1.58,3.04,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-11 11:15:00
2018-2019,12,1,7,8,2,15,17,3,0,0,0,4,13,8,8,12,21,5,4,37,63,Van Donge & De Roo Stadion,"Honingerdijk 110, Rotterdam",3,0,17.5,8.75,1.12,1.05,1.23,1.62,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,2,1,5,6,2,1541943000,120,0,34,0,4400,1,1,0,10,2,5,10,7,3,0,0,0,3,0,1,33,64,67,128,1.28,2.7,3.97,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,82,55,80,Excelsior,Ajax,1.29,2.29,1.33,2.4,1.09,2.55,45,19,1.13,2.14,3.27,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,16.11,82%,75%,,,,,,,,,,,,,,,2018-11-11 13:30:00
2018-2019,12,0,1,1,7,3,10,3,1,0,0,0,3,5,5,5,8,13,10,39,61,Cars Jeans Stadion,"Haags Kwartier 55, Den Haag",3,1,4.05,3.75,1.83,1.14,1.48,2.2,1.51,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1541943000,378,0,70,0,12717,1,1,4,0,3,3,4,6,0,0,3,1,0,4,1,45,45,94,108,0.65,1.05,1.71,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,90,80,100,ADO Den Haag,AZ,1.47,1.29,1.4,1.2,1.09,1.36,20,10,1.52,1.74,3.26,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,16.11,82%,75%,,,,,,,,,,,,,,,2018-11-11 13:30:00
2018-2019,12,0,2,2,5,6,11,2,1,0,0,4,6,10,10,14,16,8,12,47,53,Polman Stadion,"Stadionlaan 1, Almelo",2,1,4.8,4.15,1.62,1.13,1.47,2.15,1.56,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,1541951100,367,0,70,0,11754,1,1,2,3,3,3,5,6,0,0,2,1,0,3,1,0,0,0,0,1.59,1.84,3.43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,100,70,90,Heracles,Feyenoord,1.83,1.35,3.0,1.0,1.82,2.0,30,0,2.1,1.41,3.51,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-11 15:45:00
2018-2019,13,2,3,5,7,6,13,1,2,0,0,6,8,8,6,14,14,10,8,63,37,MAC³PARK Stadion,"Stadionplein 1, Zwolle",1,2,1.91,3.6,3.75,1.2,1.67,2.7,1.67,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2,0,1,1,4,1543080600,377,0,67,0,12152,1,1,4,2,3,4,6,7,0,0,1,2,0,3,1,0,0,0,0,1.77,1.72,3.49,0,1,0,1,0,0,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,PEC Zwolle,ADO Den Haag,1.24,1.18,0.67,0.83,0.92,1.0,50,0,2.0,1.41,3.41,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-24 17:30:00
2018-2019,13,3,0,3,6,2,8,0,2,0,1,12,0,10,0,22,0,8,9,71,29,Philips Stadion,"Frederiklaan 10, Eindhoven",0,4,1.18,7.0,13.5,1.1,1.35,1.91,2.0,1.83,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1543088700,121,0,42,0,34100,1,1,0,2,6,0,2,6,0,3,0,0,3,0,1,83,19,154,74,2.83,0.16,2.99,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,92,67,92,PSV,Heerenveen,2.88,1.29,3.0,1.83,3.0,1.17,25,9,2.2,1.45,3.65,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-24 19:45:00
2018-2019,13,0,3,3,2,7,9,4,1,0,0,4,6,2,8,6,14,7,6,26,74,Rat Verlegh Stadion,"Stadionstraat 23, Breda",4,1,19.75,9.0,1.11,1.06,1.25,1.67,2.1,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,2,2,1,1543080600,120,0,34,0,18969,1,1,1,5,1,2,6,3,2,0,2,1,2,3,1,39,75,67,200,0.95,1.87,2.82,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,92,50,75,NAC Breda,Ajax,1.06,2.29,1.17,2.5,0.67,2.58,33,9,1.19,2.23,3.42,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-24 17:30:00
2018-2019,13,3,0,3,3,4,7,0,0,0,0,10,4,4,6,14,10,10,8,49,51,Fortuna Sittard Stadion,"Milaanstraat, Sittard",0,0,2.4,3.55,2.7,1.14,1.49,2.25,1.48,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0,1,2,1543088700,387,0,67,0,7545,1,-1,2,2,1,2,4,3,0,0,0,0,0,0,1,48,58,114,125,1.94,1.34,3.28,1,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,100,34,75,Fortuna Sittard,Heracles,1.53,0.83,1.33,0.83,1.08,1.67,33,0,1.69,1.18,2.87,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,4.7,100%,90%,,,,,,,,,,,,,,,2018-11-24 19:45:00
2018-2019,13,1,2,3,10,6,16,1,1,0,0,4,4,9,5,13,9,14,8,50,50,De Oude Meerdijk,"Stadionplein 1, Emmen",1,1,2.0,3.6,3.55,1.2,1.67,2.7,1.65,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2,3,0,1543144500,374,0,54,0,8021,1,1,2,3,8,3,5,11,0,0,1,1,0,2,1,72,62,104,100,1.62,1.3,2.92,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,92,19,84,Emmen,Excelsior,1.18,0.65,1.0,0.8,1.08,1.0,54,9,2.08,1.29,3.37,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,5.82,100%,88%,,,,,,,,,,,,,,,2018-11-25 11:15:00
2018-2019,13,5,0,5,4,1,5,0,2,0,0,7,3,11,2,18,5,14,16,57,43,Stadion Galgenwaard,"Herculesplein 241, Utrecht",0,2,1.27,5.65,10.25,1.11,1.38,2.0,1.77,2.05,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,5,3,0,2,0,2,3,1543152600,376,0,54,0,18802,1,1,4,0,0,1,4,1,0,1,0,1,1,1,1,43,28,112,79,1.94,0.74,2.68,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,90,17,80,Utrecht,De Graafschap,1.89,0.47,2.17,0.2,1.5,0.83,37,10,1.61,1.08,2.69,34,True,True,True,True,True,False,False,Netherlands_Eredivisie,,10.29,86%,75%,,,,,,,,,,,,,,,2018-11-25 13:30:00
2018-2019,13,1,0,1,12,2,14,1,2,0,0,8,4,2,6,10,10,12,9,61,39,Stadion Feijenoord,"Van Zandvlietplein 1, Rotterdam",1,2,1.29,5.55,9.5,1.13,1.47,2.15,1.83,1.95,0.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1543152600,367,0,45,0,45000,1,1,5,1,7,1,6,8,1,1,0,1,2,1,1,71,34,106,92,1.71,1.17,2.87,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,74,45,90,Feyenoord,Groningen,2.47,0.78,3.0,1.0,2.09,0.83,27,27,2.29,1.32,3.61,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,8.05,93%,90%,,,,,,,,,,,,,,,2018-11-25 13:30:00
2018-2019,13,1,3,4,0,5,5,2,2,0,0,5,8,2,2,7,10,8,8,53,47,Koning Willem II Stadion,"Goirleseweg 34, Tilburg",2,2,3.35,3.45,2.1,1.22,1.71,2.8,1.67,2.2,0.0,1.72,0.0,2.0,0.0,0.0,0.0,0.0,4,0,3,1,0,1,3,1543152600,369,0,37,0,11879,1,1,0,0,0,5,0,5,0,0,2,2,0,4,1,51,34,124,75,1.18,1.44,2.62,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,64,19,64,Willem II,Vitesse,1.18,0.95,1.0,0.83,1.08,1.5,72,37,1.57,1.45,3.02,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,8.05,93%,90%,,,,,,,,,,,,,,,2018-11-25 13:30:00
2018-2019,13,2,2,4,8,9,17,4,0,1,0,4,8,5,11,9,19,9,13,41,59,Seacon Stadion De Koel,"Kaldenkerkerweg 182, Venlo",6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,1,0,1,3,1543160700,-1,0,54,0,6217,1,1,1,5,7,4,6,11,2,0,3,0,2,3,1,0,0,0,0,1.17,2.13,3.3,0,1,0,1,0,0,1,1,0,1,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,82,54,82,VVV,AZ,1.41,1.29,2.0,1.5,1.64,1.5,39,19,1.58,1.62,3.2,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-11-25 15:45:00
2018-2019,14,3,3,6,2,6,8,1,4,0,1,5,10,5,8,10,18,10,14,52,48,Van Donge & De Roo Stadion,"Honingerdijk 110, Rotterdam",1,5,5.2,4.45,1.54,1.16,1.53,2.35,1.67,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,3,3,3,1543604400,-1,0,61,0,4400,1,1,0,3,2,3,3,5,0,3,1,2,3,3,1,44,66,96,110,1.31,2.31,3.62,1,1,1,1,0,0,1,1,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,77,29,67,Excelsior,Utrecht,1.29,1.42,1.14,0.83,1.15,1.62,55,24,1.15,1.44,2.59,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,11.41,81%,75%,,,,,,,,,,,,,,,2018-11-30 19:00:00
2018-2019,14,1,1,2,10,1,11,1,5,0,0,9,5,11,2,20,7,12,15,65,35,GelreDome,"Batavierenweg 25, Arnhem",1,5,1.4,4.6,7.25,1.16,1.54,2.35,1.77,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1543685400,-1,0,67,0,15821,1,1,2,1,8,0,3,8,0,1,1,4,1,5,1,69,19,146,77,2.4,0.94,3.34,1,0,0,0,1,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,100,67,92,Vitesse,Emmen,2.05,1.06,2.17,1.17,1.62,1.0,17,0,1.97,1.45,3.42,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,12.75,93%,75%,,,,,,,,,,,,,,,2018-12-01 17:30:00
2018-2019,14,0,2,2,7,1,8,2,2,0,0,8,5,6,3,14,8,8,14,72,28,AFAS Stadion,"Stadionweg 1, Alkmaar",2,2,1.35,5.3,7.5,1.11,1.4,2.0,1.65,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1543689900,381,0,61,0,15787,1,1,5,1,2,0,6,2,1,2,1,0,3,1,1,91,15,176,96,2.12,0.98,3.1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,77,69,84,AZ,Willem II,2.12,1.41,1.5,1.14,1.46,1.0,40,24,1.94,1.1,3.04,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,20.8,100%,75%,,,,,,,,,,,,,,,2018-12-01 18:45:00
2018-2019,14,0,2,2,3,7,10,4,3,1,0,0,10,5,18,5,28,15,8,33,67,Stadion De Vijverberg,"Lijsterbeslaan 101a, Doetinchem",6,3,3.5,3.7,1.95,1.16,1.53,2.35,1.54,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1543689900,380,0,37,0,12008,1,1,2,2,1,5,4,6,4,3,1,0,7,1,1,0,0,0,0,0.51,2.84,3.35,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,77,54,92,De Graafschap,PEC Zwolle,1.24,1.06,1.29,1.17,0.77,0.85,40,24,1.46,1.36,2.82,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-12-01 18:45:00
2018-2019,14,3,1,4,7,1,8,1,3,0,0,10,7,5,4,15,11,10,14,47,53,Abe Lenstra Stadion,"Abe Lenstra Boulevard 23Q, Heerenveen",1,3,2.2,3.5,3.05,1.19,1.62,2.55,1.59,2.4,0.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,4,1,0,2,1,3,1,1543693500,373,0,92,0,15626,1,1,4,1,3,0,5,3,0,0,1,3,0,4,1,53,36,113,137,2.03,1.47,3.5,1,0,1,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,100,67,100,Heerenveen,Fortuna Sittard,1.12,0.47,0.5,0.83,1.08,1.23,34,0,1.39,1.45,2.84,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,16.11,93%,75%,,,,,,,,,,,,,,,2018-12-01 19:45:00
2018-2019,14,5,1,6,19,3,22,0,0,0,0,14,4,18,5,32,9,11,10,66,34,Johan Cruijff Arena,"ArenA Boulevard 1, Amsterdam",0,0,1.07,11.0,28.0,1.04,1.2,1.53,2.3,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,2,0,2,4,1543749300,120,0,44,0,53644,1,-1,10,2,9,1,12,10,0,0,0,0,0,0,1,0,0,0,0,3.71,1.01,4.72,0,0,0,0,0,0,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,100,54,92,Ajax,ADO Den Haag,2.76,1.18,2.67,1.14,2.62,1.15,38,0,2.54,1.45,3.99,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-12-02 11:15:00
2018-2019,14,2,1,3,6,4,10,2,2,0,0,6,6,6,7,12,13,17,12,47,53,Stadion Feijenoord,"Van Zandvlietplein 1, Rotterdam",2,2,2.9,3.45,2.3,1.17,1.56,2.4,1.54,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,1,2,1543757400,367,0,50,0,47500,1,1,3,2,3,2,5,5,1,1,1,1,2,2,1,49,48,114,132,1.54,1.6,3.14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,84,42,83,Feyenoord,PSV,2.47,2.0,3.0,3.0,2.17,3.0,25,17,2.19,2.08,4.27,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,14.99,93%,75%,,,,,,,,,,,,,,,2018-12-02 13:30:00
2018-2019,14,4,1,5,14,1,15,0,0,0,0,12,5,16,5,28,10,4,9,62,38,Polman Stadion,"Stadionlaan 1, Almelo",0,0,1.71,3.95,4.35,1.19,1.65,2.6,1.69,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,3,1,4,1,1543757400,370,0,59,0,10233,1,-1,11,1,3,0,12,3,0,0,0,0,0,0,1,0,0,0,0,2.98,1.16,4.13,1,0,1,0,0,0,1,1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,84,42,92,Heracles,VVV,1.83,1.0,2.5,1.33,1.54,1.58,42,17,2.02,0.95,2.97,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-12-02 13:30:00
2018-2019,14,5,2,7,5,1,6,1,0,0,0,10,4,4,3,14,7,7,13,51,49,Hitachi Capital Mobility Stadium,"Boumaboulevard 41, Groningen",1,0,1.54,4.25,5.65,1.22,1.71,2.8,1.87,1.95,0.0,1.83,0.0,1.83,0.0,0.0,0.0,0.0,7,1,1,4,1,5,2,1543765500,372,0,50,0,18377,1,1,2,0,3,1,2,4,1,0,0,0,1,0,1,67,28,102,92,2.07,0.94,3.01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,59,83,Groningen,NAC Breda,1.89,0.29,0.67,0.17,0.77,0.62,50,17,1.47,0.99,2.46,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-12-02 15:45:00
2018-2019,15,0,3,3,5,7,12,4,2,0,0,4,7,12,1,16,8,13,11,51,49,Fortuna Sittard Stadion,"Milaanstraat, Sittard",4,2,3.9,4.1,1.8,1.13,1.44,2.1,1.49,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,2,2,1,1544203800,378,0,64,0,7133,1,1,2,5,3,2,7,5,2,0,2,2,2,4,1,0,0,0,0,1.68,1.28,2.95,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,93,50,79,Fortuna Sittard,AZ,1.53,1.29,1.57,1.43,1.14,1.36,22,7,1.73,1.7,3.43,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2018-12-07 17:30:00
2018-2019,15,1,5,6,0,14,14,1,2,1,0,2,12,3,4,5,16,9,13,32,68,Koning Willem II Stadion,"Goirleseweg 34, Tilburg",3,2,2.1,3.55,3.2,1.2,1.65,2.6,1.61,2.35,0.0,2.0,0.0,1.72,0.0,0.0,0.0,0.0,6,1,2,0,3,3,3,1544290200,373,0,54,0,12595,1,1,0,5,0,9,5,9,1,0,1,2,1,3,1,16,63,88,134,0.59,2.31,2.9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,84,52,84,Willem II,Heerenveen,1.18,1.29,0.83,1.57,1.14,1.21,40,17,1.5,1.26,2.76,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,10.29,76%,90%,,,,,,,,,,,,,,,2018-12-08 17:30:00
